"",BBK01.QUY983,BBK01.QUY983_FLAGS
"",Consolidated German banks: Foreign shares issued by foreign enterprises and households / Countries in Ozeania / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:40:30,
2002-03,0.232,
2002-04,0.017,
2002-05,0.009,
2002-06,0.008,
2002-07,0.018,
2002-08,0.014,
2002-09,0.005,
2002-10,0.000,
2002-11,-0.014,
2002-12,-0.015,
2003-01,0.000,
2003-02,-0.017,
2003-03,-0.016,
2003-04,-0.010,
2003-05,0.009,
2003-06,0.006,
2003-07,-0.027,
2003-08,-0.266,
2003-09,-0.251,
2003-10,-0.161,
2003-11,-0.216,
2003-12,-0.175,
2004-01,-0.261,
2004-02,-0.153,
2004-03,0.079,
2004-04,-0.016,
2004-05,0.077,
2004-06,0.029,
2004-07,0.093,
2004-08,0.071,
2004-09,0.034,
2004-10,0.053,
2004-11,-0.160,
2004-12,-0.572,
2005-01,-0.585,
2005-02,-0.542,
2005-03,-0.472,
2005-04,-0.883,
2005-05,-1.118,
2005-06,-1.216,
2005-07,-1.237,
2005-08,-1.289,
2005-09,-1.605,
2005-10,-1.459,
2005-11,-1.862,
2005-12,-0.018,
2006-01,-0.063,
2006-02,-0.225,
2006-03,-0.178,
2006-04,-0.287,
2006-05,-0.253,
2006-06,-0.232,
2006-07,-0.223,
2006-08,-0.385,
2006-09,-0.271,
2006-10,-0.303,
2006-11,-0.151,
2006-12,0.059,
2007-01,0.013,
2007-02,0.057,
2007-03,0.105,
2007-04,0.039,
2007-05,0.099,
2007-06,0.153,
2007-07,0.008,
2007-08,-0.023,
2007-09,-0.242,
2007-10,-0.397,
2007-11,-0.006,
2007-12,-0.296,
2008-01,-0.514,
2008-02,-0.470,
2008-03,-0.487,
2008-04,-0.601,
2008-05,-0.515,
2008-06,-0.539,
2008-07,-0.478,
2008-08,-0.474,
2008-09,-0.244,
2008-10,-0.035,
2008-11,0.282,
2008-12,0.322,
2009-01,0.356,
2009-02,0.521,
2009-03,0.325,
2009-04,0.386,
2009-05,0.174,
2009-06,0.261,
2009-07,0.269,
2009-08,0.377,
2009-09,0.367,
2009-10,0.420,
2009-11,0.383,
2009-12,0.437,
2010-01,0.458,
2010-02,0.618,
2010-03,0.519,
2010-04,0.692,
2010-05,0.741,
2010-06,0.511,
2010-07,0.830,
2010-08,0.780,
2010-09,0.613,
2010-10,0.421,
2010-11,0.467,
2010-12,0.353,
2011-01,0.444,
2011-02,0.592,
2011-03,0.559,
2011-04,0.530,
2011-05,0.617,
2011-06,0.527,
2011-07,0.507,
2011-08,0.490,
2011-09,0.629,
2011-10,0.561,
2011-11,0.522,
2011-12,0.423,
2012-01,0.454,
2012-02,0.512,
2012-03,0.334,
2012-04,0.278,
2012-05,0.322,
2012-06,0.357,
2012-07,0.399,
2012-08,0.729,
2012-09,0.910,
2012-10,0.901,
2012-11,1.594,
2012-12,1.579,
2013-01,2.344,
2013-02,1.519,
2013-03,1.423,
2013-04,2.196,
2013-05,0.933,
2013-06,1.345,
2013-07,1.648,
2013-08,1.762,
2013-09,1.163,
2013-10,2.417,
2013-11,1.590,
2013-12,1.262,
2014-01,1.830,
2014-02,1.193,
2014-03,0.741,
2014-04,1.598,
2014-05,1.328,
2014-06,0.840,
2014-07,1.410,
2014-08,2.374,
2014-09,0.315,
2014-10,0.376,
