"",BBK01.OUZ435,BBK01.OUZ435_FLAGS
"",Tangible assets and others / Total / Building and loan associations / Multi-office banks (MFIs),
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:58:08,
1999-01,2.003,
1999-02,2.006,
1999-03,1.752,
1999-04,1.767,
1999-05,1.745,
1999-06,1.710,
1999-07,1.731,
1999-08,1.961,
1999-09,1.991,
1999-10,1.739,
1999-11,2.053,
1999-12,2.323,
2000-01,2.216,
2000-02,1.998,
2000-03,2.135,
2000-04,2.140,
2000-05,2.230,
2000-06,2.138,
2000-07,2.067,
2000-08,2.167,
2000-09,1.902,
2000-10,1.903,
2000-11,1.952,
2000-12,2.313,
2001-01,1.830,
2001-02,1.683,
2001-03,1.664,
2001-04,1.767,
2001-05,1.595,
2001-06,1.686,
2001-07,1.363,
2001-08,1.531,
2001-09,1.691,
2001-10,1.459,
2001-11,1.471,
2001-12,1.990,
2002-01,1.420,
2002-02,1.471,
2002-03,1.513,
2002-04,1.491,
2002-05,1.557,
2002-06,1.572,
2002-07,1.600,
2002-08,1.610,
2002-09,1.603,
2002-10,1.587,
2002-11,1.601,
2002-12,1.915,
2003-01,1.911,
2003-02,1.917,
2003-03,1.929,
2003-04,1.947,
2003-05,2.139,
2003-06,2.100,
2003-07,1.982,
2003-08,2.074,
2003-09,2.100,
2003-10,2.128,
2003-11,2.179,
2003-12,2.331,
2004-01,1.786,
2004-02,1.779,
2004-03,1.799,
2004-04,1.788,
2004-05,1.766,
2004-06,1.726,
2004-07,1.697,
2004-08,1.718,
2004-09,1.879,
2004-10,1.759,
2004-11,1.707,
2004-12,1.998,
2005-01,1.750,
2005-02,1.699,
2005-03,1.692,
2005-04,1.657,
2005-05,1.688,
2005-06,1.845,
2005-07,1.875,
2005-08,1.893,
2005-09,1.922,
2005-10,1.863,
2005-11,1.907,
2005-12,1.926,
2006-01,1.857,
2006-02,1.808,
2006-03,1.790,
2006-04,1.795,
2006-05,1.828,
2006-06,1.897,
2006-07,1.889,
2006-08,1.993,
2006-09,2.127,
2006-10,1.993,
2006-11,1.849,
2006-12,2.123,
2007-01,2.180,
2007-02,2.011,
2007-03,1.942,
2007-04,2.013,
2007-05,2.011,
2007-06,2.000,
2007-07,1.853,
2007-08,1.887,
2007-09,2.005,
2007-10,1.815,
2007-11,1.831,
2007-12,2.107,
2008-01,1.932,
2008-02,1.856,
2008-03,1.750,
2008-04,1.686,
2008-05,1.743,
2008-06,1.807,
2008-07,1.735,
2008-08,1.855,
2008-09,1.896,
2008-10,1.880,
2008-11,1.920,
2008-12,1.938,
2009-01,1.792,
2009-02,1.778,
2009-03,1.654,
2009-04,1.654,
2009-05,1.670,
2009-06,1.665,
2009-07,1.682,
2009-08,1.731,
2009-09,1.834,
2009-10,1.803,
2009-11,1.854,
2009-12,1.862,
2010-01,1.819,
2010-02,1.824,
2010-03,1.658,
2010-04,1.702,
2010-05,1.709,
2010-06,1.796,
2010-07,1.822,
2010-08,1.911,
2010-09,1.925,
2010-10,1.891,
2010-11,1.989,
2010-12,1.994,
2011-01,1.926,
2011-02,2.017,
2011-03,1.918,
2011-04,1.973,
2011-05,1.830,
2011-06,1.861,
2011-07,1.865,
2011-08,1.866,
2011-09,1.821,
2011-10,1.842,
2011-11,1.825,
2011-12,1.939,
2012-01,1.801,
2012-02,1.893,
2012-03,1.836,
2012-04,1.958,
2012-05,1.990,
2012-06,1.963,
2012-07,1.933,
2012-08,1.944,
2012-09,2.014,
2012-10,1.933,
2012-11,2.042,
2012-12,2.221,
2013-01,2.004,
2013-02,2.034,
2013-03,1.984,
2013-04,2.035,
2013-05,1.939,
2013-06,1.943,
2013-07,2.014,
2013-08,2.054,
2013-09,2.196,
2013-10,2.111,
2013-11,2.191,
2013-12,2.273,
2014-01,2.344,
2014-02,2.080,
2014-03,2.018,
2014-04,2.444,
2014-05,2.386,
2014-06,2.192,
2014-07,2.227,
2014-08,2.293,
2014-09,2.314,
2014-10,2.227,
2014-11,2.301,
"","General: Owing to the Act Modernising Accounting Law (Gesetz zur Modernisierung des Bilanzrechts) of 25 May 2009, derivative financial instruments in the trading portfolio (trading portfolio derivatives) within the meaning of section 340e (3) sentence 1 of the German Commercial Code (HGB) read in conjunction with section 35 (1) No 1a of the Credit Institution Accounting Regulation (RechKredV) are classified under ""Other assets and liabilities"" as of december 2010 reporting date.Up to and including December 1998, equalisation claims on general government (including debt securities resulting from the conversion of equalisation claims) and tangible assets are not included.",
