"",BBK01.QUW829,BBK01.QUW829_FLAGS
"",Foreign subsidiaries: Short-term loans and advances to foreign banks / Offshore banking centres / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:12:33,
2001-12,4.047,
2002-01,4.944,
2002-02,6.421,
2002-03,5.784,
2002-04,3.172,
2002-05,2.868,
2002-06,4.599,
2002-07,2.675,
2002-08,2.802,
2002-09,2.595,
2002-10,3.747,
2002-11,7.474,
2002-12,5.814,
2003-01,7.959,
2003-02,7.289,
2003-03,7.696,
2003-04,5.654,
2003-05,5.897,
2003-06,6.212,
2003-07,5.849,
2003-08,5.185,
2003-09,4.135,
2003-10,4.084,
2003-11,3.582,
2003-12,3.252,
2004-01,3.348,
2004-02,3.652,
2004-03,4.148,
2004-04,3.654,
2004-05,3.392,
2004-06,3.888,
2004-07,3.539,
2004-08,3.606,
2004-09,3.357,
2004-10,3.716,
2004-11,3.312,
2004-12,3.481,
2005-01,4.853,
2005-02,4.826,
2005-03,3.949,
2005-04,5.041,
2005-05,4.579,
2005-06,4.954,
2005-07,4.250,
2005-08,4.714,
2005-09,5.093,
2005-10,5.009,
2005-11,5.470,
2005-12,5.404,
2006-01,7.564,
2006-02,6.871,
2006-03,6.523,
2006-04,6.830,
2006-05,6.330,
2006-06,6.919,
2006-07,8.321,
2006-08,7.971,
2006-09,10.040,
2006-10,11.127,
2006-11,10.460,
2006-12,7.306,
2007-01,7.597,
2007-02,7.825,
2007-03,6.868,
2007-04,6.375,
2007-05,8.132,
2007-06,7.377,
2007-07,7.107,
2007-08,6.693,
2007-09,5.020,
2007-10,3.413,
2007-11,3.023,
2007-12,2.460,
2008-01,2.855,
2008-02,3.388,
2008-03,2.553,
2008-04,2.724,
2008-05,2.014,
2008-06,2.501,
2008-07,2.444,
2008-08,2.477,
2008-09,2.309,
2008-10,1.923,
2008-11,1.648,
2008-12,1.925,
2009-01,1.696,
2009-02,1.699,
2009-03,2.026,
2009-04,2.773,
2009-05,2.307,
2009-06,2.385,
2009-07,3.414,
2009-08,3.195,
2009-09,2.850,
2009-10,1.984,
2009-11,1.984,
2009-12,2.787,
2010-01,2.635,
2010-02,3.038,
2010-03,3.557,
2010-04,3.898,
2010-05,3.324,
2010-06,2.689,
2010-07,2.257,
2010-08,2.112,
2010-09,1.829,
2010-10,1.878,
2010-11,1.932,
2010-12,1.874,
2011-01,1.093,
2011-02,1.363,
2011-03,1.193,
2011-04,1.771,
2011-05,2.635,
2011-06,3.629,
2011-07,2.501,
2011-08,2.763,
2011-09,2.483,
2011-10,3.178,
2011-11,3.495,
2011-12,2.403,
2012-01,3.556,
2012-02,4.149,
2012-03,3.943,
2012-04,5.219,
2012-05,6.156,
2012-06,5.806,
2012-07,6.092,
2012-08,5.610,
2012-09,5.516,
2012-10,5.950,
2012-11,5.375,
2012-12,3.967,
2013-01,3.892,
2013-02,4.250,
2013-03,4.253,
2013-04,4.944,
2013-05,4.874,
2013-06,4.755,
2013-07,5.025,
2013-08,5.860,
2013-09,4.788,
2013-10,3.058,
2013-11,3.323,
2013-12,3.146,
2014-01,3.321,
2014-02,1.888,
2014-03,3.016,
2014-04,3.075,
2014-05,4.025,
2014-06,2.930,
2014-07,2.758,
2014-08,2.510,
2014-09,2.830,
2014-10,2.846,
2014-11,2.649,
