"",BBK01.OUZ478,BBK01.OUZ478_FLAGS
"","Capital, total, Regional banks and other commercial banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:50,
1999-01,25.067,
1999-02,25.443,
1999-03,25.642,
1999-04,24.827,
1999-05,25.051,
1999-06,25.291,
1999-07,25.402,
1999-08,25.455,
1999-09,27.541,
1999-10,27.552,
1999-11,27.756,
1999-12,27.873,
2000-01,28.576,
2000-02,28.469,
2000-03,28.787,
2000-04,28.980,
2000-05,29.362,
2000-06,29.948,
2000-07,30.011,
2000-08,30.105,
2000-09,30.185,
2000-10,30.342,
2000-11,30.407,
2000-12,31.368,
2001-01,31.192,
2001-02,31.578,
2001-03,32.217,
2001-04,32.237,
2001-05,32.382,
2001-06,32.514,
2001-07,31.571,
2001-08,32.705,
2001-09,33.610,
2001-10,33.691,
2001-11,33.827,
2001-12,33.634,
2002-01,33.728,
2002-02,34.134,
2002-03,33.971,
2002-04,33.948,
2002-05,34.359,
2002-06,34.712,
2002-07,34.571,
2002-08,35.127,
2002-09,35.414,
2002-10,35.324,
2002-11,35.383,
2002-12,35.238,
2003-01,35.791,
2003-02,35.900,
2003-03,37.162,
2003-04,37.640,
2003-05,37.087,
2003-06,37.037,
2003-07,37.137,
2003-08,37.227,
2003-09,37.642,
2003-10,37.459,
2003-11,37.559,
2003-12,37.649,
2004-01,37.486,
2004-02,37.292,
2004-03,37.391,
2004-04,36.856,
2004-05,37.225,
2004-06,36.849,
2004-07,36.559,
2004-08,36.798,
2004-09,37.136,
2004-10,37.216,
2004-11,37.337,
2004-12,34.761,
2005-01,35.104,
2005-02,35.585,
2005-03,35.974,
2005-04,38.266,
2005-05,38.510,
2005-06,38.426,
2005-07,38.561,
2005-08,38.466,
2005-09,38.070,
2005-10,37.684,
2005-11,39.162,
2005-12,39.309,
2006-01,39.328,
2006-02,39.339,
2006-03,39.396,
2006-04,39.675,
2006-05,39.832,
2006-06,40.438,
2006-07,40.752,
2006-08,40.326,
2006-09,38.308,
2006-10,38.907,
2006-11,38.946,
2006-12,39.124,
2007-01,39.240,
2007-02,39.189,
2007-03,39.654,
2007-04,39.669,
2007-05,39.865,
2007-06,39.975,
2007-07,40.280,
2007-08,40.568,
2007-09,40.690,
2007-10,40.633,
2007-11,40.691,
2007-12,40.950,
2008-01,41.142,
2008-02,41.368,
2008-03,41.743,
2008-04,41.858,
2008-05,42.137,
2008-06,36.613,
2008-07,37.251,
2008-08,37.480,
2008-09,37.561,
2008-10,37.734,
2008-11,36.823,
2008-12,36.983,
2009-01,36.830,
2009-02,36.827,
2009-03,37.362,
2009-04,37.398,
2009-05,37.540,
2009-06,37.609,
2009-07,37.655,
2009-08,37.749,
2009-09,37.778,
2009-10,37.871,
2009-11,38.230,
2009-12,38.987,
2010-01,38.949,
2010-02,39.019,
2010-03,39.308,
2010-04,39.380,
2010-05,39.564,
2010-06,40.220,
2010-07,40.185,
2010-08,40.299,
2010-09,40.208,
2010-10,40.239,
2010-11,40.629,
2010-12,41.422,
2011-01,42.145,
2011-02,42.118,
2011-03,41.766,
2011-04,41.875,
2011-05,42.245,
2011-06,42.192,
2011-07,42.382,
2011-08,43.484,
2011-09,43.502,
2011-10,43.559,
2011-11,43.901,
2011-12,44.868,
2012-01,45.441,
2012-02,45.475,
2012-03,45.749,
2012-04,45.770,
2012-05,45.976,
2012-06,46.082,
2012-07,46.198,
2012-08,46.508,
2012-09,46.553,
2012-10,46.461,
2012-11,46.010,
2012-12,49.808,
2013-01,50.407,
2013-02,50.900,
2013-03,50.999,
2013-04,50.833,
2013-05,51.776,
2013-06,51.824,
2013-07,51.848,
2013-08,51.872,
2013-09,51.906,
2013-10,51.989,
2013-11,52.254,
2013-12,53.312,
2014-01,53.412,
2014-02,53.470,
2014-03,52.802,
2014-04,53.070,
2014-05,53.735,
2014-06,53.764,
2014-07,53.889,
2014-08,54.018,
2014-09,54.068,
2014-10,54.231,
2014-11,54.470,
