"",BBK01.TU2073,BBK01.TU2073_FLAGS
"",Deposits / of non-banks (non-MFIs) / German non-banks / Short-term / of which: enterprises and households,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:48,
1984-12,2.396,
1985-01,3.160,
1985-02,3.484,
1985-03,4.206,
1985-04,4.229,
1985-05,4.538,
1985-06,4.462,
1985-07,4.311,
1985-08,3.923,
1985-09,3.661,
1985-10,4.028,
1985-11,3.910,
1985-12,3.324,
1986-01,4.850,
1986-02,4.850,
1986-03,5.970,
1986-04,7.179,
1986-05,7.810,
1986-06,6.950,
1986-07,8.037,
1986-08,8.205,
1986-09,7.773,
1986-10,9.113,
1986-11,8.632,
1986-12,8.969,
1987-01,9.570,
1987-02,9.453,
1987-03,9.664,
1987-04,10.590,
1987-05,10.580,
1987-06,10.434,
1987-07,11.153,
1987-08,10.812,
1987-09,11.115,
1987-10,11.995,
1987-11,11.416,
1987-12,11.357,
1988-01,11.440,
1988-02,11.799,
1988-03,12.775,
1988-04,13.392,
1988-05,13.916,
1988-06,13.452,
1988-07,13.594,
1988-08,14.367,
1988-09,13.586,
1988-10,13.466,
1988-11,12.565,
1988-12,13.708,
1989-01,15.665,
1989-02,16.394,
1989-03,16.678,
1989-04,17.431,
1989-05,19.236,
1989-06,18.059,
1989-07,17.907,
1989-08,18.381,
1989-09,18.712,
1989-10,20.972,
1989-11,20.437,
1989-12,20.471,
1990-01,21.080,
1990-02,21.624,
1990-03,21.587,
1990-04,21.594,
1990-05,21.660,
1990-06,20.789,
1990-07,20.790,
1990-08,21.405,
1990-09,21.290,
1990-10,22.562,
1990-11,22.330,
1990-12,22.263,
1991-01,23.272,
1991-02,22.724,
1991-03,24.482,
1991-04,24.878,
1991-05,25.637,
1991-06,25.734,
1991-07,25.500,
1991-08,25.386,
1991-09,23.557,
1991-10,24.547,
1991-11,23.449,
1991-12,21.928,
1992-01,23.419,
1992-02,24.921,
1992-03,25.111,
1992-04,25.614,
1992-05,26.061,
1992-06,25.762,
