"",BBK01.RJ2095,BBK01.RJ2095_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:22:22,
1989,-,Nothing exists
1990,-,Nothing exists
1991,-,Nothing exists
1992,.,No value available
1993,8,
1994,13,
1995,50,
1996,50,
1997,92,
1998,154,
1999,239,
2000,663,
2001,984,
2002,1145,
2003,1324,
2004,1683,
2005,1924,
2006,1063,
2007,1714,
2008,1654,
2009,2262,
2010,2576,
2011,2406,
2012,3139,
