"",BBK01.OEAF32V,BBK01.OEAF32V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:10:40,
2002-01,14.514,
2002-04,14.662,
2002-07,14.728,
2002-10,14.798,
2003-01,14.767,
2003-04,14.701,
2003-07,14.776,
2003-10,14.800,
2004-01,14.621,
2004-04,14.684,
2004-07,14.752,
2004-10,14.790,
2005-01,15.506,
2005-04,15.530,
2005-07,15.834,
2005-10,15.827,
2006-01,15.810,
2006-04,15.943,
2006-07,15.974,
2006-10,15.915,
2007-01,15.616,
2007-04,15.405,
2007-07,15.323,
2007-10,15.314,
2008-01,14.969,
2008-04,14.493,
2008-07,14.441,
2008-10,14.443,
2009-01,14.337,
2009-04,15.380,
2009-07,15.279,
2009-10,15.528,
2010-01,15.371,
2010-04,15.191,
2010-07,14.819,
2010-10,14.673,
2011-01,14.730,
2011-04,14.729,
2011-07,14.853,
2011-10,14.852,
2012-01,14.861,
2012-04,15.191,
2012-07,15.222,
2012-10,15.260,
2013-01,15.313,
2013-04,15.413,
2013-07,15.566,
2013-10,15.756,
2014-01,15.782,
2014-04,16.207,
2014-07,16.341,
