"",BBK01.OEAF06N,BBK01.OEAF06N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:41,
2002-01,29.759,
2002-04,29.997,
2002-07,30.807,
2002-10,30.261,
2003-01,30.121,
2003-04,30.199,
2003-07,31.190,
2003-10,32.876,
2004-01,32.499,
2004-04,31.668,
2004-07,32.765,
2004-10,32.902,
2005-01,32.847,
2005-04,34.588,
2005-07,33.237,
2005-10,32.263,
2006-01,30.976,
2006-04,31.110,
2006-07,31.284,
2006-10,31.545,
2007-01,31.285,
2007-04,31.754,
2007-07,31.691,
2007-10,31.767,
2008-01,32.143,
2008-04,32.577,
2008-07,32.542,
2008-10,32.997,
2009-01,32.981,
2009-04,33.680,
2009-07,33.942,
2009-10,34.052,
2010-01,33.955,
2010-04,33.671,
2010-07,34.162,
2010-10,34.867,
2011-01,34.572,
2011-04,34.772,
2011-07,35.167,
2011-10,34.509,
2012-01,34.406,
2012-04,34.182,
2012-07,34.231,
2012-10,34.012,
2013-01,34.014,
2013-04,34.174,
2013-07,34.102,
2013-10,34.468,
2014-01,34.880,
2014-04,35.045,
2014-07,35.126,
