"",BBFB1.Q.N.DE.S6.S1.S1.T.L.FA.O.F._Z._T._X.N,BBFB1.Q.N.DE.S6.S1.S1.T.L.FA.O.F._Z._T._X.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Other investment / Other Asian countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:47:12,
1991-01,-128.282,
1991-04,1036.949,
1991-07,-190.077,
1991-10,-1295.377,
1992-01,357.622,
1992-04,1000.800,
1992-07,-1558.856,
1992-10,-126.151,
1993-01,1732.908,
1993-04,-726.085,
1993-07,-716.138,
1993-10,610.901,
1994-01,-24.944,
1994-04,-107.301,
1994-07,2773.890,
1994-10,524.691,
1995-01,201.998,
1995-04,1090.094,
1995-07,3946.137,
1995-10,-173.753,
1996-01,3231.510,
1996-04,2576.358,
1996-07,370.499,
1996-10,-1270.678,
1997-01,1756.288,
1997-04,4126.611,
1997-07,-2891.019,
1997-10,2329.825,
1998-01,594.453,
1998-04,2468.977,
1998-07,-769.066,
1998-10,10160.250,
1999-01,-8800.931,
1999-04,7085.514,
1999-07,3086.413,
1999-10,10807.120,
2000-01,1041.971,
2000-04,3454.950,
2000-07,2034.387,
2000-10,-3999.978,
2001-01,6990.353,
2001-04,1284.073,
2001-07,-406.390,
2001-10,-6181.068,
2002-01,4339.716,
2002-04,-3649.403,
2002-07,-1738.502,
2002-10,-7402.867,
2003-01,46.264,
2003-04,-1218.489,
2003-07,-4424.075,
2003-10,-1291.629,
2004-01,-1323.990,
2004-04,-1887.004,
2004-07,308.984,
2004-10,1387.922,
2005-01,-3786.049,
2005-04,1439.077,
2005-07,4446.636,
2005-10,1989.071,
2006-01,-93.498,
2006-04,-3586.026,
2006-07,3469.595,
2006-10,6620.945,
2007-01,1337.131,
2007-04,5810.338,
2007-07,1026.170,
2007-10,15242.765,
2008-01,2613.394,
2008-04,7570.021,
2008-07,7443.898,
2008-10,-22468.350,
2009-01,7005.430,
2009-04,-14044.456,
2009-07,556.494,
2009-10,-2561.408,
2010-01,2642.229,
2010-04,3865.853,
2010-07,-1521.419,
2010-10,77.662,
2011-01,-4887.542,
2011-04,-2526.353,
2011-07,4421.658,
2011-10,15799.035,
2012-01,11098.235,
2012-04,16840.206,
2012-07,-657.327,
2012-10,-21428.337,
2013-01,-6208.154,
2013-04,-5096.379,
2013-07,-3912.207,
2013-10,-913.849,
2014-01,3207.241,Provisional value
2014-04,8585.841,Provisional value
2014-07,-928.665,Provisional value
2014-10,-2209.743,Provisional value
