"",BBK01.OEAH57R,BBK01.OEAH57R_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:51,
2002-01,11.686,
2002-04,11.538,
2002-07,11.607,
2002-10,11.919,
2003-01,11.871,
2003-04,11.733,
2003-07,11.762,
2003-10,11.934,
2004-01,11.892,
2004-04,11.778,
2004-07,11.784,
2004-10,11.900,
2005-01,12.688,
2005-04,12.560,
2005-07,12.547,
2005-10,12.728,
2006-01,12.686,
2006-04,12.710,
2006-07,12.719,
2006-10,12.821,
2007-01,12.894,
2007-04,12.908,
2007-07,13.036,
2007-10,13.291,
2008-01,13.211,
2008-04,13.233,
2008-07,13.272,
2008-10,13.843,
2009-01,13.842,
2009-04,13.833,
2009-07,13.832,
2009-10,14.131,
2010-01,14.110,
2010-04,14.214,
2010-07,14.254,
2010-10,14.492,
2011-01,14.462,
2011-04,14.520,
2011-07,14.558,
2011-10,14.855,
2012-01,14.865,
2012-04,14.966,
2012-07,15.106,
2012-10,15.259,
2013-01,15.258,
2013-04,15.277,
2013-07,15.332,
2013-10,15.531,
2014-01,15.591,
2014-04,15.666,
2014-07,15.874,
