"",BBK01.OELB04O,BBK01.OELB04O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:34:28,
2002-01,18.337,
2002-04,18.475,
2002-07,18.638,
2002-10,18.717,
2003-01,18.765,
2003-04,18.915,
2003-07,19.143,
2003-10,19.421,
2004-01,19.469,
2004-04,19.673,
2004-07,19.901,
2004-10,20.120,
2005-01,20.097,
2005-04,20.189,
2005-07,20.412,
2005-10,20.530,
2006-01,20.612,
2006-04,20.798,
2006-07,20.976,
2006-10,21.030,
2007-01,21.082,
2007-04,21.184,
2007-07,21.358,
2007-10,20.949,
2008-01,20.956,
2008-04,21.184,
2008-07,21.392,
2008-10,21.510,
2009-01,21.502,
2009-04,21.663,
2009-07,21.875,
2009-10,22.022,
2010-01,21.988,
2010-04,22.214,
2010-07,22.456,
2010-10,22.659,
2011-01,22.804,
2011-04,23.079,
2011-07,23.309,
2011-10,23.580,
2012-01,23.724,
2012-04,24.690,
2012-07,25.034,
2012-10,25.318,
2013-01,25.458,
2013-04,25.799,
2013-07,26.310,
2013-10,26.586,
2014-01,27.100,
2014-04,27.298,
2014-07,27.623,
