"",BBK01.TUE308,BBK01.TUE308_FLAGS
"",Money market fund shares (net) / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:13,
1997-09,254731,
1997-10,249443,
1997-11,252081,
1997-12,244281,
1998-01,245395,
1998-02,247115,
1998-03,246810,
1998-04,249436,
1998-05,252411,
1998-06,251128,
1998-07,249419,
1998-08,254140,
1998-09,250881,
1998-10,248808,
1998-11,249567,
1998-12,231142,
1999-01,252282,
1999-02,264526,
1999-03,256744,
1999-04,272413,
1999-05,272050,
1999-06,280376,
1999-07,275038,
1999-08,280850,
1999-09,280635,
1999-10,280152,
1999-11,283668,
1999-12,280003,
2000-01,294151,
2000-02,305295,
2000-03,303648,
2000-04,328465,
2000-05,326412,
2000-06,319304,
2000-07,316758,
2000-08,320410,
2000-09,310476,
2000-10,313535,
2000-11,319819,
2000-12,300047,
2001-01,327892,
2001-02,333333,
2001-03,343643,
2001-04,351352,
2001-05,360228,
2001-06,357312,
2001-07,366355,
2001-08,377608,
2001-09,381228,
2001-10,392320,
2001-11,400756,
2001-12,398048,
2002-01,416637,
2002-02,426952,
2002-03,431245,
2002-04,437459,
2002-05,442586,
2002-06,439061,
2002-07,450121,
2002-08,463382,
2002-09,460915,
2002-10,463140,
2002-11,477573,
2002-12,470998,
2003-01,535887,
2003-02,547815,
2003-03,556145,
2003-04,565720,
2003-05,572186,
2003-06,571328,
2003-07,585340,
2003-08,587647,
2003-09,577406,
2003-10,582307,
2003-11,585274,
2003-12,581564,
2004-01,591742,
2004-02,599221,
2004-03,602590,
2004-04,610939,
2004-05,608943,
2004-06,609180,
2004-07,613036,
2004-08,624081,
2004-09,609535,
2004-10,617085,
2004-11,613340,
2004-12,604885,
2005-01,616388,
2005-02,615372,
2005-03,614491,
2005-04,627793,
2005-05,634807,
2005-06,621323,
2005-07,635063,
2005-08,639723,
2005-09,631458,
2005-10,628953,
2005-11,629649,
2005-12,615785,
2006-01,608363,
2006-02,610171,
2006-03,603130,
2006-04,613114,
2006-05,621571,
2006-06,616500,
2006-07,627376,
2006-08,639707,
2006-09,645605,
2006-10,644698,
2006-11,636870,
2006-12,614726,
2007-01,641783,
2007-02,652033,
2007-03,666347,
2007-04,681937,
2007-05,702485,
2007-06,699017,
2007-07,712636,
2007-08,706154,
2007-09,682425,
2007-10,684212,
2007-11,696914,
2007-12,660570,
2008-01,737386,
2008-02,749776,
2008-03,742754,
2008-04,751474,
2008-05,756074,
2008-06,733309,
2008-07,743586,
2008-08,758203,
2008-09,731398,
2008-10,730131,
2008-11,740008,
2008-12,726293,
2009-01,760244,
2009-02,780255,
2009-03,781119,
2009-04,782101,
2009-05,771891,
2009-06,742259,
2009-07,758541,
2009-08,759952,
2009-09,741093,
2009-10,735477,
2009-11,722332,
2009-12,647498,
2010-01,652138,
2010-02,643970,
2010-03,628359,
2010-04,634402,
2010-05,630286,
2010-06,605703,
2010-07,596727,
2010-08,608196,
2010-09,589495,
2010-10,574326,
2010-11,586554,
2010-12,552509,
2011-01,570269,
2011-02,575689,
2011-03,568293,
2011-04,570303,
2011-05,566818,
2011-06,545990,
2011-07,538764,
2011-08,560563,
2011-09,549199,
2011-10,540816,
2011-11,547048,
2011-12,520427,
2012-01,510555,
2012-02,500877,
2012-03,511382,
2012-04,521014,
2012-05,533566,
2012-06,510107,
2012-07,508752,
2012-08,513192,
2012-09,492499,
2012-10,497322,
2012-11,495480,
2012-12,467889,
2013-01,459726,
2013-02,465922,
2013-03,459644,
2013-04,459142,
2013-05,455666,
2013-06,435952,
2013-07,434783,
2013-08,444384,
2013-09,417865,
2013-10,419092,
2013-11,417924,
2013-12,404762,
2014-01,422595,
2014-02,421797,
2014-03,404066,
2014-04,409346,
2014-05,405187,
2014-06,392216,
2014-07,409006,
2014-08,412651,
2014-09,414387,
2014-10,428902,
2014-11,434418,
2014-12,417119,
2015-01,438564,
