"",BBFN1.M.DE.N.1.L.W00200.S1P.H0.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.L.W00200.S1P.H0.T.N000.Z01.BGA.X001.D_FLAGS
"",Liabilities of enterprises vis-à-vis non-residents arising from trade credit / Total / Industrial countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:06:48,
1994-07,.,No value available
1994-08,.,No value available
1994-09,.,No value available
1994-10,.,No value available
1994-11,.,No value available
1994-12,.,No value available
1995-01,37.753,
1995-02,37.797,
1995-03,39.402,
1995-04,38.689,
1995-05,39.462,
1995-06,40.324,
1995-07,38.878,
1995-08,37.978,
1995-09,39.741,
1995-10,40.391,
1995-11,40.954,
1995-12,39.356,
1996-01,37.753,
1996-02,37.901,
1996-03,39.293,
1996-04,38.843,
1996-05,39.274,
1996-06,39.330,
1996-07,38.868,
1996-08,36.913,
1996-09,39.016,
1996-10,39.236,
1996-11,39.815,
1996-12,41.244,
1997-01,40.314,
1997-02,40.224,
1997-03,41.735,
1997-04,42.795,
1997-05,42.307,
1997-06,43.200,
1997-07,42.628,
1997-08,40.511,
1997-09,43.894,
1997-10,44.290,
1997-11,45.372,
1997-12,46.162,
1998-01,44.274,
1998-02,45.081,
1998-03,47.235,
1998-04,46.481,
1998-05,46.267,
1998-06,47.971,
1998-07,46.516,
1998-08,44.331,
1998-09,48.595,
1998-10,47.963,
1998-11,47.074,
1998-12,46.788,
1999-01,45.109,
1999-02,45.457,
1999-03,48.014,
1999-04,48.160,
1999-05,46.731,
1999-06,48.319,
1999-07,47.861,
1999-08,46.430,
1999-09,48.156,
1999-10,49.074,
1999-11,49.904,
1999-12,52.597,
2000-01,51.346,
2000-02,52.970,
2000-03,55.571,
2000-04,54.731,
2000-05,54.976,
2000-06,57.221,
2000-07,57.007,
2000-08,56.885,
2000-09,59.666,
2000-10,60.595,
2000-11,61.945,
2000-12,62.760,
2001-01,61.359,
2001-02,61.148,
2001-03,63.226,
2001-04,61.418,
2001-05,61.641,
2001-06,64.337,
2001-07,61.454,
2001-08,59.983,
2001-09,62.647,
2001-10,64.353,
2001-11,64.315,
2001-12,68.001,
2002-01,62.483,
2002-02,62.524,
2002-03,62.280,
2002-04,60.498,
2002-05,60.735,
2002-06,62.531,
2002-07,61.043,
2002-08,58.834,
2002-09,62.231,
2002-10,63.876,
2002-11,64.210,
2002-12,64.921,
2003-01,61.317,
2003-02,62.092,
2003-03,64.480,
2003-04,62.483,
2003-05,60.256,
2003-06,62.419,
2003-07,61.182,
2003-08,58.771,
2003-09,61.944,
2003-10,62.726,
2003-11,62.201,
2003-12,62.430,
2004-01,59.778,
2004-02,59.005,
2004-03,64.482,
2004-04,61.229,
2004-05,66.854,
2004-06,69.063,
2004-07,67.973,
2004-08,65.459,
2004-09,70.490,
2004-10,71.072,
2004-11,71.626,
2004-12,70.995,
2005-01,66.908,
2005-02,67.149,
2005-03,70.416,
2005-04,70.184,
2005-05,69.183,
2005-06,72.716,
2005-07,71.900,
2005-08,71.064,
2005-09,74.877,
2005-10,75.423,
2005-11,76.968,
2005-12,79.502,
2006-01,75.343,
2006-02,76.882,
2006-03,80.917,
2006-04,79.720,
2006-05,79.222,
2006-06,81.636,
2006-07,79.762,
2006-08,76.956,
2006-09,81.819,
2006-10,83.349,
2006-11,85.019,
2006-12,87.345,
2007-01,85.424,
2007-02,85.570,
2007-03,90.713,
2007-04,87.895,
2007-05,87.438,
2007-06,91.347,
2007-07,89.628,
2007-08,87.367,
2007-09,93.255,
2007-10,95.116,
2007-11,95.920,
2007-12,95.930,
2008-01,94.174,
2008-02,97.560,
2008-03,99.018,
2008-04,100.839,
2008-05,101.004,
2008-06,100.845,
2008-07,100.040,
2008-08,96.315,
2008-09,101.217,
2008-10,100.756,
2008-11,100.045,
2008-12,96.587,
2009-01,90.460,
2009-02,89.691,
2009-03,93.875,
2009-04,85.834,
2009-05,87.018,
2009-06,96.158,
2009-07,95.767,
2009-08,89.761,
2009-09,94.967,
2009-10,96.433,
2009-11,98.006,
2009-12,96.116,
2010-01,86.314,
2010-02,88.061,
2010-03,93.809,
2010-04,91.641,
2010-05,93.374,
2010-06,97.501,
2010-07,95.262,
2010-08,92.205,
2010-09,99.106,
2010-10,99.439,
2010-11,98.449,
2010-12,102.017,
2011-01,100.551,
2011-02,102.470,
2011-03,106.010,
2011-04,104.891,
2011-05,105.075,
2011-06,106.603,
2011-07,105.992,
2011-08,101.281,
2011-09,109.315,
2011-10,110.273,
2011-11,110.837,
2011-12,114.251,
2012-01,106.311,
2012-02,108.985,
2012-03,110.818,
2012-04,108.836,
2012-05,107.936,
2012-06,109.503,
2012-07,108.006,
2012-08,102.773,
2012-09,110.046,
2012-10,111.360,
2012-11,112.989,
2012-12,113.289,
2013-01,109.432,
2013-02,110.285,
2013-03,112.412,
2013-04,109.352,
2013-05,108.681,
2013-06,108.596,
2013-07,106.628,
2013-08,105.775,
2013-09,114.419,
2013-10,115.403,
2013-11,115.801,
2013-12,113.597,
2014-01,108.192,
2014-02,110.681,
2014-03,113.702,
2014-04,111.258,
2014-05,110.993,
2014-06,112.902,
2014-07,113.008,
2014-08,109.106,
2014-09,117.365,
2014-10,116.162,
2014-11,117.333,
2014-12,115.805,
"","General: Up to 1994, including the former Yugoslavia and South Africa; from May 2004, including Cyprus, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, the Slovak Republic and Slovenia; from January 2007, including Bulgaria and Romania.",
