"",BBK01.OUL374,BBK01.OUL374_FLAGS
"",Securities (excluding money market paper) issued by foreign enterprises and households / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:34,
1999-01,0.733,
1999-02,0.787,
1999-03,0.900,
1999-04,0.929,
1999-05,1.133,
1999-06,1.262,
1999-07,1.361,
1999-08,1.401,
1999-09,1.499,
1999-10,1.501,
1999-11,1.568,
1999-12,1.375,
2000-01,1.392,
2000-02,1.339,
2000-03,1.400,
2000-04,1.525,
2000-05,1.558,
2000-06,1.689,
2000-07,1.832,
2000-08,1.901,
2000-09,1.971,
2000-10,2.366,
2000-11,2.531,
2000-12,2.726,
2001-01,2.925,
2001-02,3.397,
2001-03,3.816,
2001-04,4.360,
2001-05,4.529,
2001-06,4.855,
2001-07,5.325,
2001-08,5.537,
2001-09,5.695,
2001-10,6.084,
2001-11,6.342,
2001-12,6.496,
2002-01,6.716,
2002-02,6.927,
2002-03,7.286,
2002-04,7.383,
2002-05,7.516,
2002-06,7.372,
2002-07,7.233,
2002-08,7.313,
2002-09,7.234,
2002-10,7.419,
2002-11,7.704,
2002-12,7.860,
2003-01,8.028,
2003-02,8.311,
2003-03,8.224,
2003-04,8.385,
2003-05,8.277,
2003-06,8.400,
2003-07,8.549,
2003-08,8.059,
2003-09,8.101,
2003-10,8.224,
2003-11,8.207,
2003-12,8.768,
2004-01,8.611,
2004-02,8.688,
2004-03,8.738,
2004-04,8.833,
2004-05,8.978,
2004-06,9.201,
2004-07,9.228,
2004-08,9.601,
2004-09,9.679,
2004-10,9.670,
2004-11,9.678,
2004-12,9.867,
2005-01,9.973,
2005-02,10.094,
2005-03,10.271,
2005-04,10.470,
2005-05,10.629,
2005-06,10.805,
2005-07,11.016,
2005-08,11.396,
2005-09,11.607,
2005-10,11.844,
2005-11,11.845,
2005-12,12.154,
2006-01,12.304,
2006-02,12.395,
2006-03,12.420,
2006-04,12.550,
2006-05,12.476,
2006-06,12.591,
2006-07,12.643,
2006-08,12.859,
2006-09,13.075,
2006-10,13.207,
2006-11,13.505,
2006-12,13.643,
2007-01,13.565,
2007-02,14.097,
2007-03,14.485,
2007-04,14.927,
2007-05,15.144,
2007-06,15.450,
2007-07,15.657,
2007-08,15.799,
2007-09,15.669,
2007-10,15.621,
2007-11,15.522,
2007-12,15.635,
2008-01,15.330,
2008-02,15.306,
2008-03,15.528,
2008-04,15.390,
2008-05,15.581,
2008-06,16.340,
2008-07,16.378,
2008-08,17.204,
2008-09,17.432,
2008-10,17.224,
2008-11,17.737,
2008-12,17.922,
2009-01,16.631,
2009-02,17.414,
2009-03,17.688,
2009-04,17.893,
2009-05,18.305,
2009-06,18.469,
2009-07,18.438,
2009-08,18.141,
2009-09,18.074,
2009-10,18.324,
2009-11,18.416,
2009-12,18.141,
2010-01,17.907,
2010-02,17.795,
2010-03,17.683,
2010-04,18.434,
2010-05,18.548,
2010-06,18.414,
2010-07,18.448,
2010-08,18.372,
2010-09,18.400,
2010-10,18.304,
2010-11,20.332,
2010-12,19.125,
2011-01,19.126,
2011-02,19.172,
2011-03,19.244,
2011-04,18.670,
2011-05,18.524,
2011-06,18.468,
2011-07,18.050,
2011-08,18.020,
2011-09,17.970,
2011-10,17.903,
2011-11,18.052,
2011-12,18.013,
2012-01,18.177,
2012-02,19.052,
2012-03,19.660,
2012-04,19.865,
2012-05,20.011,
2012-06,20.219,
2012-07,20.257,
2012-08,20.469,
2012-09,20.768,
2012-10,21.014,
2012-11,21.688,
2012-12,20.805,
2013-01,21.477,
2013-02,21.559,
2013-03,21.171,
2013-04,21.497,
2013-05,21.116,
2013-06,21.400,
2013-07,21.687,
2013-08,21.631,
2013-09,21.291,
2013-10,21.169,
2013-11,21.153,
2013-12,21.053,
2014-01,20.725,
2014-02,20.874,
2014-03,21.266,
2014-04,21.443,
2014-05,21.755,
2014-06,21.731,
2014-07,21.975,
2014-08,22.187,
2014-09,22.270,
2014-10,22.493,
2014-11,23.153,
2014-12,23.297,Provisional value
