"",BBK01.OUA284,BBK01.OUA284_FLAGS
"",Time deposits of resident households / for more than one year up to and including two years / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:01,
1999-01,1.749,
1999-02,1.763,
1999-03,1.725,
1999-04,1.712,
1999-05,1.685,
1999-06,1.847,
1999-07,1.887,
1999-08,1.900,
1999-09,1.934,
1999-10,2.047,
1999-11,2.124,
1999-12,2.220,
2000-01,2.307,
2000-02,2.430,
2000-03,2.527,
2000-04,2.960,
2000-05,3.041,
2000-06,2.784,
2000-07,2.967,
2000-08,3.089,
2000-09,3.259,
2000-10,3.807,
2000-11,4.370,
2000-12,4.727,
2001-01,5.036,
2001-02,5.149,
2001-03,5.262,
2001-04,5.329,
2001-05,5.384,
2001-06,5.456,
2001-07,5.511,
2001-08,5.624,
2001-09,5.697,
2001-10,5.847,
2001-11,5.945,
2001-12,5.897,
2002-01,5.837,
2002-02,5.747,
2002-03,5.629,
2002-04,5.618,
2002-05,5.649,
2002-06,5.662,
2002-07,5.758,
2002-08,5.790,
2002-09,5.787,
2002-10,5.843,
2002-11,5.920,
2002-12,5.985,
2003-01,5.919,
2003-02,5.909,
2003-03,5.944,
2003-04,5.890,
2003-05,5.882,
2003-06,5.855,
2003-07,5.777,
2003-08,5.709,
2003-09,5.660,
2003-10,5.695,
2003-11,5.808,
2003-12,5.782,
2004-01,5.758,
2004-02,5.672,
2004-03,5.549,
2004-04,5.348,
2004-05,5.318,
2004-06,5.174,
2004-07,5.095,
2004-08,5.011,
2004-09,4.950,
2004-10,5.014,
2004-11,5.075,
2004-12,5.106,
2005-01,5.028,
2005-02,4.985,
2005-03,4.648,
2005-04,4.578,
2005-05,4.581,
2005-06,4.641,
2005-07,4.618,
2005-08,4.601,
2005-09,4.570,
2005-10,4.624,
2005-11,4.674,
2005-12,4.729,
2006-01,4.746,
2006-02,4.780,
2006-03,4.826,
2006-04,4.839,
2006-05,4.902,
2006-06,5.016,
2006-07,5.066,
2006-08,5.230,
2006-09,5.382,
2006-10,5.617,
2006-11,5.701,
2006-12,5.913,
2007-01,6.006,
2007-02,6.170,
2007-03,6.462,
2007-04,6.633,
2007-05,6.825,
2007-06,7.123,
2007-07,7.497,
2007-08,7.885,
2007-09,8.225,
2007-10,9.286,
2007-11,10.666,
2007-12,12.656,
2008-01,14.251,
2008-02,14.887,
2008-03,15.075,
2008-04,15.479,
2008-05,15.599,
2008-06,15.946,
2008-07,16.954,
2008-08,17.700,
2008-09,18.272,
2008-10,18.974,
2008-11,19.938,
2008-12,20.200,
2009-01,19.604,
2009-02,19.216,
2009-03,19.238,
2009-04,19.007,
2009-05,19.034,
2009-06,19.042,
2009-07,18.937,
2009-08,18.334,
2009-09,18.114,
2009-10,18.168,
2009-11,17.667,
2009-12,17.728,
2010-01,16.547,
2010-02,16.245,
2010-03,15.657,
2010-04,15.268,
2010-05,14.736,
2010-06,14.474,
2010-07,13.993,
2010-08,13.639,
2010-09,13.581,
2010-10,13.710,
2010-11,13.974,
2010-12,13.887,
2011-01,13.828,
2011-02,13.934,
2011-03,13.825,
2011-04,13.898,
2011-05,13.943,
2011-06,13.943,
2011-07,14.263,
2011-08,14.525,
2011-09,14.739,
2011-10,15.328,
2011-11,15.906,
2011-12,16.696,
2012-01,16.976,
2012-02,17.465,
2012-03,17.690,
2012-04,17.653,
2012-05,17.664,
2012-06,17.438,
2012-07,17.153,
2012-08,16.822,
2012-09,16.417,
2012-10,15.947,
2012-11,15.696,
2012-12,15.398,
2013-01,15.568,
2013-02,15.158,
2013-03,14.842,
2013-04,14.520,
2013-05,14.358,
2013-06,13.776,
2013-07,13.029,
2013-08,12.652,
2013-09,12.414,
2013-10,12.131,
2013-11,12.314,
2013-12,12.342,
2014-01,12.033,
2014-02,11.848,
2014-03,11.633,
2014-04,11.396,
2014-05,11.182,
2014-06,11.292,
2014-07,11.272,
2014-08,11.284,
2014-09,11.362,
2014-10,11.197,
2014-11,10.647,
2014-12,10.310,Provisional value
