"",BBFB1.Q.N.DE.A1.S1.S1.T.A.FA.D.F._Z._T._X.N,BBFB1.Q.N.DE.A1.S1.S1.T.A.FA.D.F._Z._T._X.N_FLAGS
"",Financial account / Net domestic financial investment abroad / Direct investment / America,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:45:07,
1991-01,-675.447,
1991-04,794.194,
1991-07,740.695,
1991-10,1134.782,
1992-01,227.156,
1992-04,454.508,
1992-07,609.023,
1992-10,425.469,
1993-01,653.506,
1993-04,469.584,
1993-07,528.201,
1993-10,785.106,
1994-01,365.335,
1994-04,315.023,
1994-07,-448.056,
1994-10,1599.865,
1995-01,120.534,
1995-04,3873.251,
1995-07,783.157,
1995-10,1551.512,
1996-01,2723.316,
1996-04,2201.571,
1996-07,2893.414,
1996-10,6647.124,
1997-01,14624.626,
1997-04,-1472.928,
1997-07,521.349,
1997-10,-559.739,
1998-01,11908.728,
1998-04,-3251.419,
1998-07,6713.530,
1998-10,27069.825,
1999-01,11825.348,
1999-04,24662.687,
1999-07,-9037.029,
1999-10,5292.035,
2000-01,22152.795,
2000-04,11723.217,
2000-07,2536.804,
2000-10,5104.674,
2001-01,30841.168,
2001-04,36752.354,
2001-07,-7015.274,
2001-10,-7537.465,
2002-01,-5567.306,
2002-04,-10518.878,
2002-07,2829.943,
2002-10,-8687.220,
2003-01,7418.401,
2003-04,-6950.262,
2003-07,6080.515,
2003-10,-898.846,
2004-01,-3897.919,
2004-04,2785.052,
2004-07,4821.420,
2004-10,1562.626,
2005-01,4647.589,
2005-04,4525.130,
2005-07,-1410.147,
2005-10,-5920.841,
2006-01,5530.401,
2006-04,6762.231,
2006-07,3976.381,
2006-10,5263.083,
2007-01,-23.363,
2007-04,3439.927,
2007-07,1150.480,
2007-10,16516.545,
2008-01,-4507.060,
2008-04,4536.505,
2008-07,2177.229,
2008-10,-22374.672,
2009-01,5175.959,
2009-04,-1365.759,
2009-07,16.045,
2009-10,-4505.862,
2010-01,6933.723,
2010-04,5099.941,
2010-07,5020.896,
2010-10,-1409.501,
2011-01,2920.598,
2011-04,-427.711,
2011-07,1742.316,
2011-10,884.361,
2012-01,560.695,
2012-04,-4557.676,
2012-07,-4621.560,
2012-10,7085.051,
2013-01,-3129.753,
2013-04,10845.627,
2013-07,2779.718,
2013-10,-4998.581,
2014-01,-2008.833,Provisional value
2014-04,1142.087,Provisional value
2014-07,-1538.238,Provisional value
2014-10,4775.686,Provisional value
