"",BBK01.QUV707,BBK01.QUV707_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Uruguay / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:19,
2001-12,0.167,
2002-01,0.160,
2002-02,0.164,
2002-03,0.108,
2002-04,0.091,
2002-05,0.089,
2002-06,0.073,
2002-07,0.074,
2002-08,0.073,
2002-09,0.069,
2002-10,0.051,
2002-11,0.040,
2002-12,0.004,
2003-01,0.004,
2003-02,0.001,
2003-03,0.001,
2003-04,0.001,
2003-05,0.001,
2003-06,0.001,
2003-07,0.001,
2003-08,0.001,
2003-09,0.006,
2003-10,0.001,
2003-11,0.001,
2003-12,0.001,
2004-01,0.001,
2004-02,0.001,
2004-03,0.001,
2004-04,0.001,
2004-05,0.002,
2004-06,0.001,
2004-07,0.001,
2004-08,0.001,
2004-09,0.002,
2004-10,0.001,
2004-11,0.001,
2004-12,0.002,
2005-01,0.002,
2005-02,0.002,
2005-03,0.001,
2005-04,0.001,
2005-05,0.002,
2005-06,0.001,
2005-07,0.001,
2005-08,0.008,
2005-09,0.001,
2005-10,0.001,
2005-11,0.001,
2005-12,0.001,
2006-01,.,No value available
2006-02,0.001,
2006-03,.,No value available
2006-04,.,No value available
2006-05,.,No value available
2006-06,.,No value available
2006-07,.,No value available
2006-08,.,No value available
2006-09,0.000,
2006-10,.,No value available
2006-11,0.001,
2006-12,0.000,
2007-01,0.000,
2007-02,0.001,
2007-03,0.001,
2007-04,0.001,
2007-05,0.002,
2007-06,0.003,
2007-07,0.003,
2007-08,0.005,
2007-09,0.006,
2007-10,.,No value available
2007-11,0.016,
2007-12,0.011,
2008-01,.,No value available
2008-02,.,No value available
2008-03,0.040,
2008-04,0.048,
2008-05,.,No value available
2008-06,.,No value available
2008-07,0.083,
2008-08,0.080,
2008-09,0.086,
2008-10,0.094,
2008-11,0.085,
2008-12,0.076,
2009-01,0.061,
2009-02,.,No value available
2009-03,0.039,
2009-04,.,No value available
2009-05,.,No value available
2009-06,.,No value available
2009-07,.,No value available
2009-08,.,No value available
2009-09,0.061,
2009-10,0.055,
2009-11,0.047,
2009-12,0.073,
2010-01,0.062,
2010-02,.,No value available
2010-03,0.082,
2010-04,0.090,
2010-05,0.065,
2010-06,0.101,
2010-07,0.088,
2010-08,0.124,
2010-09,0.106,
2010-10,0.084,
2010-11,0.087,
2010-12,0.118,
2011-01,0.132,
2011-02,0.112,
2011-03,0.134,
2011-04,0.136,
2011-05,0.112,
2011-06,0.113,
2011-07,0.110,
2011-08,0.144,
2011-09,0.181,
2011-10,0.175,
2011-11,0.176,
2011-12,0.196,
2012-01,0.226,
2012-02,0.203,
2012-03,0.179,
2012-04,0.195,
2012-05,0.187,
2012-06,0.224,
2012-07,0.227,
2012-08,0.205,
2012-09,0.190,
2012-10,0.184,
2012-11,0.182,
2012-12,0.172,
2013-01,0.137,
2013-02,0.128,
2013-03,0.184,
2013-04,0.204,
2013-05,0.200,
2013-06,0.258,
2013-07,0.230,
2013-08,0.185,
2013-09,0.193,
2013-10,0.172,
2013-11,0.172,
2013-12,0.158,
2014-01,0.163,
2014-02,0.167,
2014-03,0.139,
2014-04,0.116,
2014-05,0.130,
2014-06,0.135,
2014-07,0.143,
2014-08,0.116,
2014-09,0.122,
2014-10,0.095,
2014-11,0.089,
2014-12,0.082,
