"",BBK01.OEAH64H,BBK01.OEAH64H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:06,
2002-01,15.664,
2002-04,15.935,
2002-07,16.040,
2002-10,15.917,
2003-01,15.591,
2003-04,15.233,
2003-07,14.894,
2003-10,14.943,
2004-01,14.904,
2004-04,14.445,
2004-07,14.374,
2004-10,14.380,
2005-01,14.095,
2005-04,13.885,
2005-07,13.526,
2005-10,13.678,
2006-01,14.140,
2006-04,14.790,
2006-07,15.401,
2006-10,16.267,
2007-01,17.589,
2007-04,18.581,
2007-07,19.724,
2007-10,21.029,
2008-01,21.873,
2008-04,22.679,
2008-07,23.863,
2008-10,24.570,
2009-01,22.548,
2009-04,19.713,
2009-07,17.224,
2009-10,16.336,
2010-01,15.535,
2010-04,14.872,
2010-07,14.429,
2010-10,14.454,
2011-01,14.801,
2011-04,15.534,
2011-07,15.724,
2011-10,15.845,
2012-01,15.340,
2012-04,14.690,
2012-07,13.638,
2012-10,12.515,
2013-01,11.322,
2013-04,10.305,
2013-07,9.763,
2013-10,9.448,
2014-01,8.944,
2014-04,8.526,
2014-07,8.046,
