"",BBK01.PQ1996,BBK01.PQ1996_FLAGS
"",Instalment credit to domestic employees and other individuals / Long-term / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:27:44,
1980-10,0.242,
1981-01,0.251,
1981-04,0.264,
1981-07,0.281,
1981-10,0.288,
1982-01,0.280,
1982-04,0.273,
1982-07,0.266,
1982-10,0.258,
1983-01,0.250,
1983-04,0.241,
1983-07,0.227,
1983-10,0.212,
1984-01,0.197,
1984-04,0.183,
1984-07,0.169,
1984-10,0.156,
1985-01,0.143,
1985-04,0.129,
1985-07,0.116,
1985-10,0.102,
1986-01,0.089,
1986-04,0.078,
1986-07,0.065,
1986-10,0.055,
1987-01,0.044,
1987-04,0.036,
1987-07,0.030,
1987-10,0.026,
1988-01,0.022,
1988-04,0.020,
1988-07,0.018,
1988-10,0.017,
1989-01,0.015,
1989-04,0.014,
1989-07,0.013,
1989-10,0.012,
1990-01,0.013,
1990-04,0.013,
1990-07,0.013,
1990-10,0.013,
1991-01,0.013,
1991-04,0.013,
1991-07,0.012,
1991-10,0.013,
1992-01,0.013,
1992-04,0.018,
1992-07,0.017,
1992-10,0.012,
1993-01,0.014,
1993-04,0.014,
1993-07,0.014,
1993-10,0.036,
1994-01,0.034,
1994-04,0.029,
1994-07,0.028,
1994-10,0.027,
1995-01,0.027,
1995-04,0.032,
1995-07,0.036,
1995-10,0.034,
1996-01,0.043,
1996-04,0.054,
1996-07,0.049,
1996-10,0.206,
1997-01,0.075,
1997-04,0.072,
1997-07,0.074,
1997-10,0.243,
1998-01,0.240,
1998-04,0.206,
1998-07,0.211,
1998-10,0.212,
1999-01,0.026,
1999-04,0.023,
1999-07,0.036,
1999-10,0.032,
2000-01,0.032,
2000-04,0.027,
2000-07,0.019,
2000-10,0.024,
2001-01,0.015,
2001-04,0.018,
2001-07,0.015,
2001-10,0.017,
2002-01,0.010,
2002-04,0.004,
2002-07,0.014,
2002-10,0.017,
2003-01,0.062,
2003-04,0.065,
2003-07,0.051,
2003-10,0.092,
2004-01,0.117,
2004-04,0.092,
2004-07,0.086,
2004-10,0.082,
2005-01,0.131,
2005-04,0.118,
2005-07,0.114,
2005-10,0.100,
2006-01,0.097,
2006-04,0.035,
2006-07,0.036,
2006-10,0.033,
2007-01,0.030,
2007-04,0.031,
2007-07,0.029,
2007-10,0.025,
2008-01,0.028,
2008-04,0.026,
2008-07,0.022,
2008-10,0.024,
2009-01,0.020,
2009-04,0.021,
2009-07,0.021,
2009-10,0.020,
2010-01,0.018,
2010-04,0.033,
2010-07,0.020,
2010-10,0.044,
2011-01,0.041,
2011-04,0.037,
2011-07,0.037,
2011-10,0.009,
2012-01,0.054,
2012-04,0.054,
2012-07,0.051,
2012-10,0.050,
2013-01,0.051,
2013-04,0.050,
2013-07,0.047,
2013-10,0.048,
2014-01,0.046,
2014-04,0.011,
2014-07,0.012,
2014-10,0.063,
