"",BBK01.OEBB08N,BBK01.OEBB08N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:39,
2002-01,91.524,
2002-04,92.841,
2002-07,92.947,
2002-10,91.681,
2003-01,90.311,
2003-04,91.055,
2003-07,91.535,
2003-10,91.700,
2004-01,91.043,
2004-04,92.267,
2004-07,93.862,
2004-10,58.146,
2005-01,67.395,
2005-04,68.500,
2005-07,68.172,
2005-10,67.852,
2006-01,67.562,
2006-04,67.921,
2006-07,68.065,
2006-10,68.076,
2007-01,68.105,
2007-04,68.660,
2007-07,68.300,
2007-10,69.126,
2008-01,69.656,
2008-04,73.171,
2008-07,75.307,
2008-10,75.184,
2009-01,74.746,
2009-04,77.983,
2009-07,78.397,
2009-10,78.109,
2010-01,78.313,
2010-04,77.624,
2010-07,77.560,
2010-10,78.268,
2011-01,78.294,
2011-04,77.982,
2011-07,78.025,
2011-10,77.988,
2012-01,77.768,
2012-04,78.061,
2012-07,78.686,
2012-10,79.804,
2013-01,80.123,
2013-04,80.203,
2013-07,81.032,
2013-10,81.066,
2014-01,81.750,
2014-04,81.489,
2014-07,81.891,
