"",BBK01.SU1614,BBK01.SU1614_FLAGS
"",Capital disbured / Allocations / Loans under savings and lo an cotracts / of which: Applied to settlement of interim an d bridging loans / Public building and loan associations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:44:45,
1973-12,0.175,
1974-01,0.162,
1974-02,0.275,
1974-03,0.250,
1974-04,0.334,
1974-05,0.250,
1974-06,0.179,
1974-07,0.145,
1974-08,0.350,
1974-09,0.256,
1974-10,0.283,
1974-11,0.256,
1974-12,0.224,
1975-01,0.117,
1975-02,0.259,
1975-03,0.206,
1975-04,0.245,
1975-05,0.224,
1975-06,0.198,
1975-07,0.191,
1975-08,0.261,
1975-09,0.269,
1975-10,0.244,
1975-11,0.222,
1975-12,0.218,
1976-01,0.125,
1976-02,0.273,
1976-03,0.267,
1976-04,0.208,
1976-05,0.219,
1976-06,0.185,
1976-07,0.121,
1976-08,0.270,
1976-09,0.215,
1976-10,0.258,
1976-11,0.248,
1976-12,0.202,
1977-01,0.127,
1977-02,0.246,
1977-03,0.220,
1977-04,0.254,
1977-05,0.231,
1977-06,0.184,
1977-07,0.133,
1977-08,0.254,
1977-09,0.228,
1977-10,0.289,
1977-11,0.255,
1977-12,0.247,
1978-01,0.153,
1978-02,0.295,
1978-03,0.223,
1978-04,0.273,
1978-05,0.258,
1978-06,0.207,
1978-07,0.177,
1978-08,0.327,
1978-09,0.238,
1978-10,0.316,
1978-11,0.309,
1978-12,0.259,
1979-01,0.188,
1979-02,0.326,
1979-03,0.221,
1979-04,0.278,
1979-05,0.255,
1979-06,0.208,
1979-07,0.157,
1979-08,0.316,
1979-09,0.247,
1979-10,0.334,
1979-11,0.285,
1979-12,0.229,
1980-01,0.154,
1980-02,0.281,
1980-03,0.256,
1980-04,0.298,
1980-05,0.268,
1980-06,0.230,
1980-07,0.216,
1980-08,0.287,
1980-09,0.296,
1980-10,0.357,
1980-11,0.307,
1980-12,0.306,
1981-01,0.182,
1981-02,0.225,
1981-03,0.350,
1981-04,0.169,
1981-05,0.362,
1981-06,0.230,
1981-07,0.187,
1981-08,0.234,
1981-09,0.386,
1981-10,0.264,
1981-11,0.449,
1981-12,0.334,
1982-01,0.149,
1982-02,0.220,
1982-03,0.354,
1982-04,0.201,
1982-05,0.403,
1982-06,0.276,
1982-07,0.201,
1982-08,0.221,
1982-09,0.288,
1982-10,0.200,
1982-11,0.399,
1982-12,0.292,
1983-01,0.197,
1983-02,0.221,
1983-03,0.420,
1983-04,0.185,
1983-05,0.391,
1983-06,0.272,
1983-07,0.146,
1983-08,0.258,
1983-09,0.366,
1983-10,0.231,
1983-11,0.326,
1983-12,0.309,
1984-01,0.271,
1984-02,0.250,
1984-03,0.384,
1984-04,0.298,
1984-05,0.286,
1984-06,0.276,
1984-07,0.175,
1984-08,0.273,
1984-09,0.536,
1984-10,0.223,
1984-11,0.324,
1984-12,0.272,
1985-01,0.176,
1985-02,0.230,
1985-03,0.340,
1985-04,0.162,
1985-05,0.401,
1985-06,0.265,
1985-07,0.176,
1985-08,0.240,
1985-09,0.317,
1985-10,0.183,
1985-11,0.396,
1985-12,0.284,
1986-01,0.280,
1986-02,0.246,
1986-03,0.319,
1986-04,0.207,
1986-05,0.345,
1986-06,0.271,
1986-07,0.337,
1986-08,0.269,
1986-09,0.324,
1986-10,0.240,
1986-11,0.334,
1986-12,0.279,
1987-01,0.280,
1987-02,0.281,
1987-03,0.427,
1987-04,0.234,
1987-05,0.274,
1987-06,0.329,
1987-07,0.221,
1987-08,0.248,
1987-09,0.300,
1987-10,0.239,
1987-11,0.277,
1987-12,0.280,
1988-01,0.256,
1988-02,0.242,
1988-03,0.332,
1988-04,0.268,
1988-05,0.239,
1988-06,0.295,
1988-07,0.213,
1988-08,0.232,
1988-09,0.322,
1988-10,0.231,
1988-11,0.229,
1988-12,0.285,
1989-01,0.160,
1989-02,0.188,
1989-03,0.208,
1989-04,0.223,
1989-05,0.200,
1989-06,0.248,
1989-07,0.147,
1989-08,0.203,
1989-09,0.200,
1989-10,0.183,
1989-11,0.206,
1989-12,0.238,
1990-01,0.173,
1990-02,0.189,
1990-03,0.195,
1990-04,0.193,
1990-05,0.186,
1990-06,0.202,
1990-07,0.206,
1990-08,0.188,
1990-09,0.188,
1990-10,0.243,
1990-11,0.213,
1990-12,0.211,
1991-01,0.192,
1991-02,0.169,
1991-03,0.185,
1991-04,0.213,
1991-05,0.201,
1991-06,0.194,
1991-07,0.216,
1991-08,0.216,
1991-09,0.207,
1991-10,0.262,
1991-11,0.194,
1991-12,0.208,
1992-01,0.229,
1992-02,0.201,
1992-03,0.157,
1992-04,0.234,
1992-05,0.178,
1992-06,0.190,
1992-07,0.196,
