"",BBK01.OEAH16V,BBK01.OEAH16V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:51,
2002-01,16.014,
2002-04,16.684,
2002-07,17.085,
2002-10,18.082,
2003-01,17.279,
2003-04,17.481,
2003-07,17.563,
2003-10,18.841,
2004-01,18.802,
2004-04,19.251,
2004-07,19.770,
2004-10,19.443,
2005-01,19.573,
2005-04,20.131,
2005-07,22.132,
2005-10,21.370,
2006-01,20.782,
2006-04,20.934,
2006-07,21.064,
2006-10,21.910,
2007-01,21.586,
2007-04,21.936,
2007-07,22.089,
2007-10,22.849,
2008-01,22.763,
2008-04,22.523,
2008-07,23.702,
2008-10,24.743,
2009-01,28.204,
2009-04,29.655,
2009-07,31.004,
2009-10,30.851,
2010-01,31.194,
2010-04,31.473,
2010-07,32.133,
2010-10,32.758,
2011-01,31.937,
2011-04,31.938,
2011-07,32.359,
2011-10,33.577,
2012-01,33.761,
2012-04,33.798,
2012-07,33.384,
2012-10,34.609,
2013-01,34.404,
2013-04,35.792,
2013-07,36.322,
2013-10,37.057,
2014-01,37.403,
2014-04,38.388,
2014-07,39.256,
