"",BBK01.OUP049,BBK01.OUP049_FLAGS
"",Deposits and borrowing from other domestic households / Time deposits / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:50,
1985-12,0.087,
1986-01,0.092,
1986-02,0.091,
1986-03,0.089,
1986-04,0.089,
1986-05,0.096,
1986-06,0.099,
1986-07,0.102,
1986-08,0.104,
1986-09,0.104,
1986-10,0.111,
1986-11,0.104,
1986-12,0.103,
1987-01,0.101,
1987-02,0.119,
1987-03,0.119,
1987-04,0.114,
1987-05,0.106,
1987-06,0.108,
1987-07,0.115,
1987-08,0.111,
1987-09,0.108,
1987-10,0.112,
1987-11,0.114,
1987-12,0.127,
1988-01,0.124,
1988-02,0.115,
1988-03,0.110,
1988-04,0.109,
1988-05,0.107,
1988-06,0.107,
1988-07,0.124,
1988-08,0.145,
1988-09,0.140,
1988-10,0.139,
1988-11,0.134,
1988-12,0.143,
1989-01,0.139,
1989-02,0.139,
1989-03,0.161,
1989-04,0.152,
1989-05,0.154,
1989-06,0.152,
1989-07,0.157,
1989-08,0.170,
1989-09,0.176,
1989-10,0.188,
1989-11,0.199,
1989-12,0.205,
1990-01,0.303,
1990-02,0.303,
1990-03,0.283,
1990-04,0.297,
1990-05,0.303,
1990-06,0.310,
1990-07,0.300,
1990-08,0.304,
1990-09,0.298,
1990-10,0.309,
1990-11,0.316,
1990-12,0.332,
1991-01,0.355,
1991-02,0.328,
1991-03,0.332,
1991-04,0.340,
1991-05,0.343,
1991-06,0.344,
1991-07,0.367,
1991-08,0.372,
1991-09,0.354,
1991-10,0.367,
1991-11,0.371,
1991-12,0.395,
1992-01,0.386,
1992-02,0.391,
1992-03,0.391,
1992-04,0.398,
1992-05,0.399,
1992-06,0.400,
1992-07,0.399,
1992-08,0.401,
1992-09,0.408,
1992-10,0.420,
1992-11,0.398,
1992-12,0.547,
1993-01,0.549,
1993-02,0.508,
1993-03,0.497,
1993-04,0.511,
1993-05,0.512,
1993-06,0.503,
1993-07,0.522,
1993-08,0.526,
1993-09,0.526,
1993-10,0.533,
1993-11,0.570,
1993-12,0.556,
1994-01,0.559,
1994-02,0.548,
1994-03,0.555,
1994-04,0.549,
1994-05,0.533,
1994-06,0.526,
1994-07,0.559,
1994-08,0.547,
1994-09,0.520,
1994-10,0.494,
1994-11,0.470,
1994-12,0.446,
1995-01,0.472,
1995-02,0.436,
1995-03,0.438,
1995-04,0.427,
1995-05,0.415,
1995-06,0.416,
1995-07,0.415,
1995-08,0.412,
1995-09,0.397,
1995-10,0.395,
1995-11,0.373,
1995-12,0.377,
1996-01,0.377,
1996-02,0.371,
1996-03,0.360,
1996-04,0.358,
1996-05,0.341,
1996-06,0.322,
1996-07,0.332,
1996-08,0.338,
1996-09,0.325,
1996-10,0.325,
1996-11,0.319,
1996-12,0.331,
1997-01,0.331,
1997-02,0.306,
1997-03,0.328,
1997-04,0.330,
1997-05,0.332,
1997-06,0.329,
1997-07,0.314,
1997-08,0.322,
1997-09,0.322,
1997-10,0.307,
1997-11,0.321,
1997-12,0.324,
1998-01,0.327,
1998-02,0.334,
1998-03,0.329,
1998-04,0.310,
1998-05,0.305,
1998-06,0.305,
1998-07,0.321,
1998-08,0.328,
1998-09,0.338,
1998-10,0.374,
1998-11,0.394,
1998-12,0.445,
1999-01,0.518,
1999-02,0.565,
1999-03,0.558,
1999-04,0.531,
1999-05,0.454,
1999-06,0.426,
1999-07,0.414,
1999-08,0.405,
1999-09,0.396,
1999-10,0.414,
1999-11,0.437,
1999-12,0.467,
2000-01,0.471,
2000-02,0.425,
2000-03,0.405,
2000-04,0.428,
2000-05,0.439,
2000-06,0.461,
2000-07,0.481,
2000-08,0.502,
2000-09,0.527,
2000-10,0.551,
2000-11,0.587,
2000-12,0.616,
2001-01,0.627,
2001-02,0.649,
2001-03,0.749,
2001-04,0.760,
2001-05,0.772,
2001-06,0.775,
2001-07,0.796,
2001-08,0.809,
2001-09,0.821,
2001-10,0.822,
2001-11,0.800,
