"",BBK01.OEAH25O,BBK01.OEAH25O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:57,
2002-01,4.551,
2002-04,3.750,
2002-07,3.343,
2002-10,1.008,
2003-01,-0.368,
2003-04,-0.874,
2003-07,-1.642,
2003-10,-3.352,
2004-01,-4.580,
2004-04,-5.168,
2004-07,-5.389,
2004-10,-5.730,
2005-01,31.360,
2005-04,31.068,
2005-07,30.722,
2005-10,30.998,
2006-01,30.683,
2006-04,30.376,
2006-07,29.823,
2006-10,29.601,
2007-01,28.669,
2007-04,27.825,
2007-07,26.971,
2007-10,26.358,
2008-01,25.601,
2008-04,24.864,
2008-07,23.772,
2008-10,23.763,
2009-01,24.301,
2009-04,25.462,
2009-07,26.664,
2009-10,27.828,
2010-01,28.601,
2010-04,28.802,
2010-07,28.981,
2010-10,29.414,
2011-01,29.508,
2011-04,29.351,
2011-07,29.083,
2011-10,29.159,
2012-01,29.121,
2012-04,28.805,
2012-07,28.538,
2012-10,28.473,
2013-01,28.168,
2013-04,27.920,
2013-07,27.704,
2013-10,27.876,
2014-01,27.800,
2014-04,27.567,
2014-07,27.507,
