"",BBK01.TVD409,BBK01.TVD409_FLAGS
"",Lending to banks (MFIS) in the euro area / in other member states / Securities issued by banks / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:46,
1980-01,0,
1980-02,47,
1980-03,84,
1980-04,41,
1980-05,1,
1980-06,2,
1980-07,60,
1980-08,4,
1980-09,17,
1980-10,80,
1980-11,22,
1980-12,0,
1981-01,14,
1981-02,63,
1981-03,8,
1981-04,53,
1981-05,41,
1981-06,95,
1981-07,54,
1981-08,7,
1981-09,27,
1981-10,10,
1981-11,-10,
1981-12,44,
1982-01,-3,
1982-02,12,
1982-03,56,
1982-04,9,
1982-05,-5,
1982-06,51,
1982-07,-67,
1982-08,-3,
1982-09,9,
1982-10,54,
1982-11,10,
1982-12,-141,
1983-01,-14,
1983-02,23,
1983-03,25,
1983-04,19,
1983-05,-18,
1983-06,31,
1983-07,-17,
1983-08,0,
1983-09,-13,
1983-10,112,
1983-11,17,
1983-12,-42,
1984-01,16,
1984-02,-48,
1984-03,-2,
1984-04,41,
1984-05,36,
1984-06,48,
1984-07,78,
1984-08,13,
1984-09,-48,
1984-10,32,
1984-11,-21,
1984-12,11,
1985-01,108,
1985-02,131,
1985-03,-21,
1985-04,80,
1985-05,-3,
1985-06,17,
1985-07,40,
1985-08,36,
1985-09,35,
1985-10,86,
1985-11,137,
1985-12,-66,
1986-01,52,
1986-02,25,
1986-03,9,
1986-04,63,
1986-05,244,
1986-06,131,
1986-07,12,
1986-08,-117,
1986-09,37,
1986-10,427,
1986-11,-83,
1986-12,351,
1987-01,-112,
1987-02,87,
1987-03,82,
1987-04,-42,
1987-05,68,
1987-06,86,
1987-07,53,
1987-08,36,
1987-09,40,
1987-10,-25,
1987-11,-91,
1987-12,44,
1988-01,-196,
1988-02,8,
1988-03,166,
1988-04,-18,
1988-05,87,
1988-06,123,
1988-07,115,
1988-08,21,
1988-09,25,
1988-10,249,
1988-11,181,
1988-12,-42,
1989-01,233,
1989-02,126,
1989-03,94,
1989-04,70,
