"",BBK01.OELB04N,BBK01.OELB04N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:18,
2002-01,57.192,
2002-04,58.023,
2002-07,58.847,
2002-10,60.029,
2003-01,60.473,
2003-04,61.452,
2003-07,62.456,
2003-10,63.725,
2004-01,64.518,
2004-04,65.457,
2004-07,66.299,
2004-10,67.648,
2005-01,68.033,
2005-04,68.766,
2005-07,69.585,
2005-10,70.845,
2006-01,71.426,
2006-04,72.232,
2006-07,72.806,
2006-10,73.510,
2007-01,73.890,
2007-04,74.462,
2007-07,75.318,
2007-10,75.959,
2008-01,76.510,
2008-04,77.636,
2008-07,78.550,
2008-10,79.202,
2009-01,79.683,
2009-04,80.550,
2009-07,81.684,
2009-10,82.772,
2010-01,83.479,
2010-04,84.876,
2010-07,86.117,
2010-10,87.592,
2011-01,88.306,
2011-04,89.069,
2011-07,90.191,
2011-10,91.438,
2012-01,92.153,
2012-04,76.281,
2012-07,77.284,
2012-10,78.425,
2013-01,78.883,
2013-04,79.839,
2013-07,81.272,
2013-10,82.331,
2014-01,83.194,
2014-04,84.262,
2014-07,85.271,
