"",BBK01.OEAH66H,BBK01.OEAH66H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:07,
2002-01,11.344,
2002-04,11.577,
2002-07,11.669,
2002-10,11.611,
2003-01,11.472,
2003-04,11.387,
2003-07,11.209,
2003-10,11.397,
2004-01,11.560,
2004-04,11.419,
2004-07,11.513,
2004-10,11.574,
2005-01,11.342,
2005-04,11.099,
2005-07,10.729,
2005-10,10.546,
2006-01,10.295,
2006-04,10.288,
2006-07,10.152,
2006-10,9.763,
2007-01,9.502,
2007-04,9.296,
2007-07,9.214,
2007-10,8.928,
2008-01,8.580,
2008-04,8.322,
2008-07,8.206,
2008-10,8.122,
2009-01,8.061,
2009-04,8.099,
2009-07,8.346,
2009-10,9.266,
2010-01,9.657,
2010-04,9.774,
2010-07,9.764,
2010-10,9.738,
2011-01,9.872,
2011-04,10.273,
2011-07,10.344,
2011-10,10.098,
2012-01,9.838,
2012-04,9.610,
2012-07,9.210,
2012-10,8.527,
2013-01,7.946,
2013-04,7.499,
2013-07,7.229,
2013-10,6.986,
2014-01,6.585,
2014-04,6.166,
2014-07,5.725,
