"",BBDE1.M.DE.Y.AEB1.N2C210000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C210000.F.V.I10.A_FLAGS
"",Orders received from the domestic market / At current prices / Germany / 21 Manufacture of basic pharmaceutical products and pharmaceutical preparations / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:44,
1991-01,100.9,
1991-02,93.5,
1991-03,89.6,
1991-04,91.1,
1991-05,94.3,
1991-06,94.6,
1991-07,97.0,
1991-08,90.2,
1991-09,93.5,
1991-10,106.2,
1991-11,98.1,
1991-12,95.5,
1992-01,110.0,
1992-02,100.5,
1992-03,96.2,
1992-04,100.6,
1992-05,97.0,
1992-06,103.3,
1992-07,99.7,
1992-08,98.1,
1992-09,100.1,
1992-10,100.6,
1992-11,96.9,
1992-12,105.3,
1993-01,98.2,
1993-02,78.8,
1993-03,90.9,
1993-04,89.5,
1993-05,88.9,
1993-06,90.9,
1993-07,93.2,
1993-08,89.8,
1993-09,91.9,
1993-10,92.3,
1993-11,97.3,
1993-12,98.7,
1994-01,93.4,
1994-02,91.3,
1994-03,95.7,
1994-04,93.7,
1994-05,95.2,
1994-06,95.1,
1994-07,95.6,
1994-08,95.9,
1994-09,96.4,
1994-10,96.7,
1994-11,98.2,
1994-12,94.2,
1995-01,101.0,
1995-02,98.6,
1995-03,101.7,
1995-04,102.5,
1995-05,103.7,
1995-06,99.9,
1995-07,99.2,
1995-08,100.7,
1995-09,99.1,
1995-10,100.2,
1995-11,98.5,
1995-12,100.5,
1996-01,108.3,
1996-02,101.4,
1996-03,98.4,
1996-04,97.2,
1996-05,104.1,
1996-06,99.9,
1996-07,98.5,
1996-08,102.0,
1996-09,103.5,
1996-10,100.0,
1996-11,94.1,
1996-12,100.6,
1997-01,98.9,
1997-02,102.3,
1997-03,97.9,
1997-04,95.7,
1997-05,108.3,
1997-06,105.3,
1997-07,94.1,
1997-08,92.3,
1997-09,95.6,
1997-10,98.5,
1997-11,95.9,
1997-12,102.8,
1998-01,103.2,
1998-02,97.6,
1998-03,102.2,
1998-04,97.5,
1998-05,97.0,
1998-06,100.6,
1998-07,97.9,
1998-08,96.7,
1998-09,96.2,
1998-10,96.3,
1998-11,97.8,
1998-12,100.3,
1999-01,100.6,
1999-02,98.5,
1999-03,100.9,
1999-04,96.5,
1999-05,95.2,
1999-06,96.4,
1999-07,94.0,
1999-08,95.9,
1999-09,98.1,
1999-10,96.5,
1999-11,102.8,
1999-12,92.9,
2000-01,90.1,
2000-02,88.8,
2000-03,90.6,
2000-04,92.8,
2000-05,94.7,
2000-06,93.4,
2000-07,93.8,
2000-08,95.9,
2000-09,98.8,
2000-10,92.6,
2000-11,94.7,
2000-12,97.7,
2001-01,97.6,
2001-02,98.0,
2001-03,94.6,
2001-04,98.7,
2001-05,101.7,
2001-06,101.1,
2001-07,99.7,
2001-08,95.7,
2001-09,96.4,
