"",BBDE1.M.DE.Y.AEB1.N2C210000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C210000.F.V.I10.A_FLAGS
2001-10,93.4,
2001-11,96.4,
2001-12,98.6,
2002-01,101.0,
2002-02,97.5,
2002-03,103.2,
2002-04,103.6,
2002-05,99.8,
2002-06,99.8,
2002-07,100.3,
2002-08,103.8,
2002-09,99.5,
2002-10,106.4,
2002-11,97.1,
2002-12,91.8,
2003-01,92.0,
2003-02,93.3,
2003-03,93.2,
2003-04,94.1,
2003-05,95.8,
2003-06,96.8,
2003-07,97.1,
2003-08,96.7,
2003-09,96.7,
2003-10,100.6,
2003-11,96.9,
2003-12,106.5,
2004-01,93.3,
2004-02,92.7,
2004-03,96.4,
2004-04,97.8,
2004-05,94.6,
2004-06,95.8,
2004-07,101.3,
2004-08,99.3,
2004-09,97.7,
2004-10,101.0,
2004-11,100.7,
2004-12,98.7,
2005-01,106.4,
2005-02,111.9,
2005-03,116.6,
2005-04,108.9,
2005-05,113.3,
2005-06,114.6,
2005-07,118.2,
2005-08,114.2,
2005-09,115.6,
2005-10,118.7,
2005-11,117.2,
2005-12,114.4,
2006-01,113.4,
2006-02,119.4,
2006-03,110.0,
2006-04,116.6,
2006-05,112.2,
2006-06,105.5,
2006-07,115.3,
2006-08,110.7,
2006-09,113.2,
2006-10,118.0,
2006-11,117.7,
2006-12,118.3,
2007-01,114.3,
2007-02,121.4,
2007-03,120.4,
2007-04,121.8,
2007-05,121.5,
2007-06,121.5,
2007-07,121.2,
2007-08,123.3,
2007-09,123.0,
2007-10,122.7,
2007-11,125.2,
2007-12,117.7,
2008-01,126.9,
2008-02,124.5,
2008-03,123.0,
2008-04,120.5,
2008-05,121.4,
2008-06,122.9,
2008-07,122.1,
2008-08,132.4,
2008-09,124.7,
2008-10,121.4,
2008-11,117.0,
2008-12,116.9,
2009-01,108.4,
2009-02,99.4,
2009-03,100.3,
2009-04,99.7,
2009-05,102.3,
2009-06,96.2,
2009-07,100.7,
2009-08,102.0,
2009-09,100.2,
2009-10,96.7,
2009-11,100.9,
2009-12,103.4,
2010-01,109.2,
2010-02,96.2,
2010-03,101.9,
2010-04,100.0,
2010-05,99.6,
2010-06,102.5,
2010-07,102.1,
2010-08,100.9,
2010-09,100.4,
2010-10,92.2,
2010-11,94.8,
2010-12,96.1,
2011-01,93.6,
2011-02,93.5,
2011-03,94.0,
2011-04,93.9,
2011-05,94.7,
2011-06,96.4,
2011-07,95.1,
2011-08,95.6,
2011-09,103.4,
2011-10,94.9,
2011-11,97.1,
2011-12,96.0,
2012-01,90.4,
2012-02,92.0,
2012-03,93.9,
2012-04,90.8,
2012-05,91.5,
2012-06,91.4,
2012-07,90.9,
2012-08,90.4,
2012-09,88.9,
2012-10,91.1,
2012-11,89.6,
2012-12,87.4,
2013-01,89.2,
2013-02,93.5,
2013-03,92.5,
2013-04,92.8,
2013-05,93.4,
2013-06,91.3,
2013-07,90.4,
2013-08,91.7,
2013-09,93.1,
2013-10,92.2,
2013-11,95.8,
2013-12,92.0,
2014-01,104.7,
2014-02,97.8,
2014-03,101.1,
2014-04,94.7,
2014-05,95.9,
2014-06,94.8,
2014-07,100.9,
2014-08,94.4,
2014-09,97.4,
2014-10,97.2,
2014-11,95.1,
2014-12,99.7,Provisional value
