"",BBK01.PC3683,BBK01.PC3683_FLAGS
"","Debit balances on wage, salary and pension accounts / Foreign banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:27:55,
1985-10,0.275,
1986-01,0.288,
1986-04,0.345,
1986-07,0.379,
1986-10,0.388,
1987-01,0.413,
1987-04,0.415,
1987-07,0.429,
1987-10,0.415,
1988-01,0.415,
1988-04,0.415,
1988-07,0.424,
1988-10,0.407,
1989-01,0.422,
1989-04,0.438,
1989-07,0.455,
1989-10,0.452,
1990-01,0.493,
1990-04,0.498,
1990-07,0.515,
1990-10,0.518,
1991-01,0.544,
1991-04,0.545,
1991-07,0.605,
1991-10,0.620,
1992-01,0.648,
1992-04,0.650,
1992-07,0.656,
1992-10,0.834,
1993-01,0.846,
1993-04,0.845,
1993-07,0.862,
1993-10,0.805,
1994-01,0.831,
1994-04,0.820,
1994-07,0.839,
1994-10,0.809,
1995-01,0.862,
1995-04,0.872,
1995-07,0.915,
1995-10,0.880,
1996-01,0.890,
1996-04,0.911,
1996-07,0.980,
1996-10,0.961,
1997-01,0.976,
1997-04,1.007,
1997-07,1.058,
1997-10,1.037,
1998-01,1.013,
1998-04,1.040,
1998-07,1.124,
1998-10,1.111,
1999-01,1.078,
1999-04,1.067,
1999-07,1.157,
1999-10,1.131,
2000-01,1.200,
2000-04,1.224,
2000-07,1.269,
2000-10,1.224,
2001-01,1.204,
2001-04,1.201,
2001-07,1.225,
2001-10,1.327,
2002-01,1.190,
2002-04,1.188,
2002-07,1.488,
2002-10,1.449,
2003-01,1.405,
2003-04,1.410,
2003-07,1.422,
2003-10,1.347,
2004-01,1.304,
2004-04,1.274,
2004-07,1.346,
2004-10,1.209,
2005-01,1.240,
2005-04,1.217,
2005-07,1.278,
2005-10,1.594,
2006-01,1.609,
2006-04,1.638,
2006-07,1.632,
2006-10,1.562,
2007-01,1.550,
2007-04,1.520,
2007-07,1.498,
2007-10,1.481,
2008-01,1.497,
2008-04,1.481,
2008-07,1.653,
2008-10,1.465,
2009-01,1.478,
2009-04,1.424,
2009-07,1.422,
2009-10,1.379,
2010-01,1.344,
2010-04,1.398,
2010-07,1.411,
2010-10,1.263,
2011-01,1.243,
2011-04,1.216,
2011-07,1.402,
2011-10,1.530,
2012-01,1.686,
2012-04,1.846,
2012-07,1.980,
2012-10,1.929,
2013-01,1.840,
2013-04,1.735,
2013-07,1.302,
2013-10,1.184,
2014-01,1.184,
2014-04,1.172,
2014-07,1.198,
2014-10,1.118,
