"",BBK01.QUK845,BBK01.QUK845_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Other EU member states / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:37,
2002-03,219.623,
2002-04,264.588,
2002-05,279.461,
2002-06,229.548,
2002-07,236.940,
2002-08,251.970,
2002-09,258.377,
2002-10,264.079,
2002-11,272.633,
2002-12,222.913,
2003-01,229.901,
2003-02,239.437,
2003-03,233.912,
2003-04,263.067,
2003-05,261.170,
2003-06,250.493,
2003-07,206.320,
2003-08,192.639,
2003-09,205.331,
2003-10,200.876,
2003-11,208.501,
2003-12,193.109,
2004-01,225.331,
2004-02,232.079,
2004-03,255.232,
2004-04,267.614,
2004-05,292.569,
2004-06,284.801,
2004-07,292.751,
2004-08,302.993,
2004-09,303.489,
2004-10,296.883,
2004-11,310.246,
2004-12,303.602,
2005-01,324.592,
2005-02,321.273,
2005-03,299.126,
2005-04,342.672,
2005-05,339.920,
2005-06,313.917,
2005-07,318.019,
2005-08,329.007,
2005-09,325.557,
2005-10,331.064,
2005-11,326.615,
2005-12,278.172,
2006-01,307.770,
2006-02,308.150,
2006-03,332.247,
2006-04,362.095,
2006-05,355.441,
2006-06,350.139,
2006-07,316.571,
2006-08,315.986,
2006-09,323.171,
2006-10,332.910,
2006-11,325.578,
2006-12,289.509,
2007-01,352.439,
2007-02,410.551,
2007-03,379.864,
2007-04,386.350,
2007-05,389.121,
2007-06,386.657,
2007-07,410.551,
2007-08,362.709,
2007-09,346.684,
2007-10,329.875,
2007-11,370.092,
2007-12,349.015,
2008-01,343.565,
2008-02,343.226,
2008-03,351.113,
2008-04,343.033,
2008-05,349.177,
2008-06,299.021,
2008-07,306.532,
2008-08,306.943,
2008-09,313.065,
2008-10,303.222,
2008-11,289.788,
2008-12,238.294,
2009-01,253.561,
2009-02,241.657,
2009-03,230.008,
2009-04,243.084,
2009-05,234.053,
2009-06,231.829,
2009-07,244.190,
2009-08,222.140,
2009-09,221.616,
2009-10,235.592,
2009-11,235.993,
2009-12,228.156,
2010-01,254.570,
2010-02,230.898,
2010-03,232.082,
2010-04,271.292,
2010-05,236.513,
2010-06,223.242,
2010-07,228.385,
2010-08,233.458,
2010-09,228.446,
2010-10,266.877,
2010-11,269.591,
2010-12,234.015,
2011-01,239.475,
2011-02,253.875,
2011-03,237.665,
2011-04,229.072,
2011-05,228.927,
2011-06,225.055,
2011-07,227.947,
2011-08,233.965,
2011-09,225.477,
2011-10,226.767,
2011-11,209.300,
2011-12,194.849,
2012-01,214.933,
2012-02,220.815,
2012-03,217.036,
2012-04,225.510,
2012-05,243.453,
2012-06,225.032,
2012-07,230.302,
2012-08,229.105,
2012-09,231.294,
2012-10,224.642,
2012-11,227.491,
2012-12,193.795,
2013-01,217.841,
2013-02,219.540,
2013-03,216.013,
2013-04,225.894,
2013-05,227.123,
2013-06,211.739,
2013-07,211.105,
2013-08,215.840,
2013-09,222.995,
2013-10,220.831,
2013-11,221.723,
2013-12,196.744,
2014-01,221.284,
2014-02,230.772,
2014-03,222.994,
2014-04,229.692,
2014-05,223.289,
2014-06,217.620,
2014-07,228.302,
2014-08,212.786,
2014-09,220.496,
2014-10,204.540,
