"",BBK01.TQ7020,BBK01.TQ7020_FLAGS
"",Deposit takers - Spread between reference lending and deposit rates                                      FSI-I020,
unit,PC (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-23 10:05:34,
2005-10,353.00,
2006-01,.,No value available
2006-04,.,No value available
2006-07,.,No value available
2006-10,317.00,
2007-01,.,No value available
2007-04,.,No value available
2007-07,.,No value available
2007-10,285.00,
2008-01,.,No value available
2008-04,.,No value available
2008-07,.,No value available
2008-10,273.00,
2009-01,293.00,
2009-04,316.00,
2009-07,331.00,
2009-10,342.00,
2010-01,349.00,
2010-04,346.00,
2010-07,346.00,
2010-10,344.00,
2011-01,340.00,
2011-04,336.00,
2011-07,331.00,
2011-10,328.00,
2012-01,324.00,
2012-04,320.00,
2012-07,322.00,
2012-10,324.00,
2013-01,325.00,
2013-04,328.00,
2013-07,327.00,
2013-10,326.00,
2014-01,326.00,
2014-04,323.00,
2014-07,323.00,
