"",BBDE1.M.DE.Y.AEB1.N2C280000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C280000.F.V.I10.A_FLAGS
2001-12,89.7,
2002-01,91.0,
2002-02,92.2,
2002-03,93.1,
2002-04,90.9,
2002-05,89.6,
2002-06,95.3,
2002-07,91.7,
2002-08,93.0,
2002-09,93.3,
2002-10,91.0,
2002-11,96.2,
2002-12,94.1,
2003-01,92.5,
2003-02,92.4,
2003-03,90.2,
2003-04,90.6,
2003-05,91.4,
2003-06,87.7,
2003-07,92.5,
2003-08,89.4,
2003-09,92.0,
2003-10,98.2,
2003-11,101.5,
2003-12,94.4,
2004-01,95.9,
2004-02,94.7,
2004-03,98.3,
2004-04,98.5,
2004-05,97.2,
2004-06,96.7,
2004-07,96.2,
2004-08,94.9,
2004-09,94.7,
2004-10,95.9,
2004-11,95.6,
2004-12,97.6,
2005-01,94.0,
2005-02,94.1,
2005-03,93.7,
2005-04,97.9,
2005-05,97.7,
2005-06,102.4,
2005-07,100.2,
2005-08,101.6,
2005-09,103.8,
2005-10,104.7,
2005-11,107.8,
2005-12,106.2,
2006-01,106.7,
2006-02,101.6,
2006-03,102.5,
2006-04,109.7,
2006-05,116.9,
2006-06,111.6,
2006-07,111.9,
2006-08,116.2,
2006-09,115.6,
2006-10,118.5,
2006-11,118.7,
2006-12,121.4,
2007-01,127.3,
2007-02,124.2,
2007-03,130.5,
2007-04,125.7,
2007-05,130.2,
2007-06,124.8,
2007-07,129.9,
2007-08,129.4,
2007-09,128.8,
2007-10,132.5,
2007-11,131.3,
2007-12,138.0,
2008-01,134.1,
2008-02,135.3,
2008-03,138.0,
2008-04,139.7,
2008-05,129.6,
2008-06,132.0,
2008-07,129.4,
2008-08,135.2,
2008-09,128.7,
2008-10,118.4,
2008-11,104.5,
2008-12,93.6,
2009-01,84.6,
2009-02,73.8,
2009-03,74.6,
2009-04,72.2,
2009-05,74.8,
2009-06,76.6,
2009-07,77.5,
2009-08,79.4,
2009-09,81.1,
2009-10,82.6,
2009-11,84.9,
2009-12,84.7,
2010-01,83.2,
2010-02,94.7,
2010-03,91.3,
2010-04,95.5,
2010-05,98.5,
2010-06,102.8,
2010-07,101.3,
2010-08,102.5,
2010-09,105.9,
2010-10,103.1,
2010-11,106.6,
2010-12,109.6,
2011-01,115.1,
2011-02,118.9,
2011-03,113.7,
2011-04,119.4,
2011-05,116.7,
2011-06,116.1,
2011-07,125.4,
2011-08,121.8,
2011-09,113.9,
2011-10,114.3,
2011-11,115.2,
2011-12,110.7,
2012-01,110.4,
2012-02,109.7,
2012-03,111.2,
2012-04,108.5,
2012-05,117.5,
2012-06,111.4,
2012-07,110.4,
2012-08,109.1,
2012-09,105.7,
2012-10,110.6,
2012-11,105.9,
2012-12,114.7,
2013-01,110.7,
2013-02,110.9,
2013-03,113.2,
2013-04,108.9,
2013-05,109.7,
2013-06,111.1,
2013-07,113.0,
2013-08,114.1,
2013-09,117.3,
2013-10,114.9,
2013-11,122.7,
2013-12,108.3,
2014-01,115.8,
2014-02,116.3,
2014-03,118.0,
2014-04,121.1,
2014-05,113.0,
2014-06,111.7,
2014-07,113.1,
2014-08,123.2,
2014-09,115.9,
2014-10,114.0,
2014-11,114.2,
2014-12,116.7,Provisional value
