"",BBDE1.M.DE.Y.AEB1.N2C280000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C280000.F.V.I10.A_FLAGS
"",Orders received from the domestic market / At current prices / Germany / 28 Manufacture of machinery and equipment n.e.c. / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:39,
1991-01,93.4,
1991-02,91.4,
1991-03,91.2,
1991-04,89.1,
1991-05,88.0,
1991-06,91.2,
1991-07,89.0,
1991-08,88.7,
1991-09,87.7,
1991-10,88.6,
1991-11,93.5,
1991-12,92.2,
1992-01,90.6,
1992-02,91.0,
1992-03,91.5,
1992-04,88.8,
1992-05,89.4,
1992-06,86.1,
1992-07,82.0,
1992-08,84.9,
1992-09,84.3,
1992-10,79.7,
1992-11,78.8,
1992-12,83.0,
1993-01,79.1,
1993-02,78.8,
1993-03,74.4,
1993-04,75.1,
1993-05,79.7,
1993-06,76.2,
1993-07,78.0,
1993-08,73.0,
1993-09,75.9,
1993-10,75.4,
1993-11,75.7,
1993-12,76.4,
1994-01,72.6,
1994-02,74.0,
1994-03,79.0,
1994-04,77.6,
1994-05,79.5,
1994-06,82.4,
1994-07,83.5,
1994-08,82.0,
1994-09,84.5,
1994-10,88.1,
1994-11,85.1,
1994-12,89.4,
1995-01,83.6,
1995-02,85.5,
1995-03,89.0,
1995-04,87.1,
1995-05,87.3,
1995-06,82.7,
1995-07,84.9,
1995-08,83.8,
1995-09,87.1,
1995-10,82.6,
1995-11,81.0,
1995-12,82.6,
1996-01,80.3,
1996-02,79.6,
1996-03,81.9,
1996-04,83.4,
1996-05,77.7,
1996-06,81.0,
1996-07,79.9,
1996-08,79.9,
1996-09,85.9,
1996-10,82.1,
1996-11,79.7,
1996-12,78.7,
1997-01,80.9,
1997-02,80.7,
1997-03,83.3,
1997-04,83.7,
1997-05,77.9,
1997-06,84.7,
1997-07,85.0,
1997-08,84.0,
1997-09,86.4,
1997-10,86.5,
1997-11,87.4,
1997-12,85.9,
1998-01,90.8,
1998-02,87.0,
1998-03,93.5,
1998-04,89.6,
1998-05,91.5,
1998-06,94.0,
1998-07,89.6,
1998-08,89.3,
1998-09,87.1,
1998-10,88.4,
1998-11,91.3,
1998-12,88.9,
1999-01,88.5,
1999-02,84.7,
1999-03,86.8,
1999-04,85.9,
1999-05,86.6,
1999-06,88.7,
1999-07,88.5,
1999-08,87.7,
1999-09,90.0,
1999-10,88.5,
1999-11,91.3,
1999-12,88.9,
2000-01,91.7,
2000-02,93.5,
2000-03,93.1,
2000-04,102.2,
2000-05,96.5,
2000-06,95.8,
2000-07,100.2,
2000-08,99.5,
2000-09,99.2,
2000-10,97.4,
2000-11,98.6,
2000-12,99.3,
2001-01,99.1,
2001-02,101.9,
2001-03,100.1,
2001-04,97.5,
2001-05,95.9,
2001-06,93.0,
2001-07,94.8,
2001-08,95.3,
2001-09,94.7,
2001-10,92.2,
2001-11,89.5,
