"",BBK01.OEAH15N,BBK01.OEAH15N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:17,
2002-01,403.191,
2002-04,406.407,
2002-07,402.832,
2002-10,421.045,
2003-01,422.789,
2003-04,423.733,
2003-07,421.058,
2003-10,428.724,
2004-01,424.682,
2004-04,426.104,
2004-07,427.866,
2004-10,367.404,
2005-01,386.777,
2005-04,393.274,
2005-07,390.347,
2005-10,404.495,
2006-01,403.501,
2006-04,417.212,
2006-07,416.615,
2006-10,432.595,
2007-01,434.164,
2007-04,441.364,
2007-07,452.261,
2007-10,468.292,
2008-01,468.731,
2008-04,471.981,
2008-07,474.456,
2008-10,503.312,
2009-01,502.688,
2009-04,510.732,
2009-07,513.490,
2009-10,518.317,
2010-01,512.694,
2010-04,534.512,
2010-07,524.748,
2010-10,531.035,
2011-01,525.517,
2011-04,540.251,
2011-07,542.923,
2011-10,558.887,
2012-01,561.116,
2012-04,583.201,
2012-07,573.009,
2012-10,541.290,
2013-01,538.698,
2013-04,540.711,
2013-07,531.993,
2013-10,536.354,
2014-01,532.280,
2014-04,526.205,
2014-07,533.916,
