"",BBK01.OEAC47N,BBK01.OEAC47N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:54:36,
2002-01,19.037,
2002-04,18.931,
2002-07,18.526,
2002-10,18.104,
2003-01,17.519,
2003-04,17.311,
2003-07,17.067,
2003-10,16.848,
2004-01,16.285,
2004-04,16.009,
2004-07,15.433,
2004-10,14.977,
2005-01,14.735,
2005-04,14.677,
2005-07,14.542,
2005-10,14.194,
2006-01,14.240,
2006-04,14.404,
2006-07,14.181,
2006-10,14.251,
2007-01,14.444,
2007-04,14.296,
2007-07,14.457,
2007-10,14.575,
2008-01,14.729,
2008-04,15.109,
2008-07,15.223,
2008-10,15.365,
2009-01,15.124,
2009-04,15.209,
2009-07,14.891,
2009-10,14.283,
2010-01,14.520,
2010-04,14.436,
2010-07,15.499,
2010-10,15.338,
2011-01,15.111,
2011-04,15.096,
2011-07,14.940,
2011-10,14.937,
2012-01,14.900,
2012-04,14.752,
2012-07,14.789,
2012-10,14.664,
2013-01,14.497,
2013-04,14.379,
2013-07,14.317,
2013-10,14.180,
2014-01,14.108,
2014-04,14.117,
2014-07,14.009,
