"",BBK01.OEAA39Q,BBK01.OEAA39Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:19:25,
2002-01,29.737,
2002-04,29.792,
2002-07,28.744,
2002-10,28.862,
2003-01,28.846,
2003-04,33.664,
2003-07,33.518,
2003-10,33.361,
2004-01,32.875,
2004-04,30.768,
2004-07,30.509,
2004-10,30.448,
2005-01,30.974,
2005-04,30.911,
2005-07,31.042,
2005-10,31.127,
2006-01,31.223,
2006-04,33.968,
2006-07,31.104,
2006-10,31.008,
2007-01,31.503,
2007-04,30.448,
2007-07,24.441,
2007-10,24.328,
2008-01,24.190,
2008-04,24.191,
2008-07,24.045,
2008-10,23.948,
2009-01,23.912,
2009-04,24.847,
2009-07,24.909,
2009-10,25.026,
2010-01,24.939,
2010-04,24.963,
2010-07,24.809,
2010-10,24.825,
2011-01,24.754,
2011-04,24.759,
2011-07,25.037,
2011-10,24.798,
2012-01,24.740,
2012-04,24.940,
2012-07,25.121,
2012-10,25.162,
2013-01,25.183,
2013-04,25.305,
2013-07,25.498,
2013-10,25.632,
2014-01,25.689,
2014-04,25.868,
2014-07,26.098,
