"",BBK01.OUH032,BBK01.OUH032_FLAGS
"",Time deposits of foreign banks (MFIs) / medium- and longtherm / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:26,
1968-12,0.001,
1969-01,0.001,
1969-02,0.001,
1969-03,0.001,
1969-04,0.001,
1969-05,0.001,
1969-06,0.001,
1969-07,0.001,
1969-08,0.001,
1969-09,0.001,
1969-10,0.001,
1969-11,0.001,
1969-12,0.001,
1970-01,0.001,
1970-02,0.001,
1970-03,0.001,
1970-04,0.001,
1970-05,0.001,
1970-06,0.001,
1970-07,0.001,
1970-08,0.001,
1970-09,0.001,
1970-10,0.003,
1970-11,0.006,
1970-12,0.007,
1971-01,0.007,
1971-02,0.007,
1971-03,0.008,
1971-04,0.010,
1971-05,0.010,
1971-06,0.010,
1971-07,0.014,
1971-08,0.014,
1971-09,0.019,
1971-10,0.020,
1971-11,0.025,
1971-12,0.032,
1972-01,0.050,
1972-02,0.054,
1972-03,0.068,
1972-04,0.063,
1972-05,0.063,
1972-06,0.063,
1972-07,0.065,
1972-08,0.065,
1972-09,0.065,
1972-10,0.066,
1972-11,0.066,
1972-12,0.067,
1973-01,0.066,
1973-02,0.065,
1973-03,0.060,
1973-04,0.060,
1973-05,0.060,
1973-06,0.060,
1973-07,0.060,
1973-08,0.059,
1973-09,0.059,
1973-10,0.059,
1973-11,0.059,
1973-12,0.059,
1974-01,0.058,
1974-02,0.059,
1974-03,0.059,
1974-04,0.059,
1974-05,0.059,
1974-06,0.058,
1974-07,0.058,
1974-08,0.059,
1974-09,0.055,
1974-10,0.055,
1974-11,0.055,
1974-12,0.055,
1975-01,0.055,
1975-02,0.055,
1975-03,0.055,
1975-04,0.053,
1975-05,0.053,
1975-06,0.053,
1975-07,0.053,
1975-08,0.052,
1975-09,0.052,
1975-10,0.052,
1975-11,0.052,
1975-12,0.050,
1976-01,0.031,
1976-02,0.033,
1976-03,0.021,
1976-04,0.020,
1976-05,0.021,
1976-06,0.021,
1976-07,0.020,
1976-08,0.020,
1976-09,0.019,
1976-10,0.022,
1976-11,0.021,
1976-12,0.021,
1977-01,0.020,
1977-02,0.020,
1977-03,0.018,
1977-04,0.014,
1977-05,0.014,
1977-06,0.013,
1977-07,0.014,
1977-08,0.014,
1977-09,0.014,
1977-10,0.014,
1977-11,0.014,
1977-12,0.014,
1978-01,0.014,
1978-02,0.020,
1978-03,0.014,
1978-04,0.014,
1978-05,0.020,
1978-06,0.020,
1978-07,0.020,
1978-08,0.029,
1978-09,0.031,
1978-10,0.030,
1978-11,0.030,
1978-12,0.030,
1979-01,0.030,
1979-02,0.030,
1979-03,0.030,
1979-04,0.030,
