"",BBK01.OEAH66Q,BBK01.OEAH66Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:20,
2002-01,1.208,
2002-04,1.196,
2002-07,1.176,
2002-10,1.139,
2003-01,1.109,
2003-04,0.997,
2003-07,1.070,
2003-10,1.073,
2004-01,1.073,
2004-04,1.079,
2004-07,1.074,
2004-10,1.070,
2005-01,1.011,
2005-04,0.988,
2005-07,0.950,
2005-10,0.933,
2006-01,0.918,
2006-04,0.910,
2006-07,0.897,
2006-10,0.887,
2007-01,0.826,
2007-04,0.792,
2007-07,0.764,
2007-10,0.733,
2008-01,0.718,
2008-04,0.704,
2008-07,0.728,
2008-10,0.705,
2009-01,0.674,
2009-04,0.654,
2009-07,0.655,
2009-10,0.679,
2010-01,0.674,
2010-04,0.720,
2010-07,0.750,
2010-10,0.738,
2011-01,0.733,
2011-04,0.732,
2011-07,0.738,
2011-10,0.734,
2012-01,0.734,
2012-04,0.721,
2012-07,0.710,
2012-10,0.660,
2013-01,0.600,
2013-04,0.558,
2013-07,0.528,
2013-10,0.509,
2014-01,0.490,
2014-04,0.457,
2014-07,0.408,
