"",BBK01.QU1946,BBK01.QU1946_FLAGS
"",Banks in Germany: Long-term loans and advances to foreign banks / Egypt / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:16:24,
1982-06,0.023,
1982-07,0.024,
1982-08,0.024,
1982-09,0.027,
1982-10,0.029,
1982-11,0.028,
1982-12,0.029,
1983-01,0.034,
1983-02,0.036,
1983-03,0.041,
1983-04,0.044,
1983-05,0.048,
1983-06,0.052,
1983-07,0.053,
1983-08,0.054,
1983-09,0.047,
1983-10,0.047,
1983-11,0.047,
1983-12,0.051,
1984-01,0.049,
1984-02,0.047,
1984-03,0.047,
1984-04,0.050,
1984-05,0.052,
1984-06,0.052,
1984-07,0.053,
1984-08,0.055,
1984-09,0.054,
1984-10,0.052,
1984-11,0.059,
1984-12,0.059,
1985-01,0.058,
1985-02,0.057,
1985-03,0.055,
1985-04,0.053,
1985-05,0.050,
1985-06,0.050,
1985-07,0.049,
1985-08,0.050,
1985-09,0.051,
1985-10,0.052,
1985-11,0.051,
1985-12,0.052,
1986-01,0.055,
1986-02,0.055,
1986-03,0.063,
1986-04,0.069,
1986-05,0.070,
1986-06,0.069,
1986-07,0.066,
1986-08,0.069,
1986-09,0.069,
1986-10,0.070,
1986-11,0.066,
1986-12,0.070,
1987-01,0.069,
1987-02,0.069,
1987-03,0.067,
1987-04,0.067,
1987-05,0.068,
1987-06,0.067,
1987-07,0.065,
1987-08,0.066,
1987-09,0.063,
1987-10,0.064,
1987-11,0.064,
1987-12,0.062,
1988-01,0.062,
1988-02,0.058,
1988-03,0.051,
1988-04,0.048,
1988-05,0.048,
1988-06,0.044,
1988-07,0.041,
1988-08,0.036,
1988-09,0.036,
1988-10,0.036,
1988-11,0.034,
1988-12,0.034,
1989-01,0.036,
1989-02,0.034,
1989-03,0.034,
1989-04,0.034,
1989-05,0.033,
1989-06,0.032,
1989-07,0.032,
1989-08,0.031,
1989-09,0.033,
1989-10,0.030,
1989-11,0.055,
1989-12,0.056,
1990-01,0.055,
1990-02,0.055,
1990-03,0.055,
1990-04,0.055,
1990-05,0.054,
1990-06,0.054,
1990-07,0.054,
1990-08,0.053,
1990-09,0.053,
1990-10,0.052,
1990-11,0.052,
1990-12,0.052,
1991-01,0.052,
1991-02,0.051,
1991-03,0.051,
1991-04,0.050,
1991-05,0.051,
1991-06,0.051,
1991-07,0.051,
1991-08,0.050,
1991-09,0.050,
1991-10,0.050,
1991-11,0.048,
1991-12,0.048,
1992-01,0.048,
1992-02,0.048,
1992-03,0.048,
1992-04,0.048,
1992-05,0.048,
1992-06,0.048,
1992-07,0.047,
1992-08,0.099,
1992-09,0.063,
1992-10,0.064,
1992-11,0.057,
1992-12,0.062,
1993-01,0.065,
1993-02,0.036,
1993-03,0.037,
1993-04,0.038,
1993-05,0.035,
1993-06,0.047,
1993-07,0.038,
1993-08,0.034,
1993-09,0.038,
1993-10,0.034,
1993-11,0.034,
1993-12,0.046,
1994-01,0.038,
1994-02,0.035,
1994-03,0.039,
1994-04,0.035,
1994-05,0.035,
1994-06,0.046,
1994-07,0.039,
1994-08,0.035,
1994-09,0.032,
1994-10,.,No value available
1994-11,.,No value available
1994-12,0.037,
1995-01,0.030,
1995-02,0.028,
1995-03,0.031,
1995-04,0.027,
1995-05,0.027,
1995-06,0.035,
1995-07,0.030,
1995-08,0.027,
1995-09,0.031,
1995-10,0.029,
1995-11,0.027,
1995-12,0.033,
1996-01,0.027,
1996-02,0.027,
1996-03,0.030,
1996-04,0.030,
1996-05,0.028,
1996-06,0.032,
1996-07,0.027,
1996-08,0.027,
1996-09,0.032,
1996-10,0.028,
1996-11,0.028,
1996-12,0.032,
1997-01,0.027,
1997-02,0.027,
1997-03,0.019,
1997-04,0.019,
1997-05,0.033,
1997-06,0.035,
1997-07,0.035,
1997-08,0.035,
1997-09,0.040,
1997-10,0.038,
1997-11,0.040,
1997-12,0.042,
1998-01,0.047,
1998-02,0.044,
1998-03,0.048,
1998-04,0.049,
1998-05,0.055,
1998-06,0.055,
1998-07,0.057,
1998-08,0.057,
1998-09,0.056,
1998-10,0.063,
1998-11,0.063,
1998-12,0.062,
1999-01,0.061,
1999-02,0.060,
1999-03,0.065,
1999-04,0.066,
1999-05,0.065,
1999-06,0.091,
1999-07,0.092,
1999-08,0.093,
1999-09,0.123,
1999-10,0.120,
1999-11,0.119,
1999-12,0.114,
2000-01,0.118,
2000-02,0.143,
2000-03,0.141,
2000-04,0.137,
2000-05,0.131,
2000-06,0.129,
2000-07,0.126,
2000-08,0.127,
2000-09,0.154,
2000-10,0.157,
2000-11,0.160,
2000-12,0.184,
2001-01,0.186,
2001-02,0.182,
2001-03,0.192,
2001-04,0.183,
2001-05,0.212,
2001-06,0.214,
2001-07,0.205,
2001-08,0.192,
2001-09,0.201,
2001-10,0.202,
2001-11,0.197,
2001-12,0.192,
2002-01,0.185,
2002-02,0.182,
2002-03,.,No value available
2002-04,0.176,
2002-05,0.169,
2002-06,0.139,
2002-07,0.136,
2002-08,0.122,
2002-09,0.081,
2002-10,0.082,
2002-11,0.087,
2002-12,0.084,
2003-01,0.070,
2003-02,0.053,
2003-03,0.059,
2003-04,0.060,
2003-05,0.058,
2003-06,0.063,
2003-07,0.056,
2003-08,0.057,
2003-09,0.054,
2003-10,0.064,
2003-11,0.058,
2003-12,0.057,
2004-01,0.061,
2004-02,0.060,
2004-03,0.060,
2004-04,0.062,
2004-05,0.044,
2004-06,0.038,
2004-07,0.038,
2004-08,0.030,
2004-09,0.030,
2004-10,0.032,
2004-11,0.032,
2004-12,0.031,
2005-01,0.031,
2005-02,0.031,
2005-03,0.029,
2005-04,0.029,
2005-05,0.021,
2005-06,0.021,
2005-07,0.021,
2005-08,0.021,
2005-09,0.026,
2005-10,0.030,
2005-11,0.031,
2005-12,0.036,
2006-01,0.036,
2006-02,0.037,
2006-03,0.034,
