"",BBSF2.M.1.S.I0122.AKT01.I.F.ANZ.DE.00000.000000.Z01.00,BBSF2.M.1.S.I0122.AKT01.I.F.ANZ.DE.00000.000000.Z01.00_FLAGS
"",Special investors funds / Equity funds / Number / Domestic credit institutions / Distribution and cumulative funds,
unit,Stück (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-29 10:48:53,
1993-01,.,No value available
1993-02,.,No value available
1993-03,.,No value available
1993-04,15,
1993-05,15,
1993-06,16,
1993-07,17,
1993-08,19,
1993-09,19,
1993-10,19,
1993-11,20,
1993-12,20,
1994-01,22,
1994-02,22,
1994-03,22,
1994-04,21,
1994-05,21,
1994-06,21,
1994-07,22,
1994-08,22,
1994-09,23,
1994-10,23,
1994-11,24,
1994-12,25,
1995-01,26,
1995-02,26,
1995-03,27,
1995-04,27,
1995-05,27,
1995-06,27,
1995-07,27,
1995-08,27,
1995-09,27,
1995-10,27,
1995-11,27,
1995-12,30,
1996-01,30,
1996-02,30,
1996-03,30,
1996-04,32,
1996-05,32,
1996-06,32,
1996-07,33,
1996-08,33,
1996-09,33,
1996-10,33,
1996-11,33,
1996-12,36,
1997-01,36,
1997-02,37,
1997-03,37,
1997-04,39,
1997-05,39,
1997-06,40,
1997-07,42,
1997-08,44,
1997-09,45,
1997-10,48,
1997-11,51,
1997-12,52,
1998-01,53,
1998-02,53,
1998-03,60,
1998-04,60,
1998-05,62,
1998-06,68,
1998-07,71,
1998-08,72,
1998-09,77,
1998-10,78,
1998-11,81,
1998-12,81,
1999-01,83,
1999-02,84,
1999-03,83,
1999-04,87,
1999-05,89,
1999-06,89,
1999-07,89,
1999-08,91,
1999-09,90,
1999-10,88,
1999-11,89,
1999-12,88,
2000-01,88,
2000-02,88,
2000-03,88,
2000-04,88,
2000-05,90,
2000-06,90,
2000-07,91,
2000-08,92,
2000-09,93,
2000-10,93,
2000-11,94,
2000-12,95,
2001-01,95,
2001-02,95,
2001-03,94,
2001-04,95,
2001-05,94,
2001-06,93,
2001-07,93,
2001-08,91,
2001-09,91,
2001-10,90,
2001-11,91,
2001-12,91,
2002-01,91,
2002-02,88,
2002-03,85,
2002-04,83,
2002-05,83,
2002-06,82,
2002-07,81,
2002-08,82,
2002-09,82,
2002-10,82,
2002-11,82,
2002-12,80,
2003-01,77,
2003-02,75,
2003-03,72,
2003-04,72,
2003-05,70,
2003-06,70,
2003-07,68,
2003-08,68,
2003-09,68,
2003-10,68,
2003-11,68,
2003-12,71,
2004-01,68,
2004-02,68,
2004-03,70,
2004-04,69,
2004-05,70,
2004-06,67,
2004-07,68,
2004-08,68,
2004-09,67,
2004-10,65,
2004-11,64,
2004-12,64,
2005-01,64,
2005-02,64,
2005-03,61,
2005-04,62,
2005-05,61,
2005-06,63,
2005-07,64,
2005-08,64,
2005-09,63,
2005-10,64,
2005-11,67,
2005-12,66,
2006-01,65,
2006-02,63,
2006-03,65,
2006-04,65,
2006-05,61,
2006-06,58,
2006-07,59,
2006-08,59,
2006-09,56,
2006-10,56,
2006-11,56,
2006-12,51,
2007-01,53,
2007-02,52,
2007-03,52,
2007-04,48,
2007-05,50,
2007-06,49,
2007-07,47,
2007-08,47,
2007-09,46,
2007-10,46,
2007-11,46,
2007-12,46,
2008-01,47,
2008-02,46,
2008-03,46,
2008-04,46,
2008-05,42,
2008-06,42,
2008-07,42,
2008-08,42,
2008-09,40,
2008-10,41,
2008-11,39,
2008-12,38,
2009-01,38,
2009-02,37,
2009-03,37,
2009-04,35,
2009-05,32,
2009-06,30,
2009-07,30,
2009-08,29,
2009-09,31,
2009-10,29,
2009-11,28,
2009-12,27,
2010-01,27,
2010-02,27,
2010-03,28,
2010-04,28,
2010-05,27,
2010-06,27,
2010-07,27,
2010-08,28,
2010-09,29,
2010-10,28,
2010-11,28,
2010-12,28,
2011-01,28,
2011-02,28,
2011-03,27,
2011-04,27,
2011-05,27,
2011-06,27,
2011-07,27,
2011-08,27,
2011-09,26,
2011-10,26,
2011-11,25,
2011-12,25,
2012-01,24,
2012-02,24,
2012-03,24,
2012-04,25,
2012-05,25,
2012-06,25,
2012-07,25,
2012-08,24,
2012-09,24,
2012-10,24,
2012-11,24,
2012-12,24,
2013-01,24,
2013-02,24,
2013-03,22,
2013-04,22,
2013-05,22,
2013-06,22,
2013-07,20,
2013-08,20,
2013-09,20,
2013-10,20,
2013-11,20,
2013-12,20,
2014-01,20,
2014-02,20,
2014-03,20,
2014-04,19,
2014-05,20,
2014-06,19,
2014-07,18,
2014-08,18,
2014-09,18,
2014-10,17,
2014-11,16,
