"",BBK01.QUY595,BBK01.QUY595_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Kuwait / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:38:58,
2002-03,0.381,
2002-04,0.372,
2002-05,0.334,
2002-06,0.387,
2002-07,0.410,
2002-08,0.451,
2002-09,0.478,
2002-10,0.408,
2002-11,0.380,
2002-12,0.343,
2003-01,0.337,
2003-02,0.328,
2003-03,0.320,
2003-04,0.300,
2003-05,0.298,
2003-06,0.289,
2003-07,0.402,
2003-08,0.553,
2003-09,0.607,
2003-10,0.593,
2003-11,0.552,
2003-12,0.607,
2004-01,0.555,
2004-02,0.496,
2004-03,0.540,
2004-04,0.542,
2004-05,0.520,
2004-06,0.529,
2004-07,0.553,
2004-08,0.568,
2004-09,0.595,
2004-10,0.664,
2004-11,0.671,
2004-12,0.555,
2005-01,0.509,
2005-02,0.559,
2005-03,0.506,
2005-04,0.608,
2005-05,0.660,
2005-06,0.578,
2005-07,0.626,
2005-08,0.665,
2005-09,0.612,
2005-10,0.546,
2005-11,0.633,
2005-12,0.615,
2006-01,0.687,
2006-02,0.683,
2006-03,0.683,
2006-04,0.712,
2006-05,0.530,
2006-06,0.685,
2006-07,0.745,
2006-08,0.814,
2006-09,0.843,
2006-10,0.726,
2006-11,0.730,
2006-12,0.801,
2007-01,0.762,
2007-02,0.906,
2007-03,1.026,
2007-04,0.878,
2007-05,0.896,
2007-06,0.889,
2007-07,0.958,
2007-08,1.123,
2007-09,1.155,
2007-10,1.209,
2007-11,1.219,
2007-12,1.335,
2008-01,1.400,
2008-02,1.465,
2008-03,1.186,
2008-04,1.311,
2008-05,1.346,
2008-06,1.349,
2008-07,1.316,
2008-08,1.439,
2008-09,1.527,
2008-10,1.620,
2008-11,1.662,
2008-12,1.389,
2009-01,1.387,
2009-02,1.363,
2009-03,1.203,
2009-04,1.103,
2009-05,0.959,
2009-06,0.928,
2009-07,0.872,
2009-08,0.871,
2009-09,0.871,
2009-10,0.874,
2009-11,0.725,
2009-12,0.750,
2010-01,0.777,
2010-02,0.815,
2010-03,0.844,
2010-04,0.821,
2010-05,0.686,
2010-06,0.646,
2010-07,0.609,
2010-08,0.622,
2010-09,0.564,
2010-10,0.550,
2010-11,0.595,
2010-12,0.536,
2011-01,0.538,
2011-02,0.536,
2011-03,0.581,
2011-04,0.608,
2011-05,0.603,
2011-06,0.586,
2011-07,0.586,
2011-08,0.583,
2011-09,0.612,
2011-10,0.621,
2011-11,0.608,
2011-12,0.610,
2012-01,0.583,
2012-02,0.566,
2012-03,0.574,
2012-04,0.596,
2012-05,0.633,
2012-06,0.608,
2012-07,0.617,
2012-08,0.605,
2012-09,0.596,
2012-10,0.465,
2012-11,0.470,
2012-12,0.403,
2013-01,0.385,
2013-02,0.416,
2013-03,0.416,
2013-04,0.415,
2013-05,0.426,
2013-06,0.396,
2013-07,0.379,
2013-08,0.396,
2013-09,0.379,
2013-10,2.045,
2013-11,1.803,
2013-12,1.831,
2014-01,1.852,
2014-02,1.897,
2014-03,1.841,
2014-04,1.998,
2014-05,1.934,
2014-06,1.868,
2014-07,1.934,
2014-08,1.842,
2014-09,1.683,
2014-10,1.266,
