"",BBK01.QX6975,BBK01.QX6975_FLAGS
"","Foreign branches: Claims on non-residents, total / EU member states / Euro",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:43:31,
1995-01,76.449,
1995-02,76.125,
1995-03,78.821,
1995-04,80.328,
1995-05,82.462,
1995-06,85.707,
1995-07,79.670,
1995-08,83.829,
1995-09,80.866,
1995-10,76.318,
1995-11,79.125,
1995-12,74.602,
1996-01,81.827,
1996-02,83.536,
1996-03,81.707,
1996-04,77.138,
1996-05,77.583,
1996-06,76.838,
1996-07,75.569,
1996-08,80.347,
1996-09,74.234,
1996-10,74.420,
1996-11,73.290,
1996-12,69.857,
1997-01,76.638,
1997-02,77.316,
1997-03,76.728,
1997-04,73.807,
1997-05,71.313,
1997-06,74.243,
1997-07,71.048,
1997-08,69.992,
1997-09,72.500,
1997-10,74.896,
1997-11,73.195,
1997-12,71.141,
1998-01,73.600,
1998-02,79.136,
1998-03,85.660,
1998-04,86.430,
1998-05,85.722,
1998-06,84.165,
1998-07,86.060,
1998-08,82.496,
1998-09,84.582,
1998-10,74.932,
1998-11,77.709,
1998-12,68.125,
1999-01,148.805,
1999-02,138.243,
1999-03,139.044,
1999-04,147.184,
1999-05,148.136,
1999-06,144.339,
1999-07,156.253,
1999-08,153.310,
1999-09,151.103,
1999-10,163.088,
1999-11,170.574,
1999-12,156.513,
2000-01,159.875,
2000-02,177.676,
2000-03,165.759,
2000-04,183.844,
2000-05,188.101,
2000-06,183.611,
2000-07,184.539,
2000-08,198.142,
2000-09,193.693,
2000-10,209.161,
2000-11,199.714,
2000-12,188.859,
2001-01,197.370,
2001-02,208.587,
2001-03,185.778,
2001-04,205.745,
2001-05,219.270,
2001-06,209.550,
2001-07,208.097,
2001-08,229.231,
2001-09,240.723,
2001-10,246.427,
2001-11,243.066,
2001-12,225.127,
2002-01,242.717,
2002-02,244.496,
2002-03,234.045,
2002-04,217.146,
2002-05,236.737,
2002-06,219.523,
2002-07,238.346,
2002-08,241.099,
2002-09,246.105,
2002-10,253.380,
2002-11,264.870,
2002-12,227.315,
2003-01,248.326,
2003-02,244.411,
2003-03,248.143,
2003-04,250.895,
2003-05,249.524,
2003-06,245.746,
2003-07,248.823,
2003-08,246.326,
2003-09,240.520,
2003-10,244.648,
2003-11,237.486,
2003-12,222.051,
2004-01,248.821,
2004-02,252.476,
2004-03,256.684,
2004-04,264.505,
2004-05,264.262,
2004-06,268.915,
2004-07,275.884,
2004-08,273.484,
2004-09,272.155,
2004-10,261.777,
2004-11,270.709,
2004-12,267.185,
2005-01,273.993,
2005-02,286.670,
2005-03,274.769,
2005-04,279.708,
2005-05,275.187,
2005-06,274.141,
2005-07,256.435,
2005-08,263.023,
2005-09,269.495,
2005-10,284.355,
2005-11,310.441,
2005-12,265.615,
2006-01,289.556,
2006-02,290.722,
2006-03,282.826,
2006-04,289.665,
2006-05,281.925,
2006-06,269.570,
2006-07,266.295,
2006-08,275.676,
2006-09,283.014,
2006-10,299.374,
2006-11,300.058,
2006-12,284.912,
2007-01,322.100,
2007-02,325.534,
2007-03,346.814,
2007-04,324.365,
2007-05,329.412,
2007-06,375.773,
2007-07,392.555,
2007-08,370.138,
2007-09,359.075,
2007-10,373.381,
2007-11,384.336,
2007-12,377.592,
2008-01,365.142,
2008-02,360.300,
2008-03,365.602,
2008-04,347.860,
2008-05,360.485,
2008-06,335.389,
2008-07,332.872,
2008-08,335.069,
2008-09,334.664,
2008-10,327.487,
2008-11,317.609,
2008-12,281.864,
2009-01,289.864,
2009-02,307.220,
2009-03,304.087,
2009-04,312.267,
2009-05,291.649,
2009-06,299.241,
2009-07,274.982,
2009-08,269.945,
2009-09,264.298,
2009-10,275.513,
2009-11,281.842,
2009-12,255.315,
2010-01,277.297,
2010-02,274.206,
2010-03,287.866,
2010-04,275.317,
2010-05,280.801,
2010-06,292.632,
2010-07,296.340,
2010-08,287.767,
2010-09,305.735,
2010-10,317.715,
2010-11,303.230,
2010-12,285.213,
2011-01,294.984,
2011-02,284.470,
2011-03,281.092,
2011-04,273.281,
2011-05,271.164,
2011-06,268.122,
2011-07,270.381,
2011-08,272.842,
2011-09,274.864,
2011-10,277.701,
2011-11,254.906,
2011-12,235.798,
2012-01,248.513,
2012-02,260.485,
2012-03,241.781,
2012-04,244.480,
2012-05,234.047,
2012-06,242.855,
2012-07,236.377,
2012-08,236.542,
2012-09,239.512,
2012-10,228.231,
2012-11,219.936,
2012-12,209.783,
2013-01,218.911,
2013-02,214.696,
2013-03,213.821,
2013-04,217.704,
2013-05,216.690,
2013-06,211.760,
2013-07,212.315,
2013-08,203.579,
2013-09,201.962,
2013-10,203.320,
2013-11,216.179,
2013-12,190.561,
2014-01,199.024,
2014-02,207.423,
2014-03,197.837,
2014-04,213.855,
2014-05,209.651,
2014-06,207.875,
2014-07,222.057,
2014-08,210.956,
2014-09,207.904,
2014-10,194.826,
2014-11,218.518,
