"",BBK01.BU1819,BBK01.BU1819_FLAGS
"","Central, state and local government debt - Treasury notes",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:16,
1950-12,-,Nothing exists
1951-01,-,Nothing exists
1951-02,-,Nothing exists
1951-03,-,Nothing exists
1951-04,-,Nothing exists
1951-05,-,Nothing exists
1951-06,-,Nothing exists
1951-07,-,Nothing exists
1951-08,-,Nothing exists
1951-09,-,Nothing exists
1951-10,-,Nothing exists
1951-11,-,Nothing exists
1951-12,-,Nothing exists
1952-01,-,Nothing exists
1952-02,-,Nothing exists
1952-03,-,Nothing exists
1952-04,-,Nothing exists
1952-05,-,Nothing exists
1952-06,-,Nothing exists
1952-07,-,Nothing exists
1952-08,-,Nothing exists
1952-09,-,Nothing exists
1952-10,-,Nothing exists
1952-11,-,Nothing exists
1952-12,-,Nothing exists
1953-01,-,Nothing exists
1953-02,-,Nothing exists
1953-03,-,Nothing exists
1953-04,-,Nothing exists
1953-05,-,Nothing exists
1953-06,-,Nothing exists
1953-07,-,Nothing exists
1953-08,-,Nothing exists
1953-09,-,Nothing exists
1953-10,-,Nothing exists
1953-11,-,Nothing exists
1953-12,-,Nothing exists
1954-01,-,Nothing exists
1954-02,-,Nothing exists
1954-03,-,Nothing exists
1954-04,-,Nothing exists
1954-05,-,Nothing exists
1954-06,-,Nothing exists
1954-07,-,Nothing exists
1954-08,-,Nothing exists
1954-09,-,Nothing exists
1954-10,-,Nothing exists
1954-11,-,Nothing exists
1954-12,-,Nothing exists
1955-01,-,Nothing exists
1955-02,-,Nothing exists
1955-03,-,Nothing exists
1955-04,-,Nothing exists
1955-05,-,Nothing exists
1955-06,-,Nothing exists
1955-07,-,Nothing exists
1955-08,-,Nothing exists
1955-09,-,Nothing exists
1955-10,-,Nothing exists
1955-11,-,Nothing exists
1955-12,-,Nothing exists
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,-,Nothing exists
1956-07,-,Nothing exists
1956-08,-,Nothing exists
1956-09,-,Nothing exists
1956-10,-,Nothing exists
1956-11,-,Nothing exists
1956-12,-,Nothing exists
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,-,Nothing exists
1957-07,-,Nothing exists
1957-08,-,Nothing exists
1957-09,-,Nothing exists
1957-10,-,Nothing exists
1957-11,-,Nothing exists
1957-12,-,Nothing exists
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,-,Nothing exists
1958-06,-,Nothing exists
1958-07,-,Nothing exists
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,-,Nothing exists
1958-11,-,Nothing exists
1958-12,-,Nothing exists
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,-,Nothing exists
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,342.6,
1960-01,.,No value available
1960-02,.,No value available
1960-03,.,No value available
1960-04,.,No value available
1960-05,.,No value available
1960-06,.,No value available
1960-07,.,No value available
1960-08,.,No value available
1960-09,.,No value available
1960-10,.,No value available
1960-11,.,No value available
1960-12,419.3,
1961-01,.,No value available
1961-02,.,No value available
1961-03,.,No value available
1961-04,.,No value available
1961-05,.,No value available
1961-06,.,No value available
1961-07,.,No value available
1961-08,.,No value available
1961-09,.,No value available
1961-10,.,No value available
1961-11,.,No value available
1961-12,420.2,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,-,Nothing exists
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,375.7,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,-,Nothing exists
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,320.0,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,-,Nothing exists
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,556.1,
1965-01,-,Nothing exists
1965-02,-,Nothing exists
1965-03,-,Nothing exists
1965-04,-,Nothing exists
1965-05,-,Nothing exists
1965-06,-,Nothing exists
1965-07,-,Nothing exists
1965-08,-,Nothing exists
1965-09,-,Nothing exists
1965-10,-,Nothing exists
1965-11,-,Nothing exists
1965-12,597.4,
1966-01,599.9,
1966-02,599.9,
1966-03,599.9,
1966-04,599.9,
1966-05,599.9,
1966-06,525.6,
1966-07,525.5,
1966-08,492.3,
1966-09,492.3,
1966-10,492.3,
1966-11,505.1,
1966-12,643.7,
1967-01,1056.8,
1967-02,1166.0,
1967-03,1180.0,
1967-04,1180.0,
1967-05,1366.5,
1967-06,1366.5,
1967-07,1494.4,
1967-08,1571.0,
1967-09,1571.0,
1967-10,1673.3,
1967-11,1775.6,
1967-12,1630.7,
1968-01,1937.4,
1968-02,1973.2,
1968-03,2006.5,
1968-04,2006.5,
1968-05,2006.5,
1968-06,2006.5,
1968-07,2006.5,
1968-08,1980.9,
1968-09,1980.9,
1968-10,1980.9,
1968-11,1980.9,
1968-12,2067.8,
1969-01,2067.8,
1969-02,2060.1,
1969-03,2054.5,
1969-04,2054.5,
1969-05,2054.5,
1969-06,1901.1,
1969-07,1875.6,
1969-08,2115.9,
1969-09,2154.2,
1969-10,2230.9,
1969-11,2195.8,
1969-12,1870.7,
1970-01,1870.7,
1970-02,1838.7,
1970-03,1770.9,
1970-04,1770.9,
1970-05,1770.9,
1970-06,1688.7,
1970-07,1688.7,
1970-08,1637.6,
1970-09,1622.3,
1970-10,1586.5,
1970-11,1535.4,
1970-12,1641.5,
1971-01,1518.7,
1971-02,1463.2,
1971-03,1401.1,
1971-04,1401.1,
1971-05,1401.1,
1971-06,1296.6,
1971-07,1199.5,
1971-08,1148.4,
1971-09,1240.4,
1971-10,1290.0,
1971-11,1448.6,
1971-12,1314.1,
1972-01,1482.8,
1972-02,1482.8,
1972-03,1447.1,
1972-04,1447.1,
1972-05,1447.1,
1972-06,1447.1,
1972-07,1447.1,
1972-08,1362.2,
1972-09,1362.2,
1972-10,1354.5,
1972-11,1303.4,
1972-12,1234.4,
1973-01,1234.4,
1973-02,1285.5,
1973-03,1285.5,
1973-04,1262.5,
1973-05,1262.5,
1973-06,1262.5,
1973-07,1262.5,
1973-08,1210.3,
1973-09,1210.3,
1973-10,1133.6,
1973-11,1002.7,
1973-12,926.6,
1974-01,926.6,
1974-02,926.6,
1974-03,1013.3,
1974-04,1013.3,
1974-05,1064.4,
1974-06,1064.4,
1974-07,1096.6,
1974-08,1173.3,
1974-09,1112.0,
1974-10,1060.8,
1974-11,1031.9,
1974-12,1011.5,
1975-01,886.7,
1975-02,1183.8,
1975-03,1158.2,
1975-04,1707.4,
1975-05,1938.9,
1975-06,1931.2,
1975-07,1931.2,
1975-08,2132.5,
1975-09,2117.2,
1975-10,2372.8,
1975-11,2412.3,
1975-12,3272.7,
1976-01,3141.8,
1976-02,3157.2,
1976-03,3157.2,
1976-04,3157.2,
1976-05,4389.1,
1976-06,4481.1,
1976-07,5327.3,
1976-08,5659.6,
1976-09,5690.3,
1976-10,5690.3,
1976-11,5714.6,
1976-12,5723.6,
1977-01,5723.6,
1977-02,6710.2,
1977-03,6604.1,
1977-04,6604.1,
1977-05,6553.0,
1977-06,7673.9,
1977-07,7709.7,
1977-08,8736.2,
1977-09,8736.2,
1977-10,9906.3,
1977-11,10264.2,
1977-12,10228.4,
1978-01,10228.4,
1978-02,10202.9,
1978-03,10928.7,
1978-04,10657.9,
1978-05,10657.9,
1978-06,11603.5,
1978-07,11603.5,
1978-08,12120.8,
1978-09,13111.4,
1978-10,13034.7,
1978-11,13229.5,
1978-12,12918.3,
1979-01,12856.9,
1979-02,13225.3,
1979-03,13225.3,
1979-04,12814.0,
1979-05,12814.0,
1979-06,11648.0,
1979-07,11648.0,
1979-08,11537.8,
1979-09,11537.8,
1979-10,11537.8,
1979-11,10904.2,
1979-12,10878.7,
1980-01,10853.1,
1980-02,10853.1,
1980-03,10358.7,
1980-04,10358.7,
1980-05,10742.0,
1980-06,10742.0,
1980-07,10064.3,
1980-08,10447.6,
1980-09,10140.9,
1980-10,10140.9,
1980-11,9535.2,
1980-12,9458.5,
1981-01,9458.5,
1981-02,9586.3,
1981-03,8549.4,
1981-04,8549.4,
1981-05,8549.4,
1981-06,7750.1,
1981-07,6791.7,
1981-08,6471.4,
1981-09,6963.2,
1981-10,6963.2,
1981-11,6054.8,
1981-12,6253.6,
1982-01,6250.5,
1982-02,5746.0,
1982-03,6043.4,
1982-04,6094.5,
1982-05,6374.7,
1982-06,5703.8,
1982-07,5355.9,
1982-08,6228.6,
1982-09,5994.0,
1982-10,6173.0,
1982-11,6515.1,
1982-12,6240.0,
1983-01,6466.5,
1983-02,7417.1,
1983-03,7867.5,
1983-04,7969.7,
1983-05,8033.6,
1983-06,8741.6,
1983-07,8896.5,
1983-08,9416.1,
1983-09,9454.5,
1983-10,9812.2,
1983-11,9950.2,
1983-12,10094.3,
1984-01,10284.1,
1984-02,10350.5,
1984-03,11022.0,
1984-04,11217.8,
1984-05,11243.4,
1984-06,10603.6,
1984-07,10496.0,
1984-08,10485.9,
1984-09,10411.3,
1984-10,10401.1,
1984-11,11110.5,
1984-12,11220.9,
1985-01,11875.7,
1985-02,13082.4,
1985-03,12783.3,
1985-04,12774.8,
1985-05,13709.7,
1985-06,13723.5,
1985-07,13789.0,
1985-08,13749.6,
1985-09,13334.1,
1985-10,12964.9,
1985-11,13174.6,
1985-12,13151.8,
1986-01,14545.1,
1986-02,14750.9,
1986-03,14960.6,
1986-04,14986.1,
1986-05,14946.7,
1986-06,14359.7,
1986-07,15130.6,
1986-08,14687.2,
1986-09,14311.4,
1986-10,15616.5,
1986-11,16212.2,
1986-12,17015.1,
1987-01,18762.5,
1987-02,19546.0,
1987-03,20621.7,
1987-04,20621.7,
1987-05,21152.0,
1987-06,21044.9,
1987-07,22695.5,
1987-08,22505.7,
1987-09,22774.1,
1987-10,23428.6,
1987-11,24034.5,
1987-12,23999.7,
1988-01,26669.8,
1988-02,26158.6,
1988-03,25479.0,
1988-04,25223.3,
1988-05,25136.4,
1988-06,26095.1,
1988-07,26066.9,
1988-08,27396.7,
1988-09,27251.0,
1988-10,26656.6,
1988-11,26174.8,
1988-12,26159.5,
1989-01,25999.7,
1989-02,25933.2,
1989-03,25948.5,
1989-04,25856.5,
1989-05,25876.9,
1989-06,25876.9,
1989-07,26278.3,
1989-08,26186.3,
1989-09,26170.9,
1989-10,25357.3,
1989-11,25273.8,
1989-12,25793.9,
1990-01,25589.3,
1990-02,24805.0,
1990-03,24815.2,
1990-04,24666.9,
1990-05,24712.9,
1990-06,24978.8,
1990-07,25168.0,
1990-08,25229.3,
1990-09,25405.7,
1990-10,25051.7,
1990-11,26064.0,
1990-12,25605.7,
1991-01,24787.6,
1991-02,23294.7,
1991-03,23141.3,
1991-04,23082.5,
1991-05,25427.2,
1991-06,23885.3,
1991-07,25764.8,
1991-08,26119.5,
1991-09,28760.1,
1991-10,29075.9,
1991-11,32983.3,
1991-12,33826.4,
1992-01,38195.3,
1992-02,39953.3,
1992-03,40025.4,
1992-04,40206.2,
1992-05,40888.1,
1992-06,44099.2,
1992-07,45955.2,
1992-08,49000.3,
1992-09,50181.6,
1992-10,52626.7,
1992-11,55537.0,
1992-12,56105.4,
1993-01,57950.7,
1993-02,59449.4,
1993-03,59080.1,
1993-04,59189.3,
1993-05,61020.4,
1993-06,62392.0,
1993-07,64632.3,
1993-08,67798.7,
1993-09,67893.6,
1993-10,70372.8,
1993-11,73101.9,
1993-12,88754.0,
1994-01,92246.2,
1994-02,92007.6,
1994-03,91281.0,
1994-04,92288.7,
1994-05,93300.2,
1994-06,91766.9,
1994-07,92063.7,
1994-08,92775.3,
1994-09,93358.5,
1994-10,94106.3,
1994-11,95923.6,
1994-12,97468.6,
1995-01,128497.7,
1995-02,131352.2,
1995-03,132870.8,
1995-04,133025.3,
1995-05,131475.8,
1995-06,132039.4,
1995-07,128924.9,
1995-08,129350.8,
1995-09,129758.2,
1995-10,129162.6,
1995-11,129776.0,
1995-12,122973.1,
1996-01,119542.6,
1996-02,117899.2,
1996-03,113277.8,
1996-04,113946.0,
1996-05,114818.0,
1996-06,114793.1,
1996-07,115008.7,
1996-08,114262.4,
1996-09,117690.2,
1996-10,116439.5,
1996-11,115109.0,
1996-12,118160.7,
1997-01,120382.1,
1997-02,117049.5,
1997-03,120814.2,
1997-04,121127.8,
1997-05,117876.6,
1997-06,121594.0,
1997-07,122240.5,
1997-08,119479.1,
1997-09,124302.8,
1997-10,125161.8,
1997-11,122749.8,
1997-12,127571.0,
1998-01,128176.5,
1998-02,124873.1,
1998-03,126063.3,
1998-04,127367.9,
1998-05,128026.1,
1998-06,128226.5,
1998-07,128560.0,
1998-08,127257.2,
1998-09,122459.6,
1998-10,123133.9,
1998-11,122887.1,
1998-12,116337.2,
1999-01,113771.1,
1999-02,112246.9,
1999-03,110804.0,
1999-04,109528.8,
1999-05,107775.1,
1999-06,107502.2,
1999-07,102508.9,
1999-08,102658.9,
1999-09,104495.9,
1999-10,105240.4,
1999-11,103489.6,
1999-12,102364.1,
2000-01,102618.2,
2000-02,102815.1,
2000-03,102500.4,
2000-04,103589.8,
2000-05,104726.8,
2000-06,104159.9,
2000-07,103725.2,
2000-08,104411.5,
2000-09,106308.4,
2000-10,108292.3,
2000-11,108431.5,
2000-12,109951.4,
2001-01,112127.3,
2001-02,113732.4,
2001-03,118817.5,
2001-04,121931.6,
2001-05,122691.4,
2001-06,124493.1,
2001-07,127066.7,
2001-08,129852.1,
2001-09,137217.2,
2001-10,142786.8,
2001-11,144859.4,
2001-12,151400.7,
2002-01,153676.4,
2002-02,154585.8,
2002-03,158694.5,
2002-04,167585.0,
2002-05,173224.8,
2002-06,176995.7,
2002-07,189131.9,
2002-08,190712.7,
2002-09,193051.6,
2002-10,200933.3,
2002-11,204003.4,
2002-12,203951.2,
2003-01,213357.2,
2003-02,219675.2,
