"",BBK01.BU1819,BBK01.BU1819_FLAGS
2003-03,220225.6,
2003-04,223904.1,
2003-05,231676.3,
2003-06,232373.2,
2003-07,237772.8,
2003-08,238344.7,
2003-09,237182.6,
2003-10,245365.8,
2003-11,249505.0,
2003-12,246414.0,
2004-01,255060.7,
2004-02,260809.2,
2004-03,260444.7,
2004-04,267851.5,
2004-05,269101.2,
2004-06,269930.4,
2004-07,273913.6,
2004-08,276216.4,
2004-09,276877.0,
2004-10,284205.7,
2004-11,287744.5,
2004-12,279796.1,
2005-01,291686.0,
2005-02,292986.9,
2005-03,290175.2,
2005-04,298933.4,
2005-05,297554.2,
2005-06,295607.9,
2005-07,302184.7,
2005-08,302611.4,
2005-09,299829.9,
2005-10,309746.6,
2005-11,315343.0,
2005-12,310044.3,
2006-01,319605.1,
2006-02,324979.5,
2006-03,320545.9,
2006-04,326608.4,
2006-05,330919.7,
2006-06,323929.5,
2006-07,330134.2,
2006-08,331423.3,
2006-09,320241.1,
2006-10,326980.2,
2006-11,329552.8,
2006-12,320288.2,
2007-01,327439.8,
2007-02,328487.1,
2007-03,323595.3,
2007-04,331086.1,
2007-05,331007.1,
2007-06,326229.5,
2007-07,332956.4,
2007-08,335508.3,
2007-09,324981.3,
2007-10,332555.1,
2007-11,333809.7,
2007-12,329108.2,
2008-01,334480.7,
2008-02,334925.5,
2008-03,325481.2,
2008-04,333042.4,
2008-05,335403.8,
2008-06,328980.2,
2008-07,338958.5,
2008-08,341160.7,
2008-09,333041.6,Corrected value
2008-10,341871.4,Corrected value
2008-11,343301.6,Corrected value
2008-12,337511.3,Corrected value
2009-01,347599.2,
2009-02,347287.7,
2009-03,341419.3,comment
2009-04,355588.1,
2009-05,362962.8,
2009-06,354153.9,
2009-07,353138.3,comment
2009-08,354795.9,
2009-09,347082.5,
2009-10,360629.6,
2009-11,368547.8,
2009-12,361727.4,
2010-01,370593.5,
2010-02,380566.9,
2010-03,374088.2,
2010-04,381868.9,
2010-05,386096.3,
2010-06,378912.4,
2010-07,384871.5,
2010-08,394525.5,
2010-09,389501.8,
2010-10,397100.3,
2010-11,402854.5,
2010-12,391850.7,
2011-01,395629.2,
2011-02,401346.9,
2011-03,391885.2,
2011-04,401178.8,
2011-05,413629.4,
2011-06,402902.9,
2011-07,408050.3,
2011-08,419637.8,
2011-09,410222.1,
2011-10,418295.9,
2011-11,426049.9,
2011-12,414249.5,
2012-01,420710.5,
2012-02,426051.3,
2012-03,410585.3,
2012-04,417103.0,
2012-05,425130.1,
2012-06,410185.7,
2012-07,416924.1,
2012-08,421746.5,
2012-09,409957.1,
2012-10,416268.1,
2012-11,428364.0,
2012-12,417469.4,
2013-01,423385.0,
2013-02,428032.9,
2013-03,416585.8,
2013-04,425068.9,
2013-05,430577.6,
2013-06,415548.0,
2013-07,421629.8,
2013-08,428903.8,
2013-09,417119.8,
2013-10,422739.5,
2013-11,432582.3,
2013-12,423441.3,
2014-01,422085.6,Provisional value
2014-02,426839.2,Provisional value
2014-03,417259.9,Provisional value
2014-04,422199.0,Provisional value
2014-05,428716.1,Provisional value
2014-06,419662.1,Provisional value
2014-07,431126.6,Provisional value
2014-08,437603.3,Provisional value
2014-09,427125.3,Provisional value
"","General: For Germany as a whole (western Germany up to and including 1990). From 1995, including obligations and medium-term notes of the Redemption Fund for Inherited Liabilities. From December 1993, including special federal state bonds, federal state Treasury paper with long maturities. From March 2009, including the debt of the Investment and RepaymentFund. From July 2009, including the debt of the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 2009-03: From March 2009, including the debt of the Investment and Repayment Fund.",
"","Comment on 2009-07: From July 2009, including debt of the Financial Market Stabilisation Fund (SoFFin).",
