"",BBK01.PC3799,BBK01.PC3799_FLAGS
"",Lending to manufacture of basic metals and of fabricated metal products / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:30:12,
1985-10,0.739,
1986-01,0.731,
1986-04,0.705,
1986-07,0.641,
1986-10,0.745,
1987-01,0.679,
1987-04,0.654,
1987-07,0.576,
1987-10,0.612,
1988-01,0.597,
1988-04,0.561,
1988-07,0.504,
1988-10,0.512,
1989-01,0.521,
1989-04,0.515,
1989-07,0.491,
1989-10,0.460,
1990-01,0.468,
1990-04,0.531,
1990-07,0.516,
1990-10,0.528,
1991-01,0.599,
1991-04,0.542,
1991-07,0.532,
1991-10,0.606,
1992-01,0.608,
1992-04,0.652,
1992-07,0.666,
1992-10,0.768,
1993-01,0.830,
1993-04,0.816,
1993-07,0.719,
1993-10,0.759,
1994-01,0.659,
1994-04,0.673,
1994-07,0.753,
1994-10,0.652,
1995-01,1.012,
1995-04,1.057,
1995-07,0.895,
1995-10,0.873,
1996-01,0.964,
1996-04,0.994,
1996-07,0.959,
1996-10,0.966,
1997-01,1.063,
1997-04,1.008,
1997-07,0.886,
1997-10,0.997,
1998-01,1.008,
1998-04,1.048,
1998-07,0.959,
1998-10,1.053,
1999-01,0.883,
1999-04,0.880,
1999-07,1.011,
1999-10,1.009,
2000-01,1.431,
2000-04,1.360,
2000-07,1.443,
2000-10,1.382,
2001-01,1.461,
2001-04,1.368,
2001-07,1.324,
2001-10,1.254,
2002-01,1.194,
2002-04,1.177,
2002-07,0.944,
2002-10,0.996,
2003-01,1.068,
2003-04,1.153,
2003-07,0.991,
2003-10,1.031,
2004-01,0.935,
2004-04,1.085,
2004-07,0.860,
2004-10,0.953,
2005-01,0.979,
2005-04,0.985,
2005-07,1.175,
2005-10,1.338,
2006-01,1.524,
2006-04,1.613,
2006-07,1.696,
2006-10,1.598,
2007-01,1.607,
2007-04,1.672,
2007-07,1.569,
2007-10,1.642,
2008-01,2.056,
2008-04,2.176,
2008-07,1.970,
2008-10,2.374,
2009-01,2.399,
2009-04,2.397,
2009-07,2.086,
2009-10,1.919,
2010-01,1.873,
2010-04,1.997,
2010-07,1.940,
2010-10,2.175,
2011-01,2.247,
2011-04,2.232,
2011-07,2.170,
2011-10,2.334,
2012-01,2.408,
2012-04,2.302,
2012-07,2.271,
2012-10,2.610,
2013-01,2.548,
2013-04,2.487,
2013-07,2.458,
2013-10,2.260,
2014-01,2.528,
2014-04,2.423,
2014-07,2.393,
2014-10,2.463,
