"",BBK01.WZ3085,BBK01.WZ3085_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 8.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:56,
2000-01,5.82,
2000-02,5.69,
2000-03,5.63,
2000-04,5.86,
2000-05,5.78,
2000-06,5.82,
2000-07,5.86,
2000-08,5.88,
2000-09,5.83,
2000-10,5.76,
2000-11,5.50,
2000-12,5.32,
2001-01,5.27,
2001-02,5.19,
2001-03,5.26,
2001-04,5.39,
2001-05,5.36,
2001-06,5.36,
2001-07,5.19,
2001-08,5.11,
2001-09,4.89,
2001-10,4.76,
2001-11,5.00,
2001-12,5.12,
2002-01,5.18,
2002-02,5.38,
2002-03,5.40,
2002-04,5.39,
2002-05,5.26,
2002-06,5.12,
2002-07,4.90,
2002-08,4.65,
2002-09,4.56,
2002-10,4.70,
2002-11,4.51,
2002-12,4.33,
2003-01,4.11,
2003-02,4.14,
2003-03,4.29,
2003-04,4.00,
2003-05,3.77,
2003-06,4.02,
2003-07,4.24,
2003-08,4.24,
2003-09,4.28,
2003-10,4.43,
2003-11,4.39,
2003-12,4.25,
2004-01,4.30,
2004-02,4.14,
2004-03,4.01,
2004-04,4.25,
2004-05,4.30,
2004-06,4.35,
2004-07,4.30,
2004-08,4.11,
2004-09,4.04,
2004-10,3.93,
2004-11,3.82,
2004-12,3.74,
2005-01,3.58,
2005-02,3.73,
2005-03,3.68,
2005-04,3.43,
2005-05,3.35,
2005-06,3.17,
2005-07,3.24,
2005-08,3.15,
2005-09,3.19,
2005-10,3.45,
2005-11,3.51,
2005-12,3.49,
2006-01,3.63,
2006-02,3.68,
2006-03,3.97,
2006-04,4.17,
2006-05,4.09,
2006-06,4.26,
2006-07,4.15,
2006-08,4.12,
2006-09,4.01,
2006-10,4.05,
2006-11,4.00,
2006-12,4.06,
2007-01,4.33,
2007-02,4.20,
2007-03,4.30,
2007-04,4.46,
2007-05,4.65,
2007-06,4.84,
2007-07,4.74,
2007-08,4.61,
2007-09,4.69,
2007-10,4.56,
2007-11,4.55,
2007-12,4.73,
2008-01,4.37,
2008-02,4.32,
2008-03,4.38,
2008-04,4.58,
2008-05,4.79,
2008-06,5.06,
2008-07,5.00,
2008-08,4.76,
2008-09,4.83,
2008-10,4.53,
2008-11,4.14,
2008-12,3.94,
2009-01,4.12,
2009-02,4.03,
2009-03,4.01,
2009-04,4.06,
2009-05,4.25,
2009-06,4.14,
2009-07,4.00,
2009-08,3.77,
2009-09,3.69,
2009-10,3.72,
2009-11,3.60,
2009-12,3.67,
2010-01,3.61,
2010-02,3.45,
2010-03,3.40,
2010-04,3.29,
2010-05,3.05,
2010-06,3.00,
2010-07,3.07,
2010-08,2.54,
2010-09,2.74,
2010-10,2.99,
2010-11,3.21,
2010-12,3.41,
2011-01,3.58,
2011-02,3.58,
2011-03,3.77,
2011-04,3.76,
2011-05,3.57,
2011-06,3.59,
2011-07,3.36,
2011-08,3.05,
2011-09,2.89,
2011-10,2.96,
2011-11,3.07,
2011-12,2.73,
2012-01,2.63,
2012-02,2.57,
2012-03,2.60,
2012-04,2.50,
2012-05,2.08,
2012-06,2.25,
2012-07,2.01,
2012-08,1.89,
2012-09,1.85,
2012-10,1.90,
2012-11,1.78,
2012-12,1.61,
2013-01,1.93,
2013-02,1.86,
2013-03,1.72,
2013-04,1.51,
2013-05,1.72,
2013-06,1.99,
2013-07,2.02,
2013-08,2.15,
2013-09,2.05,
2013-10,1.97,
2013-11,1.91,
2013-12,2.10,
2014-01,1.84,
2014-02,1.76,
2014-03,1.73,
2014-04,1.68,
2014-05,1.48,
2014-06,1.37,
2014-07,1.29,
2014-08,1.04,
2014-09,1.04,
2014-10,0.98,
2014-11,0.83,
2014-12,0.75,
2015-01,0.67,
