"",BBK01.OEAA21V,BBK01.OEAA21V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:21:10,
2002-01,15.801,
2002-04,15.793,
2002-07,15.867,
2002-10,15.729,
2003-01,15.405,
2003-04,14.986,
2003-07,15.000,
2003-10,15.004,
2004-01,14.800,
2004-04,14.924,
2004-07,15.054,
2004-10,14.733,
2005-01,14.524,
2005-04,14.508,
2005-07,14.198,
2005-10,14.194,
2006-01,14.064,
2006-04,14.475,
2006-07,14.261,
2006-10,14.321,
2007-01,14.082,
2007-04,13.796,
2007-07,13.826,
2007-10,14.101,
2008-01,13.917,
2008-04,12.642,
2008-07,12.804,
2008-10,13.015,
2009-01,12.866,
2009-04,14.479,
2009-07,14.527,
2009-10,16.187,
2010-01,16.216,
2010-04,16.536,
2010-07,15.571,
2010-10,15.702,
2011-01,16.237,
2011-04,16.439,
2011-07,17.049,
2011-10,17.154,
2012-01,17.323,
2012-04,17.577,
2012-07,17.676,
2012-10,17.710,
2013-01,17.619,
2013-04,17.667,
2013-07,17.746,
2013-10,18.008,
2014-01,18.244,
2014-04,18.425,
2014-07,18.583,
