"",BBK01.OEAF34I,BBK01.OEAF34I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:07:42,
2002-01,10.577,
2002-04,10.606,
2002-07,10.190,
2002-10,10.163,
2003-01,10.487,
2003-04,10.428,
2003-07,10.921,
2003-10,11.007,
2004-01,11.041,
2004-04,11.213,
2004-07,12.089,
2004-10,12.125,
2005-01,13.114,
2005-04,13.519,
2005-07,14.297,
2005-10,14.918,
2006-01,15.112,
2006-04,15.286,
2006-07,16.090,
2006-10,16.470,
2007-01,17.503,
2007-04,17.907,
2007-07,18.340,
2007-10,17.397,
2008-01,17.878,
2008-04,19.155,
2008-07,19.189,
2008-10,19.638,
2009-01,19.896,
2009-04,21.335,
2009-07,21.237,
2009-10,20.319,
2010-01,21.353,
2010-04,21.313,
2010-07,20.831,
2010-10,20.351,
2011-01,20.253,
2011-04,19.954,
2011-07,19.747,
2011-10,19.513,
2012-01,19.321,
2012-04,19.233,
2012-07,19.046,
2012-10,18.777,
2013-01,18.475,
2013-04,18.281,
2013-07,18.014,
2013-10,17.820,
2014-01,17.484,
2014-04,17.537,
2014-07,17.407,
