"",BBDE1.M.DE.Y.AEA1.N2C200000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C200000.F.V.I10.A_FLAGS
"",Orders received / At current prices / Germany / 20 Manufacture of chemicals and chemical products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:33,
1991-01,69.0,
1991-02,65.6,
1991-03,64.6,
1991-04,64.5,
1991-05,63.2,
1991-06,64.2,
1991-07,63.5,
1991-08,63.1,
1991-09,63.4,
1991-10,64.9,
1991-11,64.2,
1991-12,65.4,
1992-01,64.2,
1992-02,64.9,
1992-03,64.4,
1992-04,62.0,
1992-05,62.3,
1992-06,63.3,
1992-07,60.9,
1992-08,60.5,
1992-09,60.2,
1992-10,58.6,
1992-11,59.3,
1992-12,59.4,
1993-01,59.1,
1993-02,60.1,
1993-03,58.5,
1993-04,58.4,
1993-05,58.0,
1993-06,58.5,
1993-07,57.6,
1993-08,58.6,
1993-09,58.5,
1993-10,57.8,
1993-11,59.5,
1993-12,60.2,
1994-01,60.1,
1994-02,61.4,
1994-03,61.0,
1994-04,61.8,
1994-05,61.8,
1994-06,61.3,
1994-07,61.9,
1994-08,62.8,
1994-09,65.4,
1994-10,67.0,
1994-11,67.7,
1994-12,69.4,
1995-01,69.3,
1995-02,69.2,
1995-03,68.5,
1995-04,69.4,
1995-05,68.6,
1995-06,70.0,
1995-07,68.1,
1995-08,67.1,
1995-09,66.7,
1995-10,65.3,
1995-11,64.1,
1995-12,64.8,
1996-01,64.2,
1996-02,63.6,
1996-03,63.7,
1996-04,65.4,
1996-05,66.0,
1996-06,63.9,
1996-07,64.8,
1996-08,65.3,
1996-09,65.7,
1996-10,65.6,
1996-11,67.3,
1996-12,64.7,
1997-01,68.6,
1997-02,69.5,
1997-03,70.6,
1997-04,70.3,
1997-05,72.0,
1997-06,70.2,
1997-07,71.9,
1997-08,72.0,
1997-09,72.3,
1997-10,73.3,
1997-11,71.4,
1997-12,73.2,
1998-01,73.7,
1998-02,72.5,
1998-03,72.5,
1998-04,70.7,
1998-05,70.3,
1998-06,70.6,
1998-07,68.9,
1998-08,68.3,
1998-09,65.1,
1998-10,63.9,
1998-11,63.3,
1998-12,65.8,
1999-01,65.9,
1999-02,64.6,
1999-03,65.6,
1999-04,65.9,
1999-05,66.1,
1999-06,67.9,
1999-07,69.0,
1999-08,68.5,
1999-09,69.9,
1999-10,72.8,
1999-11,76.4,
1999-12,75.9,
2000-01,72.7,
2000-02,75.9,
2000-03,78.0,
2000-04,77.8,
2000-05,80.3,
2000-06,80.4,
2000-07,81.7,
2000-08,82.1,
2000-09,83.1,
2000-10,82.7,
2000-11,83.4,
2000-12,82.0,
2001-01,80.2,
2001-02,79.6,
2001-03,77.6,
2001-04,78.2,
2001-05,77.3,
2001-06,79.7,
2001-07,76.8,
2001-08,78.1,
2001-09,75.4,
2001-10,74.2,
2001-11,72.4,
2001-12,71.3,
2002-01,72.4,
2002-02,74.5,
2002-03,75.5,
2002-04,79.1,
2002-05,79.8,
2002-06,78.4,
2002-07,78.3,
2002-08,78.1,
2002-09,78.9,
2002-10,76.2,
2002-11,77.7,
2002-12,75.4,
2003-01,77.7,
2003-02,79.3,
2003-03,79.8,
2003-04,79.3,
2003-05,75.5,
2003-06,77.0,
2003-07,78.0,
2003-08,77.6,
2003-09,76.9,
2003-10,78.5,
2003-11,76.8,
2003-12,80.8,
2004-01,80.4,
2004-02,78.4,
2004-03,78.8,
2004-04,81.1,
2004-05,79.8,
2004-06,81.9,
2004-07,83.4,
2004-08,85.4,
2004-09,87.0,
2004-10,86.3,
2004-11,87.1,
2004-12,90.2,
2005-01,89.9,
2005-02,87.6,
2005-03,89.0,
2005-04,86.0,
2005-05,86.6,
2005-06,86.3,
2005-07,88.6,
2005-08,88.3,
2005-09,89.8,
2005-10,90.8,
2005-11,90.3,
2005-12,94.0,
2006-01,89.0,
2006-02,91.9,
2006-03,90.5,
2006-04,91.4,
2006-05,93.9,
2006-06,95.1,
2006-07,93.9,
2006-08,96.2,
2006-09,95.6,
2006-10,97.8,
2006-11,99.4,
2006-12,97.0,
2007-01,98.4,
2007-02,100.6,
2007-03,100.0,
2007-04,101.8,
2007-05,101.2,
2007-06,103.1,
2007-07,102.1,
2007-08,102.7,
2007-09,102.4,
2007-10,103.0,
2007-11,106.9,
2007-12,104.8,
2008-01,105.6,
2008-02,104.9,
2008-03,104.3,
2008-04,104.7,
2008-05,106.3,
2008-06,104.8,
2008-07,106.6,
2008-08,107.2,
2008-09,105.1,
2008-10,101.0,
2008-11,88.5,
2008-12,78.0,
2009-01,76.2,
2009-02,74.5,
2009-03,73.5,
2009-04,76.6,
2009-05,77.0,
2009-06,81.1,
2009-07,83.1,
2009-08,85.5,
2009-09,85.3,
2009-10,86.8,
2009-11,87.4,
2009-12,87.1,
2010-01,90.6,
2010-02,92.7,
2010-03,97.2,
2010-04,97.4,
2010-05,99.2,
2010-06,100.4,
2010-07,101.2,
2010-08,101.2,
2010-09,105.2,
2010-10,101.3,
2010-11,104.4,
2010-12,107.3,
2011-01,109.4,
2011-02,108.8,
2011-03,112.2,
2011-04,111.5,
2011-05,108.6,
2011-06,109.7,
2011-07,108.7,
2011-08,110.3,
2011-09,106.3,
2011-10,104.6,
2011-11,103.6,
2011-12,101.1,
2012-01,108.3,
2012-02,107.6,
2012-03,108.8,
2012-04,109.4,
2012-05,110.7,
2012-06,107.4,
2012-07,108.8,
2012-08,109.4,
2012-09,106.5,
2012-10,107.2,
2012-11,107.8,
2012-12,107.1,
2013-01,106.0,
2013-02,106.1,
2013-03,106.1,
2013-04,103.7,
2013-05,106.6,
2013-06,103.9,
2013-07,105.5,
2013-08,107.3,
2013-09,107.1,
2013-10,108.2,
2013-11,108.5,
2013-12,107.0,
2014-01,107.4,
2014-02,109.4,
2014-03,104.2,
2014-04,106.0,
2014-05,101.9,
2014-06,106.0,
2014-07,107.2,
2014-08,103.5,
2014-09,104.2,
2014-10,105.1,
2014-11,106.0,
2014-12,106.2,Provisional value
