"",BBK01.SU0003,BBK01.SU0003_FLAGS
"","Lending rates of banks / Current account credit of EUR 100,000 and more but less than EUR 500,000 / Highest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:28:49,
1967-06,9.00,
1967-07,.,No value available
1967-08,.,No value available
1967-09,9.00,
1967-10,.,No value available
1967-11,.,No value available
1967-12,9.00,
1968-01,.,No value available
1968-02,.,No value available
1968-03,8.00,
1968-04,.,No value available
1968-05,.,No value available
1968-06,8.00,
1968-07,.,No value available
1968-08,.,No value available
1968-09,8.00,
1968-10,.,No value available
1968-11,8.00,
1968-12,.,No value available
1969-01,.,No value available
1969-02,8.00,
1969-03,.,No value available
1969-04,.,No value available
1969-05,8.50,
1969-06,.,No value available
1969-07,.,No value available
1969-08,9.50,
1969-09,.,No value available
1969-10,.,No value available
1969-11,10.50,
1969-12,.,No value available
1970-01,.,No value available
1970-02,10.50,
1970-03,.,No value available
1970-04,.,No value available
1970-05,12.00,
1970-06,.,No value available
1970-07,.,No value available
1970-08,12.00,
1970-09,.,No value available
1970-10,.,No value available
1970-11,12.00,
1970-12,.,No value available
1971-01,12.00,
1971-02,11.75,
1971-03,.,No value available
1971-04,.,No value available
1971-05,11.00,
1971-06,.,No value available
1971-07,.,No value available
1971-08,11.00,
1971-09,.,No value available
1971-10,.,No value available
1971-11,11.00,
1971-12,.,No value available
1972-01,.,No value available
1972-02,10.50,
1972-03,.,No value available
1972-04,.,No value available
1972-05,10.00,
1972-06,.,No value available
1972-07,.,No value available
1972-08,10.00,
1972-09,.,No value available
1972-10,.,No value available
1972-11,10.25,
1972-12,.,No value available
1973-01,.,No value available
1973-02,11.00,
1973-03,.,No value available
1973-04,.,No value available
1973-05,12.25,
1973-06,.,No value available
1973-07,14.00,
1973-08,14.75,
1973-09,.,No value available
1973-10,.,No value available
1973-11,15.00,
1973-12,.,No value available
1974-01,.,No value available
1974-02,15.00,
1974-03,.,No value available
1974-04,.,No value available
1974-05,15.00,
1974-06,.,No value available
1974-07,.,No value available
1974-08,14.50,
1974-09,.,No value available
1974-10,.,No value available
1974-11,14.00,
1974-12,.,No value available
1975-01,.,No value available
1975-02,13.50,
1975-03,12.75,
1975-04,12.50,
1975-05,12.00,
1975-06,11.50,
1975-07,11.25,
1975-08,11.00,
1975-09,10.50,
1975-10,10.25,
1975-11,10.00,
1975-12,10.00,
1976-01,10.00,
1976-02,10.00,
1976-03,9.75,
1976-04,9.50,
1976-05,9.25,
1976-06,9.25,
1976-07,9.50,
1976-08,9.25,
1976-09,9.25,
1976-10,9.25,
1976-11,9.50,
1976-12,9.50,
1977-01,9.25,
1977-02,9.25,
1977-03,9.25,
1977-04,9.25,
1977-05,9.00,
1977-06,8.87,
1977-07,8.87,
1977-08,8.75,
1977-09,8.75,
1977-10,8.75,
1977-11,8.75,
1977-12,8.75,
1978-01,8.75,
1978-02,8.50,
1978-03,8.25,
1978-04,8.25,
1978-05,8.25,
1978-06,8.25,
1978-07,8.25,
1978-08,8.25,
1978-09,8.25,
1978-10,8.25,
1978-11,8.25,
1978-12,8.25,
1979-01,8.25,
1979-02,8.25,
1979-03,8.50,
1979-04,9.00,
1979-05,9.00,
1979-06,9.00,
1979-07,9.75,
1979-08,10.00,
1979-09,10.00,
1979-10,10.25,
1979-11,11.25,
1979-12,11.25,
1980-01,11.25,
1980-02,11.50,
1980-03,12.50,
1980-04,12.50,
1980-05,13.50,
1980-06,13.50,
1980-07,13.50,
1980-08,13.50,
1980-09,13.50,
1980-10,13.50,
1980-11,13.50,
1980-12,13.50,
1981-01,13.50,
1981-02,13.50,
1981-03,15.50,
1981-04,16.00,
1981-05,16.25,
1981-06,16.50,
1981-07,16.50,
1981-08,16.50,
1981-09,16.50,
1981-10,16.25,
1981-11,16.25,
1981-12,16.00,
1982-01,15.75,
1982-02,15.75,
1982-03,15.50,
1982-04,15.25,
1982-05,15.00,
1982-06,14.50,
1982-07,14.50,
1982-08,14.50,
1982-09,14.25,
1982-10,14.00,
1982-11,13.00,
1982-12,12.75,
1983-01,12.00,
1983-02,12.00,
1983-03,12.00,
1983-04,11.00,
1983-05,11.00,
1983-06,11.00,
1983-07,11.00,
1983-08,11.00,
1983-09,11.00,
1983-10,11.00,
1983-11,11.00,
1983-12,11.00,
1984-01,11.00,
1984-02,11.00,
1984-03,11.00,
1984-04,11.00,
1984-05,11.00,
1984-06,11.00,
1984-07,11.00,
1984-08,11.00,
1984-09,11.00,
1984-10,11.00,
1984-11,11.00,
1984-12,11.00,
1985-01,11.00,
1985-02,11.25,
1985-03,11.25,
1985-04,11.25,
1985-05,11.25,
1985-06,11.00,
1985-07,11.00,
1985-08,11.00,
1985-09,10.50,
1985-10,10.50,
1985-11,10.50,
1985-12,10.50,
1986-01,10.50,
1986-02,10.50,
1986-03,10.25,
1986-04,10.25,
1986-05,10.00,
1986-06,10.00,
1986-07,10.00,
1986-08,10.00,
1986-09,10.00,
1986-10,10.00,
1986-11,10.00,
1986-12,10.00,
1987-01,10.00,
1987-02,10.00,
1987-03,9.90,
1987-04,9.75,
1987-05,9.75,
1987-06,9.75,
1987-07,9.75,
1987-08,9.75,
1987-09,9.75,
1987-10,9.75,
1987-11,9.75,
1987-12,9.75,
1988-01,9.75,
1988-02,9.75,
1988-03,9.75,
1988-04,9.50,
1988-05,9.50,
1988-06,9.50,
1988-07,9.75,
1988-08,9.75,
1988-09,10.00,
1988-10,10.00,
1988-11,10.00,
1988-12,10.00,
1989-01,10.25,
1989-02,10.50,
1989-03,10.50,
1989-04,10.50,
1989-05,10.87,
1989-06,11.00,
1989-07,11.25,
1989-08,11.25,
1989-09,11.25,
1989-10,12.00,
1989-11,12.25,
1989-12,12.25,
1990-01,12.25,
1990-02,12.50,
1990-03,12.75,
1990-04,12.75,
1990-05,12.75,
1990-06,12.75,
1990-07,12.75,
1990-08,12.75,
1990-09,12.75,
1990-10,13.00,
1990-11,13.25,
1990-12,13.00,
1991-01,13.00,
1991-02,13.50,
1991-03,13.50,
1991-04,13.50,
1991-05,13.50,
1991-06,13.50,
1991-07,13.50,
1991-08,13.75,
1991-09,14.25,
1991-10,14.25,
1991-11,14.25,
1991-12,14.25,
1992-01,14.75,
1992-02,14.75,
1992-03,14.75,
1992-04,14.75,
1992-05,14.75,
1992-06,14.75,
1992-07,15.00,
1992-08,15.50,
1992-09,15.50,
1992-10,15.00,
1992-11,15.00,
1992-12,15.00,
1993-01,15.00,
1993-02,14.75,
1993-03,14.75,
1993-04,14.75,
1993-05,14.50,
1993-06,14.50,
1993-07,14.25,
1993-08,14.25,
1993-09,14.00,
1993-10,13.75,
1993-11,13.50,
1993-12,13.50,
1994-01,13.50,
1994-02,13.25,
1994-03,13.25,
1994-04,13.25,
1994-05,13.25,
1994-06,13.00,
1994-07,12.75,
1994-08,12.75,
1994-09,12.75,
1994-10,12.75,
1994-11,12.75,
1994-12,12.75,
1995-01,12.75,
1995-02,12.75,
1995-03,12.75,
1995-04,12.75,
1995-05,12.75,
1995-06,12.75,
1995-07,12.75,
1995-08,12.75,
1995-09,12.50,
1995-10,12.50,
1995-11,12.50,
1995-12,12.25,
1996-01,12.25,
1996-02,12.25,
1996-03,12.25,
1996-04,12.25,
1996-05,12.00,
1996-06,11.75,
1996-07,11.75,
1996-08,11.75,
1996-09,11.75,
1996-10,11.75,
1996-11,11.50,
1996-12,11.50,
1997-01,11.50,
1997-02,11.50,
1997-03,11.25,
1997-04,11.25,
1997-05,11.25,
1997-06,11.25,
1997-07,11.25,
1997-08,11.25,
1997-09,11.25,
1997-10,11.25,
1997-11,11.25,
1997-12,11.25,
1998-01,11.50,
1998-02,11.50,
1998-03,11.50,
