"",BBK01.TXI388,BBK01.TXI388_FLAGS
"",DEBT SECURITIES ISSUED (NET) / OF WHICH DENOMINATED IN EURO / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:39,
1980-01,97279,
1980-02,98923,
1980-03,101030,
1980-04,103377,
1980-05,104571,
1980-06,104936,
1980-07,105013,
1980-08,105018,
1980-09,105429,
1980-10,105169,
1980-11,106207,
1980-12,105204,
1981-01,107874,
1981-02,110112,
1981-03,114269,
1981-04,116424,
1981-05,118316,
1981-06,120210,
1981-07,122316,
1981-08,123671,
1981-09,124876,
1981-10,125466,
1981-11,125561,
1981-12,123680,
1982-01,127759,
1982-02,128644,
1982-03,130320,
1982-04,129973,
1982-05,131179,
1982-06,127667,
1982-07,129456,
1982-08,129995,
1982-09,130292,
1982-10,130803,
1982-11,131154,
1982-12,130351,
1983-01,132841,
1983-02,133274,
1983-03,133997,
1983-04,134750,
1983-05,135832,
1983-06,136719,
1983-07,138140,
1983-08,138909,
1983-09,140499,
1983-10,141514,
1983-11,143341,
1983-12,141822,
1984-01,147679,
1984-02,150091,
1984-03,151258,
1984-04,151263,
1984-05,152867,
1984-06,152130,
1984-07,153248,
1984-08,154181,
1984-09,154914,
1984-10,156036,
1984-11,156994,
1984-12,156456,
1985-01,160832,
1985-02,162417,
1985-03,164243,
1985-04,162302,
1985-05,163295,
1985-06,164360,
1985-07,165205,
1985-08,164978,
1985-09,165980,
1985-10,166353,
1985-11,167330,
1985-12,163617,
1986-01,167781,
1986-02,168742,
1986-03,171012,
1986-04,171568,
1986-05,173447,
1986-06,173457,
1986-07,175362,
1986-08,176117,
1986-09,177659,
1986-10,178117,
1986-11,179032,
1986-12,177744,
1987-01,182597,
1987-02,182779,
1987-03,184135,
1987-04,182490,
1987-05,184633,
1987-06,184023,
1987-07,183486,
1987-08,183978,
1987-09,184526,
1987-10,182824,
1987-11,182831,
1987-12,180104,
1988-01,181656,
1988-02,179280,
1988-03,178412,
1988-04,177725,
1988-05,177960,
1988-06,177345,
1988-07,176107,
1988-08,176206,
1988-09,174869,
1988-10,174524,
1988-11,173915,
1988-12,169699,
1989-01,172476,
1989-02,172772,
1989-03,173405,
1989-04,174447,
1989-05,176842,
1989-06,177613,
1989-07,180406,
1989-08,182509,
1989-09,183475,
1989-10,185593,
1989-11,189594,
1989-12,190252,
1990-01,199506,
1990-02,203515,
1990-03,207970,
1990-04,212321,
1990-05,215419,
1990-06,216529,
1990-07,219244,
1990-08,221306,
1990-09,224284,
1990-10,226352,
1990-11,229224,
1990-12,229676,
1991-01,240128,
1991-02,246454,
1991-03,249157,
1991-04,253523,
1991-05,257532,
1991-06,263080,
