"",BBK01.OEAH33I,BBK01.OEAH33I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:32,
2002-01,16.560,
2002-04,16.581,
2002-07,16.484,
2002-10,16.130,
2003-01,16.015,
2003-04,15.801,
2003-07,15.451,
2003-10,18.908,
2004-01,19.584,
2004-04,20.269,
2004-07,21.071,
2004-10,22.524,
2005-01,24.108,
2005-04,24.787,
2005-07,25.459,
2005-10,25.791,
2006-01,27.008,
2006-04,28.505,
2006-07,29.278,
2006-10,29.399,
2007-01,30.085,
2007-04,31.168,
2007-07,31.766,
2007-10,31.634,
2008-01,31.519,
2008-04,32.233,
2008-07,32.854,
2008-10,32.770,
2009-01,32.728,
2009-04,33.142,
2009-07,33.244,
2009-10,32.923,
2010-01,32.476,
2010-04,32.295,
2010-07,32.855,
2010-10,35.829,
2011-01,36.233,
2011-04,36.974,
2011-07,36.897,
2011-10,36.765,
2012-01,36.136,
2012-04,36.249,
2012-07,36.110,
2012-10,35.710,
2013-01,35.527,
2013-04,35.371,
2013-07,34.220,
2013-10,34.018,
2014-01,35.127,
2014-04,34.572,
2014-07,34.040,
