"",BBK01.CEH720,BBK01.CEH720_FLAGS
"",Other liabilities debtor: Domestic financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:23,
1991-01,10.6,
1991-04,-8.8,
1991-07,21.0,
1991-10,7.9,
1992-01,14.0,
1992-04,-9.1,
1992-07,18.0,
1992-10,15.0,
1993-01,4.8,
1993-04,-9.7,
1993-07,20.1,
1993-10,12.9,
1994-01,3.6,
1994-04,-7.5,
1994-07,1.0,
1994-10,0.2,
1995-01,1.9,
1995-04,6.9,
1995-07,11.3,
1995-10,5.6,
1996-01,12.3,
1996-04,6.0,
1996-07,6.6,
1996-10,-3.1,
1997-01,15.4,
1997-04,-4.4,
1997-07,18.8,
1997-10,4.6,
1998-01,20.5,
1998-04,18.4,
1998-07,6.0,
1998-10,-15.0,
1999-01,-9.5,
1999-04,1.0,
1999-07,-7.0,
1999-10,11.9,
2000-01,12.4,
2000-04,-20.4,
2000-07,-10.9,
2000-10,-43.0,
2001-01,34.6,
2001-04,-20.5,
2001-07,-28.1,
2001-10,46.0,
2002-01,26.1,
2002-04,-15.5,
2002-07,7.6,
2002-10,17.2,
2003-01,2.2,
2003-04,-4.3,
2003-07,-32.6,
2003-10,70.6,
2004-01,9.4,
2004-04,-14.7,
2004-07,1.2,
2004-10,23.7,
2005-01,0.5,
2005-04,-24.2,
2005-07,16.7,
2005-10,-6.6,
2006-01,11.9,
2006-04,14.6,
2006-07,24.6,
2006-10,22.7,
2007-01,4.0,
2007-04,20.4,
2007-07,0.3,
2007-10,62.0,
2008-01,32.8,
2008-04,-22.6,
2008-07,-0.2,
2008-10,-5.0,
2009-01,24.5,
2009-04,-98.7,
2009-07,-7.2,
2009-10,-6.8,
2010-01,-50.9,
2010-04,17.3,
2010-07,-47.0,
2010-10,-62.1,
2011-01,-24.1,
2011-04,-1.7,
2011-07,-37.0,
2011-10,-32.4,
2012-01,1.9,
2012-04,-4.8,
2012-07,21.3,
2012-10,7.5,
2013-01,27.1,
2013-04,-16.2,
2013-07,-36.9,
2013-10,32.4,
2014-01,26.5,
