"",BBK01.QUF815,BBK01.QUF815_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Malta / US Dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:15:45,
2004-12,0.217,
2005-01,0.207,
2005-02,0.178,
2005-03,0.016,
2005-04,0.018,
2005-05,0.024,
2005-06,0.012,
2005-07,0.013,
2005-08,0.011,
2005-09,0.048,
2005-10,0.041,
2005-11,0.032,
2005-12,0.055,
2006-01,0.059,
2006-02,0.044,
2006-03,0.020,
2006-04,0.052,
2006-05,0.017,
2006-06,0.020,
2006-07,0.064,
2006-08,0.039,
2006-09,0.051,
2006-10,0.044,
2006-11,0.051,
2006-12,0.004,
2007-01,0.001,
2007-02,0.036,
2007-03,0.016,
2007-04,0.013,
2007-05,0.013,
2007-06,0.012,
2007-07,0.016,
2007-08,0.020,
2007-09,0.016,
2007-10,0.013,
2007-11,0.013,
2007-12,0.007,
2008-01,0.008,
2008-02,0.008,
2008-03,0.009,
2008-04,0.017,
2008-05,0.017,
2008-06,0.012,
2008-07,0.019,
2008-08,0.026,
2008-09,0.024,
2008-10,0.032,
2008-11,0.022,
2008-12,0.017,
2009-01,0.011,
2009-02,0.012,
2009-03,0.009,
2009-04,0.009,
2009-05,0.004,
2009-06,0.009,
2009-07,0.007,
2009-08,0.014,
2009-09,0.017,
2009-10,0.016,
2009-11,0.034,
2009-12,0.028,
2010-01,0.024,
2010-02,0.025,
2010-03,0.026,
2010-04,0.027,
2010-05,0.020,
2010-06,0.022,
2010-07,0.025,
2010-08,0.018,
2010-09,0.021,
2010-10,0.022,
2010-11,0.032,
2010-12,0.030,
2011-01,0.027,
2011-02,0.030,
2011-03,0.029,
2011-04,0.031,
2011-05,0.030,
2011-06,0.027,
2011-07,0.036,
2011-08,0.024,
2011-09,0.027,
2011-10,0.157,
2011-11,0.028,
2011-12,0.025,
2012-01,0.030,
2012-02,0.029,
2012-03,0.017,
2012-04,0.017,
2012-05,0.020,
2012-06,0.019,
2012-07,0.019,
2012-08,0.019,
2012-09,0.020,
2012-10,0.022,
2012-11,0.023,
2012-12,0.014,
2013-01,0.013,
2013-02,0.021,
2013-03,0.015,
2013-04,0.015,
2013-05,0.015,
2013-06,0.020,
2013-07,0.019,
2013-08,0.015,
2013-09,0.021,
2013-10,0.017,
2013-11,0.020,
2013-12,0.033,
2014-01,0.030,
2014-02,0.024,
2014-03,0.033,
2014-04,0.027,
2014-05,0.040,
2014-06,0.032,
2014-07,0.017,
2014-08,0.018,
2014-09,0.079,
2014-10,0.021,
2014-11,0.045,
