"",BBK01.OUU113,BBK01.OUU113_FLAGS
"",Time deposits of domestic banks (MFIs) (excluding the Bundesbank) / short-therm / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:31,
1999-01,1.732,
1999-02,1.722,
1999-03,1.957,
1999-04,1.471,
1999-05,1.402,
1999-06,1.737,
1999-07,1.462,
1999-08,1.796,
1999-09,2.032,
1999-10,1.734,
1999-11,2.108,
1999-12,2.282,
2000-01,2.347,
2000-02,2.135,
2000-03,2.089,
2000-04,2.122,
2000-05,3.012,
2000-06,3.235,
2000-07,3.147,
2000-08,3.073,
2000-09,3.458,
2000-10,3.231,
2000-11,3.368,
2000-12,3.722,
2001-01,3.235,
2001-02,3.458,
2001-03,3.813,
2001-04,4.363,
2001-05,4.049,
2001-06,4.173,
2001-07,4.075,
2001-08,4.035,
2001-09,3.917,
2001-10,3.773,
2001-11,4.129,
2001-12,4.648,
2002-01,4.074,
2002-02,3.618,
2002-03,3.645,
2002-04,3.576,
2002-05,3.654,
2002-06,3.377,
2002-07,3.465,
2002-08,3.516,
2002-09,3.118,
2002-10,3.312,
2002-11,3.357,
2002-12,3.825,
2003-01,3.306,
2003-02,3.211,
2003-03,3.089,
2003-04,2.944,
2003-05,2.863,
2003-06,2.991,
2003-07,3.560,
2003-08,3.509,
2003-09,3.664,
2003-10,4.526,
2003-11,4.383,
2003-12,3.586,
2004-01,3.088,
2004-02,3.064,
2004-03,3.756,
2004-04,4.124,
2004-05,4.113,
2004-06,3.816,
2004-07,3.723,
2004-08,4.320,
2004-09,4.290,
2004-10,4.172,
2004-11,3.789,
2004-12,3.790,
2005-01,3.641,
2005-02,3.443,
2005-03,3.448,
2005-04,2.986,
2005-05,2.731,
2005-06,3.007,
2005-07,2.897,
2005-08,2.827,
2005-09,2.933,
2005-10,3.323,
2005-11,3.148,
2005-12,3.117,
2006-01,2.769,
2006-02,3.326,
2006-03,3.828,
2006-04,4.811,
2006-05,5.463,
2006-06,5.467,
2006-07,5.968,
2006-08,6.501,
2006-09,6.702,
2006-10,6.933,
2006-11,7.076,
2006-12,7.168,
2007-01,8.041,
2007-02,7.256,
2007-03,6.790,
2007-04,5.568,
2007-05,4.897,
2007-06,3.659,
2007-07,2.326,
2007-08,2.896,
2007-09,2.895,
2007-10,2.914,
2007-11,3.520,
2007-12,3.657,
2008-01,3.384,
2008-02,4.008,
2008-03,3.768,
2008-04,3.895,
2008-05,4.649,
2008-06,4.947,
2008-07,5.472,
2008-08,4.928,
2008-09,4.432,
2008-10,4.170,
2008-11,3.205,
2008-12,2.023,
2009-01,1.774,
2009-02,2.252,
2009-03,2.018,
2009-04,1.874,
2009-05,1.735,
2009-06,1.635,
2009-07,2.975,
2009-08,3.628,
2009-09,4.313,
2009-10,3.476,
2009-11,3.819,
2009-12,3.568,
2010-01,4.456,
2010-02,4.715,
2010-03,4.594,
2010-04,4.544,
2010-05,4.431,
2010-06,3.716,
2010-07,5.045,
2010-08,5.639,
2010-09,5.769,
2010-10,5.935,
2010-11,6.856,
2010-12,6.036,
2011-01,5.962,
2011-02,6.171,
2011-03,5.287,
2011-04,4.851,
2011-05,4.302,
2011-06,3.835,
2011-07,3.733,
2011-08,3.535,
2011-09,3.515,
2011-10,3.619,
2011-11,3.373,
2011-12,3.590,
2012-01,3.897,
2012-02,3.778,
2012-03,3.814,
2012-04,4.067,
2012-05,4.273,
2012-06,3.527,
2012-07,3.748,
2012-08,3.494,
2012-09,3.254,
2012-10,3.071,
2012-11,2.925,
2012-12,3.475,
2013-01,3.898,
2013-02,3.511,
2013-03,3.354,
2013-04,3.910,
2013-05,3.757,
2013-06,3.726,
2013-07,4.389,
2013-08,4.562,
2013-09,4.760,
2013-10,5.140,
2013-11,4.762,
2013-12,4.810,
2014-01,4.555,
2014-02,4.330,
2014-03,3.390,
2014-04,3.297,
2014-05,3.018,
2014-06,3.568,
2014-07,3.613,
2014-08,3.865,
2014-09,3.810,
2014-10,3.795,
2014-11,3.716,
2014-12,4.077,Provisional value
