"",BBK01.CEF060,BBK01.CEF060_FLAGS
"",Total liabilities                debtor: Other deposit-taking corporations                    creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:31:36,
1999-01,5824.0,
1999-04,5942.1,
1999-07,5996.3,
1999-10,6176.2,
2000-01,6307.9,
2000-04,6339.2,
2000-07,6468.3,
2000-10,6650.7,
2001-01,6890.2,
2001-04,6920.5,
2001-07,6977.4,
2001-10,7108.1,
2002-01,7090.7,
2002-04,7109.8,
2002-07,7217.0,
2002-10,7310.3,
2003-01,7453.5,
2003-04,7594.1,
2003-07,7413.3,
2003-10,7400.6,
2004-01,7674.4,
2004-04,7592.3,
2004-07,7643.0,
2004-10,7728.5,
2005-01,7875.6,
2005-04,8053.3,
2005-07,8136.5,
2005-10,8090.9,
2006-01,8265.3,
2006-04,8310.4,
2006-07,8304.6,
2006-10,8363.7,
2007-01,8598.8,
2007-04,8734.8,
2007-07,8872.0,
2007-10,9063.7,
2008-01,9302.8,
2008-04,9164.8,
2008-07,9507.2,
2008-10,9584.1,
2009-01,9560.6,
2009-04,8848.4,
2009-07,8668.8,
2009-10,8501.0,
2010-01,8642.6,
2010-04,9094.3,
2010-07,8725.2,
2010-10,8104.0,
2011-01,7762.1,
2011-04,7711.1,
2011-07,8277.2,
2011-10,8230.4,
2012-01,8421.6,
2012-04,8516.8,
2012-07,8449.5,
2012-10,8140.8,
2013-01,7965.1,
2013-04,7724.2,
2013-07,7626.7,
2013-10,7477.4,
2014-01,7446.5,
2014-04,7507.9,
2014-07,7656.4,
