"",BBK01.AU1731,BBK01.AU1731_FLAGS
"","Banknotes in circulation / Deutsche Bundesbank Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in February 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 15:18:34,
1999-02,127179,
1999-03,126705,
1999-04,128091,
1999-05,128916,
1999-06,129378,
1999-07,129904,
1999-08,130375,
1999-09,130290,
1999-10,130153,
1999-11,130463,
1999-12,134394,
2000-01,136556,
2000-02,131973,
2000-03,131636,
2000-04,131805,
2000-05,132294,
2000-06,131961,
2000-07,131814,
2000-08,131881,
2000-09,131388,
2000-10,131091,
2000-11,130116,
2000-12,132042,
2001-01,131248,
2001-02,126690,
2001-03,126193,
2001-04,126180,
2001-05,124805,
2001-06,123616,
2001-07,121750,
2001-08,119322,
2001-09,115441,
2001-10,110788,
2001-11,104646,
2001-12,96567,
2002-01,91742,
2002-02,78537,
2002-03,79706,
2002-04,80755,
2002-05,83789,
2002-06,85407,
2002-07,89188,
2002-08,92181,
2002-09,92413,
2002-10,93952,
2002-11,94612,
2002-12,99347,
2003-01,98298,
2003-02,95516,
2003-03,97503,
2003-04,100685,
2003-05,102470,
2003-06,104367,
2003-07,107104,
2003-08,109588,
2003-09,109815,
2003-10,110833,
2003-11,111490,
2003-12,115939,
2004-01,116153,
2004-02,.,No value available
2004-03,113484,
2004-04,115839,
2004-05,119263,
2004-06,121199,
2004-07,122653,
2004-08,126209,
2004-09,127468,
2004-10,127700,
2004-11,128257,
2004-12,129887,
2005-01,135190,
2005-02,133221,
2005-03,133961,
2005-04,136640,
2005-05,138353,
2005-06,141218,
2005-07,142632,
2005-08,145191,
2005-09,145193,
2005-10,145114,
2005-11,145377,
2005-12,146915,
2006-01,151947,
2006-02,149670,
2006-03,150682,
2006-04,151495,
2006-05,154756,
2006-06,156240,
2006-07,157925,
2006-08,160146,
2006-09,160927,
2006-10,160473,
2006-11,161124,
2006-12,162449,
2007-01,167761,
2007-02,164823,
2007-03,165281,
2007-04,167111,
2007-05,168346,
2007-06,170644,
2007-07,171758,
2007-08,173884,
2007-09,174083,
2007-10,173530,
2007-11,174148,
2007-12,175168,
2008-01,180590,
2008-02,176166,
2008-03,177513,
2008-04,179664,
2008-05,181004,
2008-06,182681,
2008-07,183577,
2008-08,185530,
2008-09,185737,
2008-10,186237,
2008-11,198898,
2008-12,197870,
2009-01,195805,
2009-02,185016,
2009-03,185349,
2009-04,186332,
2009-05,189070,
2009-06,189255,
2009-07,190164,
2009-08,191970,
2009-09,192283,
2009-10,192490,
2009-11,192541,
2009-12,193286,
2010-01,198366,
2010-02,195587,
2010-03,196456,
2010-04,198047,
2010-05,199011,
2010-06,201504,
2010-07,202502,
2010-08,204160,
2010-09,204169,
2010-10,203986,
2010-11,202860,
2010-12,203335,
2011-01,207659,
2011-02,204574,
2011-03,204849,
2011-04,205151,
2011-05,207590,
2011-06,208683,
2011-07,211104,
2011-08,212991,
2011-09,213426,
2011-10,213526,
2011-11,213819,
2011-12,216346,
2012-01,219811,
2012-02,216923,
2012-03,217041,
2012-04,218094,
2012-05,217793,
2012-06,219750,
2012-07,222277,
2012-08,225083,
2012-09,224644,
2012-10,223360,
2012-11,222406,
2012-12,222008,
2013-01,225262,
2013-02,219157,
2013-03,219740,
2013-04,221628,
2013-05,223191,
2013-06,225997,
2013-07,226282,
2013-08,228578,
2013-09,229178,
2013-10,229171,
2013-11,229021,
2013-12,229975,
2014-01,231060,
2014-02,219435,
2014-03,220986,
2014-04,222597,
2014-05,225008,
2014-06,226007,
2014-07,228093,
2014-08,230484,
2014-09,231081,
2014-10,231696,
2014-11,231418,
2014-12,232373,
2015-01,237290,
