"",BBK01.OUM177,BBK01.OUM177_FLAGS
"",Time deposits of non-banks (non-MFIs) / for up and including 1 year / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:38,
1968-12,0.127,
1969-01,0.132,
1969-02,0.167,
1969-03,0.174,
1969-04,0.170,
1969-05,0.177,
1969-06,0.181,
1969-07,0.225,
1969-08,0.236,
1969-09,0.254,
1969-10,0.217,
1969-11,0.172,
1969-12,0.200,
1970-01,0.272,
1970-02,0.227,
1970-03,0.226,
1970-04,0.233,
1970-05,0.302,
1970-06,0.308,
1970-07,0.321,
1970-08,0.294,
1970-09,0.341,
1970-10,0.350,
1970-11,0.341,
1970-12,0.330,
1971-01,0.377,
1971-02,0.400,
1971-03,0.390,
1971-04,0.405,
1971-05,0.399,
1971-06,0.378,
1971-07,0.342,
1971-08,0.333,
1971-09,0.338,
1971-10,0.355,
1971-11,0.308,
1971-12,0.302,
1972-01,0.288,
1972-02,0.287,
1972-03,0.327,
1972-04,0.343,
1972-05,0.348,
1972-06,0.364,
1972-07,0.142,
1972-08,0.147,
1972-09,0.150,
1972-10,0.167,
1972-11,0.189,
1972-12,0.243,
1973-01,0.231,
1973-02,0.288,
1973-03,0.283,
1973-04,0.265,
1973-05,0.293,
1973-06,0.278,
1973-07,0.283,
1973-08,0.310,
1973-09,0.334,
1973-10,0.349,
1973-11,0.361,
1973-12,0.378,
1974-01,0.357,
1974-02,0.379,
1974-03,0.382,
1974-04,0.393,
1974-05,0.387,
1974-06,0.368,
1974-07,0.409,
1974-08,0.448,
1974-09,0.442,
1974-10,0.446,
1974-11,0.445,
1974-12,0.428,
1975-01,0.434,
1975-02,0.427,
1975-03,0.386,
1975-04,0.374,
1975-05,0.339,
1975-06,0.349,
1975-07,0.365,
1975-08,0.339,
1975-09,0.308,
1975-10,0.313,
1975-11,0.276,
1975-12,0.309,
1976-01,0.325,
1976-02,0.336,
1976-03,0.295,
1976-04,0.328,
1976-05,0.302,
1976-06,0.279,
1976-07,0.301,
1976-08,0.268,
1976-09,0.280,
1976-10,0.219,
1976-11,0.224,
1976-12,0.262,
1977-01,0.275,
1977-02,0.312,
1977-03,0.263,
1977-04,0.265,
1977-05,0.232,
1977-06,0.203,
1977-07,0.220,
1977-08,0.203,
1977-09,0.196,
1977-10,0.176,
1977-11,0.166,
1977-12,0.157,
1978-01,0.208,
1978-02,0.186,
1978-03,0.239,
1978-04,0.236,
1978-05,0.239,
1978-06,0.199,
1978-07,0.225,
1978-08,0.215,
1978-09,0.240,
1978-10,0.185,
1978-11,0.172,
1978-12,0.233,
1979-01,0.234,
1979-02,0.302,
1979-03,0.329,
1979-04,0.310,
1979-05,0.301,
1979-06,0.326,
1979-07,0.330,
1979-08,0.375,
1979-09,0.365,
1979-10,0.390,
1979-11,0.394,
1979-12,0.412,
1980-01,0.292,
1980-02,0.378,
1980-03,0.401,
1980-04,0.531,
1980-05,0.544,
1980-06,0.457,
1980-07,0.509,
1980-08,0.513,
1980-09,0.544,
1980-10,0.659,
1980-11,0.805,
1980-12,0.820,
1981-01,0.948,
1981-02,0.956,
1981-03,0.882,
1981-04,0.821,
1981-05,0.813,
1981-06,0.826,
1981-07,0.852,
1981-08,0.813,
1981-09,0.791,
