"",BBK01.OEAC03V,BBK01.OEAC03V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:48,
2002-01,1.213,
2002-04,1.209,
2002-07,1.279,
2002-10,1.239,
2003-01,1.215,
2003-04,1.285,
2003-07,1.306,
2003-10,1.217,
2004-01,1.314,
2004-04,1.320,
2004-07,1.402,
2004-10,1.415,
2005-01,1.422,
2005-04,1.397,
2005-07,1.531,
2005-10,1.455,
2006-01,1.438,
2006-04,1.616,
2006-07,1.723,
2006-10,1.840,
2007-01,1.744,
2007-04,1.727,
2007-07,1.859,
2007-10,1.841,
2008-01,1.821,
2008-04,1.169,
2008-07,1.377,
2008-10,1.652,
2009-01,1.683,
2009-04,1.656,
2009-07,1.723,
2009-10,1.671,
2010-01,2.649,
2010-04,3.356,
2010-07,3.655,
2010-10,3.736,
2011-01,3.745,
2011-04,3.877,
2011-07,4.021,
2011-10,4.040,
2012-01,3.936,
2012-04,4.051,
2012-07,4.071,
2012-10,4.265,
2013-01,4.170,
2013-04,4.161,
2013-07,4.310,
2013-10,4.239,
2014-01,4.204,
2014-04,4.656,
2014-07,4.678,
