"",BBK01.QUW267,BBK01.QUW267_FLAGS
"","Foreign branches in the Cayman Islands: Liabilities to non-residents, total / All countries / US dollar",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:42:19,
2001-12,126.510,
2002-01,135.256,
2002-02,128.236,
2002-03,114.585,
2002-04,110.632,
2002-05,104.254,
2002-06,115.441,
2002-07,103.361,
2002-08,104.524,
2002-09,104.640,
2002-10,99.209,
2002-11,96.203,
2002-12,95.639,
2003-01,97.082,
2003-02,88.859,
2003-03,83.734,
2003-04,85.922,
2003-05,91.160,
2003-06,102.118,
2003-07,89.591,
2003-08,86.526,
2003-09,91.046,
2003-10,80.674,
2003-11,91.125,
2003-12,83.109,
2004-01,85.010,
2004-02,97.624,
2004-03,95.710,
2004-04,97.399,
2004-05,90.279,
2004-06,96.224,
2004-07,101.767,
2004-08,99.902,
2004-09,100.239,
2004-10,91.257,
2004-11,96.983,
2004-12,97.268,
2005-01,102.001,
2005-02,97.595,
2005-03,96.769,
2005-04,98.309,
2005-05,100.039,
2005-06,121.989,
2005-07,114.033,
2005-08,115.914,
2005-09,121.879,
2005-10,121.274,
2005-11,117.157,
2005-12,118.612,
2006-01,115.344,
2006-02,114.264,
2006-03,118.481,
2006-04,111.651,
2006-05,114.343,
2006-06,112.829,
2006-07,124.874,
2006-08,121.081,
2006-09,121.865,
2006-10,109.749,
2006-11,113.057,
2006-12,131.112,
2007-01,128.558,
2007-02,139.909,
2007-03,124.315,
2007-04,135.470,
2007-05,144.167,
2007-06,142.767,
2007-07,139.943,
2007-08,152.023,
2007-09,138.839,
2007-10,130.579,
2007-11,123.884,
2007-12,132.566,
2008-01,152.264,
2008-02,143.473,
2008-03,147.288,
2008-04,136.204,
2008-05,135.155,
2008-06,131.466,
2008-07,122.087,
2008-08,120.546,
2008-09,124.793,
2008-10,157.094,
2008-11,165.731,
2008-12,131.512,
2009-01,135.674,
2009-02,121.728,
2009-03,121.736,
2009-04,130.927,
2009-05,115.095,
2009-06,120.934,
2009-07,115.923,
2009-08,113.805,
2009-09,112.723,
2009-10,103.601,
2009-11,94.760,
2009-12,95.616,
2010-01,104.750,
2010-02,105.687,
2010-03,100.036,
2010-04,131.034,
2010-05,141.209,
2010-06,146.662,
2010-07,107.270,
2010-08,119.159,
2010-09,110.798,
2010-10,118.767,
2010-11,126.351,
2010-12,106.123,
2011-01,94.663,
2011-02,94.003,
2011-03,89.867,
2011-04,79.810,
2011-05,91.791,
2011-06,88.309,
2011-07,82.960,
2011-08,98.802,
2011-09,110.868,
2011-10,96.060,
2011-11,98.290,
2011-12,111.166,
2012-01,107.512,
2012-02,118.560,
2012-03,83.178,
2012-04,98.175,
2012-05,106.199,
2012-06,93.535,
2012-07,79.939,
2012-08,78.118,
2012-09,92.009,
2012-10,79.628,
2012-11,81.678,
2012-12,83.026,
2013-01,89.600,
2013-02,81.146,
2013-03,78.371,
2013-04,75.461,
2013-05,71.696,
2013-06,67.295,
2013-07,65.791,
2013-08,69.137,
2013-09,59.543,
2013-10,59.679,
2013-11,62.265,
2013-12,61.432,
2014-01,73.421,
2014-02,70.132,
2014-03,61.846,
2014-04,56.341,
2014-05,61.043,
2014-06,61.689,
2014-07,66.887,
2014-08,64.551,
2014-09,64.303,
2014-10,61.497,
2014-11,62.434,
