"",BBK01.OELB01N,BBK01.OELB01N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:16,
2002-01,75.762,
2002-04,76.600,
2002-07,77.548,
2002-10,78.737,
2003-01,78.736,
2003-04,79.590,
2003-07,80.370,
2003-10,81.528,
2004-01,82.323,
2004-04,83.077,
2004-07,83.349,
2004-10,84.306,
2005-01,84.520,
2005-04,84.945,
2005-07,85.464,
2005-10,86.003,
2006-01,86.493,
2006-04,86.949,
2006-07,87.689,
2006-10,87.940,
2007-01,88.213,
2007-04,88.809,
2007-07,89.518,
2007-10,90.066,
2008-01,90.642,
2008-04,91.812,
2008-07,93.157,
2008-10,94.001,
2009-01,94.386,
2009-04,95.334,
2009-07,96.546,
2009-10,97.420,
2010-01,98.239,
2010-04,99.500,
2010-07,100.605,
2010-10,101.379,
2011-01,102.060,
2011-04,103.140,
2011-07,104.140,
2011-10,105.064,
2012-01,106.041,
2012-04,89.239,
2012-07,90.306,
2012-10,91.286,
2013-01,91.937,
2013-04,92.828,
2013-07,94.276,
2013-10,94.948,
2014-01,95.819,
2014-04,96.808,
2014-07,97.975,
