"",BBK01.OUU026,BBK01.OUU026_FLAGS
"",Securities (excluding money market paper) issued by foreign non-banks / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:00,
1999-01,0.229,
1999-02,0.352,
1999-03,0.439,
1999-04,0.466,
1999-05,0.481,
1999-06,0.544,
1999-07,0.529,
1999-08,0.539,
1999-09,0.556,
1999-10,0.685,
1999-11,0.770,
1999-12,0.755,
2000-01,0.941,
2000-02,0.826,
2000-03,0.647,
2000-04,0.607,
2000-05,0.608,
2000-06,0.621,
2000-07,0.628,
2000-08,0.628,
2000-09,1.255,
2000-10,1.260,
2000-11,1.247,
2000-12,1.264,
2001-01,1.288,
2001-02,1.345,
2001-03,1.381,
2001-04,1.402,
2001-05,1.445,
2001-06,1.545,
2001-07,1.546,
2001-08,1.516,
2001-09,1.527,
2001-10,1.519,
2001-11,1.507,
2001-12,1.499,
2002-01,1.409,
2002-02,1.403,
2002-03,1.402,
2002-04,1.407,
2002-05,1.458,
2002-06,1.459,
2002-07,1.454,
2002-08,1.450,
2002-09,1.286,
2002-10,1.301,
2002-11,1.299,
2002-12,1.436,
2003-01,1.438,
2003-02,1.441,
2003-03,1.430,
2003-04,1.431,
2003-05,1.445,
2003-06,1.199,
2003-07,1.202,
2003-08,1.200,
2003-09,0.505,
2003-10,1.206,
2003-11,1.236,
2003-12,1.225,
2004-01,1.211,
2004-02,1.209,
2004-03,1.259,
2004-04,1.308,
2004-05,1.335,
2004-06,1.373,
2004-07,1.373,
2004-08,1.523,
2004-09,1.488,
2004-10,1.468,
2004-11,1.337,
2004-12,1.287,
2005-01,1.340,
2005-02,1.263,
2005-03,1.317,
2005-04,1.962,
2005-05,2.486,
2005-06,2.904,
2005-07,2.934,
2005-08,2.934,
2005-09,3.023,
2005-10,2.560,
2005-11,2.548,
2005-12,2.427,
2006-01,2.129,
2006-02,1.454,
2006-03,1.277,
2006-04,1.315,
2006-05,1.335,
2006-06,1.392,
2006-07,1.077,
2006-08,1.053,
2006-09,1.041,
2006-10,0.738,
2006-11,1.005,
2006-12,1.087,
2007-01,1.578,
2007-02,1.656,
2007-03,2.233,
2007-04,2.224,
2007-05,2.171,
2007-06,2.131,
2007-07,2.082,
2007-08,2.083,
2007-09,2.082,
2007-10,0.849,
2007-11,0.849,
2007-12,0.835,
2008-01,0.674,
2008-02,0.662,
2008-03,0.657,
2008-04,0.642,
2008-05,0.642,
2008-06,0.448,
2008-07,0.447,
2008-08,0.437,
2008-09,0.427,
2008-10,0.426,
2008-11,0.406,
2008-12,0.429,
2009-01,0.546,
2009-02,0.895,
2009-03,0.906,
2009-04,0.845,
2009-05,1.142,
2009-06,1.193,
2009-07,1.213,
2009-08,1.228,
2009-09,1.233,
2009-10,1.250,
2009-11,1.281,
2009-12,1.221,
2010-01,1.273,
2010-02,1.385,
2010-03,1.686,
2010-04,1.958,
2010-05,1.964,
2010-06,2.075,
2010-07,2.155,
2010-08,2.702,
2010-09,2.397,
2010-10,2.334,
2010-11,2.397,
2010-12,2.431,
2011-01,2.437,
2011-02,2.448,
2011-03,2.409,
2011-04,2.409,
2011-05,2.841,
2011-06,2.717,
2011-07,2.666,
2011-08,2.706,
2011-09,2.891,
2011-10,2.964,
2011-11,2.913,
2011-12,2.865,
2012-01,2.882,
2012-02,2.985,
2012-03,2.949,
2012-04,2.981,
2012-05,3.149,
2012-06,3.294,
2012-07,3.441,
2012-08,3.434,
2012-09,3.404,
2012-10,3.407,
2012-11,3.402,
2012-12,3.510,
2013-01,3.654,
2013-02,3.747,
2013-03,3.804,
2013-04,3.835,
2013-05,4.009,
2013-06,4.176,
2013-07,4.390,
2013-08,4.457,
2013-09,4.635,
2013-10,4.668,
2013-11,4.812,
2013-12,4.932,
2014-01,5.054,
2014-02,5.172,
2014-03,5.263,
2014-04,5.561,
2014-05,5.810,
2014-06,5.865,
2014-07,6.100,
2014-08,6.156,
2014-09,6.185,
2014-10,6.231,
2014-11,6.356,
2014-12,6.580,Provisional value
