"",BBK01.OUH345,BBK01.OUH345_FLAGS
"",Loans to domestic general governments / Total / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:54:15,
1999-01,29.037,
1999-02,28.746,
1999-03,29.127,
1999-04,28.780,
1999-05,28.545,
1999-06,28.360,
1999-07,27.982,
1999-08,27.477,
1999-09,27.973,
1999-10,27.934,
1999-11,27.727,
1999-12,27.766,
2000-01,27.895,
2000-02,27.660,
2000-03,28.372,
2000-04,28.104,
2000-05,28.018,
2000-06,27.785,
2000-07,27.948,
2000-08,27.379,
2000-09,27.832,
2000-10,27.776,
2000-11,26.934,
2000-12,27.186,
2001-01,27.627,
2001-02,27.057,
2001-03,27.966,
2001-04,26.991,
2001-05,27.057,
2001-06,26.918,
2001-07,26.602,
2001-08,25.850,
2001-09,26.491,
2001-10,27.229,
2001-11,27.261,
2001-12,27.424,
2002-01,28.141,
2002-02,27.362,
2002-03,27.106,
2002-04,27.514,
2002-05,27.311,
2002-06,27.441,
2002-07,27.695,
2002-08,27.062,
2002-09,27.157,
2002-10,27.451,
2002-11,27.652,
2002-12,28.443,
2003-01,29.161,
2003-02,28.805,
2003-03,29.850,
2003-04,30.313,
2003-05,29.497,
2003-06,30.733,
2003-07,30.088,
2003-08,29.681,
2003-09,30.117,
2003-10,30.613,
2003-11,31.594,
2003-12,32.551,
2004-01,32.684,
2004-02,32.530,
2004-03,32.266,
2004-04,32.928,
2004-05,31.921,
2004-06,31.834,
2004-07,32.617,
2004-08,32.055,
2004-09,32.421,
2004-10,33.241,
2004-11,32.366,
2004-12,32.931,
2005-01,33.803,
2005-02,33.775,
2005-03,33.819,
2005-04,34.632,
2005-05,33.433,
2005-06,34.003,
2005-07,33.445,
2005-08,33.230,
2005-09,33.181,
2005-10,34.022,
2005-11,34.021,
2005-12,34.570,
2006-01,35.514,
2006-02,34.807,
2006-03,35.082,
2006-04,35.490,
2006-05,34.997,
2006-06,35.389,
2006-07,35.665,
2006-08,35.536,
2006-09,35.119,
2006-10,35.419,
2006-11,35.386,
2006-12,35.929,
2007-01,36.400,
2007-02,35.782,
2007-03,35.697,
2007-04,35.783,
2007-05,35.123,
2007-06,35.524,
2007-07,35.557,
2007-08,34.895,
2007-09,35.187,
2007-10,35.388,
2007-11,34.657,
2007-12,34.221,
2008-01,34.447,
2008-02,33.857,
2008-03,33.422,
2008-04,33.991,
2008-05,32.984,
2008-06,33.523,
2008-07,33.541,
2008-08,32.382,
2008-09,32.883,
2008-10,34.270,
2008-11,34.048,
2008-12,34.920,
2009-01,34.582,
2009-02,34.854,
2009-03,35.027,
2009-04,35.045,
2009-05,34.543,
2009-06,34.964,
2009-07,35.719,
2009-08,35.148,
2009-09,36.306,
2009-10,37.123,
2009-11,37.222,
2009-12,37.002,
2010-01,37.990,
2010-02,37.660,
2010-03,38.392,
2010-04,38.639,
2010-05,39.106,
2010-06,40.044,
2010-07,40.301,
2010-08,39.496,
2010-09,40.683,
2010-10,40.919,
2010-11,40.851,
2010-12,40.849,
2011-01,42.214,
2011-02,41.630,
2011-03,42.307,
2011-04,42.222,
2011-05,41.969,
2011-06,43.076,
2011-07,43.419,
2011-08,42.310,
2011-09,43.155,
2011-10,43.893,
2011-11,43.705,
2011-12,44.221,
2012-01,44.494,
2012-02,43.906,
2012-03,44.326,
2012-04,43.633,
2012-05,42.501,
2012-06,43.643,
2012-07,43.193,
2012-08,42.408,
2012-09,43.078,
2012-10,43.661,
2012-11,43.746,
2012-12,44.182,
2013-01,44.710,
2013-02,44.351,
2013-03,44.799,
2013-04,44.974,
2013-05,44.128,
2013-06,44.362,
2013-07,44.942,
2013-08,44.211,
2013-09,44.881,
2013-10,45.353,
2013-11,45.574,
2013-12,45.446,
2014-01,46.093,
2014-02,45.387,
2014-03,45.793,
2014-04,45.830,
2014-05,45.021,
2014-06,45.143,
2014-07,45.631,
2014-08,44.333,
2014-09,44.966,
2014-10,45.518,
2014-11,44.823,
2014-12,46.841,Provisional value
